거래금액,거래유형,건축년도,년,단지,매도자,매수자,법정동,시군구,월세금액,월,일,전용면적,중개사소재지,지번,지역코드,층
"35,500", ,2008,2020,광화문 스페이스본, , , 사직동,종로구,존재하지 않음,10,15,39.54, ,9,11110,2
"29,000", ,2004,2020,경희궁의 아침 2단지, , , 내수동,종로구,존재하지 않음,10,7,32.43, ,71,11110,14
"30,000", ,2004,2020,용비어천가, , , 내수동,종로구,존재하지 않음,10,7,42.83, ,75,11110,8
"29,700", ,2004,2020,경희궁의 아침 3단지, , , 내수동,종로구,존재하지 않음,10,7,37.5, ,72,11110,13
"30,500", ,2004,2020,용비어천가, , , 내수동,종로구,존재하지 않음,10,10,42.39, ,75,11110,14
"30,700", ,2004,2020,용비어천가, , , 내수동,종로구,존재하지 않음,10,17,41.34, ,75,11110,16
"29,300", ,2004,2020,경희궁의 아침 2단지, , , 내수동,종로구,존재하지 않음,10,21,32.43, ,71,11110,16
"21,800", ,1994,2020,도렴구역 제18지구, , , 내수동,종로구,존재하지 않음,10,22,33.68, ,167,11110,8
"28,800", ,2004,2020,경희궁의 아침 3단지, , , 내수동,종로구,존재하지 않음,10,27,37.5, ,72,11110,12
"42,000", ,2005,2020,광화문오피시아빌딩, , , 신문로1가,종로구,존재하지 않음,10,13,41.71, ,163,11110,21
"50,000", ,2004,2020,두산위브파빌리온, , , 수송동,종로구,존재하지 않음,10,19,70.44, ,58,11110,4
"28,500", ,2004,2020,두산위브파빌리온, , , 수송동,종로구,존재하지 않음,10,20,35.22, ,58,11110,12
"37,900", ,2004,2020,두산위브파빌리온, , , 수송동,종로구,존재하지 않음,10,24,53.16, ,58,11110,9
"16,000", ,1998,2020,오피스텔월드, , , 운니동,종로구,존재하지 않음,10,5,36.72, ,65-1,11110,8
"31,000", ,2005,2020,운현궁 에스케이 허브, , , 경운동,종로구,존재하지 않음,10,26,41.12, ,89-4,11110,10
"31,000", ,2005,2020,운현궁 에스케이 허브, , , 경운동,종로구,존재하지 않음,10,27,41.34, ,89-4,11110,8
"23,706", ,2020,2020,종로 하이뷰 디아트, , , 관수동,종로구,존재하지 않음,10,6,18.16, ,98-1,11110,5
"22,400", ,2020,2020,종로 하이뷰 디아트, , , 관수동,종로구,존재하지 않음,10,29,18.16, ,98-1,11110,3
"26,400", ,2004,2020,롯데캐슬 천지인, , , 숭인동,종로구,존재하지 않음,10,9,39.6, ,76,11110,18
"12,000", ,2013,2020,종로 중흥 S클래스, , , 숭인동,종로구,존재하지 않음,10,13,22.436, ,202-3,11110,2
"10,850", ,2013,2020,종로 동광모닝스카이, , , 숭인동,종로구,존재하지 않음,10,14,19.95, ,1421-1,11110,7
"7,500", ,2002,2020,수석컴비즈텔, , , 숭인동,종로구,존재하지 않음,10,14,23.84, ,55-6,11110,5
"14,000", ,2005,2020,동양파라빌, , , 숭인동,종로구,존재하지 않음,10,15,27.09, ,1388,11110,8
"24,500", ,2004,2020,롯데캐슬 천지인, , , 숭인동,종로구,존재하지 않음,10,19,39.6, ,76,11110,17
"17,700", ,2004,2020,종로대우디오빌, , , 숭인동,종로구,존재하지 않음,10,28,29.65, ,310,11110,7
"14,000", ,2002,2020,타임730오피스텔, , , 부암동,종로구,존재하지 않음,10,30,31.27, ,129-8,11110,3
"56,000", ,2006,2020,삼성파크빌, , , 을지로5가,중구,존재하지 않음,10,13,97.37, ,39-1,11140,5
"10,900", ,2003,2020,정건벨라지오오피스텔, , , 을지로5가,중구,존재하지 않음,10,16,21.94, ,20-1,11140,13
"23,726", ,2020,2020,오렌지카운티을지로, , , 오장동,중구,존재하지 않음,10,14,21.12, ,145-1,11140,3
"23,726", ,2020,2020,오렌지카운티을지로, , , 오장동,중구,존재하지 않음,10,14,21.12, ,145-1,11140,3
"23,970", ,2020,2020,오렌지카운티을지로, , , 오장동,중구,존재하지 않음,10,16,21.12, ,145-1,11140,4
"23,970", ,2020,2020,오렌지카운티을지로, , , 오장동,중구,존재하지 않음,10,16,21.12, ,145-1,11140,4
"23,000", ,2013,2020,엘크루 메트로시티, , , 충무로3가,중구,존재하지 않음,10,28,28.1, ,49,11140,13
"20,000", ,2018,2020,제이매크로 타워, , , 저동2가,중구,존재하지 않음,10,7,19.35, ,7-2,11140,4
"16,300", ,2014,2020,신당아르브, , , 신당동,중구,존재하지 않음,10,9,21.31, ,160-5,11140,13
