거래금액,거래유형,건축년도,년,단지,매도자,매수자,법정동,시군구,월세금액,월,일,전용면적,중개사소재지,지번,지역코드,층
"27,100", ,2003,2020,광화문 플래티넘, , , 적선동,종로구,존재하지 않음,11,30,45.36, ,156,11110,14
"37,500", ,2008,2020,광화문 스페이스본, , , 사직동,종로구,존재하지 않음,11,13,39.54, ,9,11110,6
"38,000", ,2008,2020,광화문 스페이스본, , , 사직동,종로구,존재하지 않음,11,16,39.54, ,9,11110,8
"30,000", ,2004,2020,용비어천가, , , 내수동,종로구,존재하지 않음,11,9,37.56, ,75,11110,15
"41,800", ,2004,2020,경희궁의 아침 2단지, , , 내수동,종로구,존재하지 않음,11,20,46.84, ,71,11110,7
"30,500", ,2004,2020,용비어천가, , , 내수동,종로구,존재하지 않음,11,26,37.12, ,75,11110,10
"24,600", ,2004,2020,경희궁의 아침 4단지, , , 내수동,종로구,존재하지 않음,11,28,28.24, ,73,11110,12
"28,500", ,2004,2020,광화문시대, , , 내수동,종로구,존재하지 않음,11,30,34.9, ,74,11110,11
"40,000", ,2005,2020,광화문오피시아빌딩, , , 신문로1가,종로구,존재하지 않음,11,14,41.71, ,163,11110,21
"41,800", ,2005,2020,광화문오피시아빌딩, , , 신문로1가,종로구,존재하지 않음,11,19,43.64, ,163,11110,16
"50,000", ,2004,2020,두산위브파빌리온, , , 수송동,종로구,존재하지 않음,11,4,61.47, ,58,11110,12
"55,500", ,2004,2020,두산위브파빌리온, , , 수송동,종로구,존재하지 않음,11,14,72.21, ,58,11110,8
"29,000", ,2005,2020,운현궁 에스케이 허브, , , 경운동,종로구,존재하지 않음,11,11,41.12, ,89-4,11110,4
"23,500", ,2005,2020,운현궁 에스케이 허브, , , 경운동,종로구,존재하지 않음,11,26,23.66, ,89-4,11110,11
"16,000", ,2005,2020,종로1번가, , , 관철동,종로구,존재하지 않음,11,2,21.38, ,155,11110,13
"19,000", ,2005,2020,종로1번가, , , 관철동,종로구,존재하지 않음,11,30,25.29, ,155,11110,13
"14,500", ,1994,2020,종로오피스텔, , , 낙원동,종로구,존재하지 않음,11,10,25.2, ,58-1,11110,4
"23,200", ,2020,2020,종로 하이뷰 디아트, , , 관수동,종로구,존재하지 않음,11,4,18.16, ,98-1,11110,3
"16,450", ,2001,2020,대보마로니에텔, , , 연건동,종로구,존재하지 않음,11,27,26.52, ,206,11110,12
"14,000", ,1996,2020,금호팔레스, , , 창신동,종로구,존재하지 않음,11,2,40.8, ,327-2,11110,15
"10,900", ,2013,2020,(1392), , , 숭인동,종로구,존재하지 않음,11,3,20.18, ,1392,11110,5
"9,760", ,2014,2020,디세븐, , , 숭인동,종로구,존재하지 않음,11,4,15.044, ,313-12,11110,4
"9,760", ,2014,2020,디세븐, , , 숭인동,종로구,존재하지 않음,11,4,15.044, ,313-12,11110,4
"9,760", ,2014,2020,디세븐, , , 숭인동,종로구,존재하지 않음,11,18,15.044, ,313-12,11110,3
"14,000", ,2005,2020,동양파라빌, , , 숭인동,종로구,존재하지 않음,11,19,27.09, ,1388,11110,9
"26,000", ,2004,2020,롯데캐슬 천지인, , , 숭인동,종로구,존재하지 않음,11,19,39.6, ,76,11110,17
"23,400", ,2004,2020,롯데캐슬 천지인, , , 숭인동,종로구,존재하지 않음,11,23,39.6, ,76,11110,7
