거래금액,거래유형,건축년도,년,단지,매도자,매수자,법정동,시군구,월세금액,월,일,전용면적,중개사소재지,지번,지역코드,층
"17,700",중개거래,1998,2023,파크뷰타워, , , 필운동,종로구,존재하지 않음,8,10,24.3,서울 종로구,285-5,11110,8
"39,000",중개거래,2008,2023,광화문 스페이스본, , , 사직동,종로구,존재하지 않음,8,22,39.54,서울 종로구,9,11110,7
"31,400",중개거래,2004,2023,경희궁의 아침 3단지, , , 내수동,종로구,존재하지 않음,8,7,37.5,"서울 영등포구, 서울 종로구",72,11110,16
"29,900",중개거래,2004,2023,경희궁의 아침 2단지, , , 내수동,종로구,존재하지 않음,8,7,32.43,서울 종로구,71,11110,7
"30,900",중개거래,2004,2023,경희궁의 아침 2단지, , , 내수동,종로구,존재하지 않음,8,8,32.43,서울 종로구,71,11110,7
"29,000",중개거래,2004,2023,용비어천가, , , 내수동,종로구,존재하지 않음,8,21,41.34,서울 종로구,75,11110,3
"29,700",중개거래,2004,2023,광화문시대, , , 내수동,종로구,존재하지 않음,8,25,34.9,서울 종로구,74,11110,10
"120,150",직거래,2020,2023,디팰리스, , , 신문로2가,종로구,존재하지 않음,8,2,51.336, ,171,11110,7
"137,000",중개거래,2020,2023,디팰리스, , , 신문로2가,종로구,존재하지 않음,8,8,80.262,"서울 영등포구, 서울 종로구",171,11110,2
"125,000",중개거래,2020,2023,디팰리스, , , 신문로2가,종로구,존재하지 않음,8,22,52.113,서울 종로구,171,11110,8
"219,000",중개거래,2020,2023,디팰리스, , , 신문로2가,종로구,존재하지 않음,8,29,126.131,서울 종로구,171,11110,6
"43,850",중개거래,2004,2023,두산위브파빌리온, , , 수송동,종로구,존재하지 않음,8,23,53.16,서울 종로구,58,11110,13
"29,900",중개거래,2004,2023,견지동빌딩, , , 견지동,종로구,존재하지 않음,8,17,61.85,서울 종로구,110-32,11110,4
"14,300",중개거래,2004,2023,BIZ-WELL 종로 오피스텔, , , 익선동,종로구,존재하지 않음,8,7,23.14,서울 종로구,34,11110,4
"31,500",직거래,2005,2023,운현궁 에스케이 허브, , , 경운동,종로구,존재하지 않음,8,1,41.12, ,89-4,11110,14
"37,500",중개거래,2005,2023,운현궁 에스케이 허브, , , 경운동,종로구,존재하지 않음,8,25,45.73,서울 종로구,89-4,11110,8
"19,575",직거래,2022,2023,신일 해피트리앤, , , 관수동,종로구,존재하지 않음,8,21,19.3434, ,4,11110,4
"22,500",중개거래,2022,2023,신일 해피트리앤, , , 관수동,종로구,존재하지 않음,8,28,19.3434,서울 종로구,4,11110,5
"44,700",중개거래,2006,2023,효성주얼리시티, , , 인의동,종로구,존재하지 않음,8,22,66.85,서울 종로구,48-2,11110,5
"28,213",직거래,2023,2023,휴스턴오피스텔 창경궁, , , 원남동,종로구,존재하지 않음,8,17,20.03, ,66-60,11110,6
"14,000",직거래,2015,2023,아르젠종로, , , 연지동,종로구,존재하지 않음,8,16,15.43, ,163-3,11110,8
