거래금액,거래유형,건축년도,년,단지,매도자,매수자,법정동,시군구,월세금액,월,일,전용면적,중개사소재지,지번,지역코드,층
"35,000",중개거래,2003,2022,광화문 플래티넘, , , 적선동,종로구,존재하지 않음,8,5,45.36,서울 종로구,156,11110,11
"39,000",중개거래,2008,2022,광화문 스페이스본, , , 사직동,종로구,존재하지 않음,8,3,39.54,서울 종로구,9,11110,4
"30,500",중개거래,2004,2022,경희궁의 아침 3단지, , , 내수동,종로구,존재하지 않음,8,19,37.5,서울 종로구,72,11110,3
"29,000",중개거래,2004,2022,용비어천가, , , 내수동,종로구,존재하지 않음,8,22,37.56,서울 종로구,75,11110,2
"43,700",중개거래,2004,2022,용비어천가, , , 내수동,종로구,존재하지 않음,8,24,45.89,서울 종로구,75,11110,9
"49,000",중개거래,2005,2022,광화문오피시아빌딩, , , 신문로1가,종로구,존재하지 않음,8,24,41.71,서울 종로구,163,11110,19
"48,000",중개거래,2005,2022,광화문오피시아빌딩, , , 신문로1가,종로구,존재하지 않음,8,29,41.71,서울 종로구,163,11110,17
"61,000",중개거래,2004,2022,두산위브파빌리온, , , 수송동,종로구,존재하지 않음,8,16,70.44,서울 종로구,58,11110,6
"40,000",중개거래,2007,2022,르메이에르종로타운1, , , 종로1가,종로구,존재하지 않음,8,12,45.41,서울 종로구,24,11110,11
"40,000",중개거래,2007,2022,르메이에르종로타운1, , , 종로1가,종로구,존재하지 않음,8,12,45.41,서울 종로구,24,11110,11
"13,800",중개거래,2004,2022,BIZ-WELL 종로 오피스텔, , , 익선동,종로구,존재하지 않음,8,11,23.14,서울 종로구,34,11110,5
"26,500",중개거래,2005,2022,운현궁 에스케이 허브, , , 경운동,종로구,존재하지 않음,8,3,39.2,서울 종로구,89-4,11110,6
"34,500",중개거래,2005,2022,운현궁 에스케이 허브, , , 경운동,종로구,존재하지 않음,8,9,41.12,서울 종로구,89-4,11110,12
"42,000",중개거래,2005,2022,운현궁 에스케이 허브, , , 경운동,종로구,존재하지 않음,8,11,56.03,서울 종로구,89-4,11110,5
"24,000",중개거래,2005,2022,운현궁 에스케이 허브, , , 경운동,종로구,존재하지 않음,8,18,23.66,서울 종로구,89-4,11110,9
"14,900",중개거래,1994,2022,종로오피스텔, , , 낙원동,종로구,존재하지 않음,8,30,25.2,서울 종로구,58-1,11110,10
"10,500",중개거래,2013,2022,종로 동광모닝스카이, , , 숭인동,종로구,존재하지 않음,8,1,19.95,서울 종로구,1421-1,11110,4
"10,000",중개거래,2013,2022,종로 동광모닝스카이, , , 숭인동,종로구,존재하지 않음,8,1,19.95,서울 종로구,1421-1,11110,2
"14,200",중개거래,2013,2022,버넷하임1, , , 숭인동,종로구,존재하지 않음,8,3,34.49,서울 성동구,1421,11110,2
"10,500",중개거래,2013,2022,종로 동광모닝스카이, , , 숭인동,종로구,존재하지 않음,8,11,19.95,서울 종로구,1421-1,11110,7
"27,500",직거래,2021,2022,숭인한성아펠시티, , , 숭인동,종로구,존재하지 않음,8,18,22.28, ,1368,11110,3
"12,200",중개거래,2013,2022,버넷하임1, , , 숭인동,종로구,존재하지 않음,8,19,25.27,서울 동대문구,1421,11110,11
"16,000",중개거래,2004,2022,종로대우디오빌, , , 숭인동,종로구,존재하지 않음,8,27,28.89,서울 종로구,310,11110,5
"10,500",중개거래,2013,2022,(1392), , , 숭인동,종로구,존재하지 않음,8,29,18.64,서울 강동구,1392,11110,5
"11,000",중개거래,2013,2022,(1392), , , 숭인동,종로구,존재하지 않음,8,29,18.64,서울 강동구,1392,11110,5
"28,000",중개거래,2004,2022,롯데캐슬 천지인, , , 숭인동,종로구,존재하지 않음,8,30,39.6,서울 종로구,76,11110,15
"16,000",중개거래,2004,2022,종로대우디오빌, , , 숭인동,종로구,존재하지 않음,8,30,29.65,서울 강서구,310,11110,14
