거래금액,거래유형,건축년도,년,단지,매도자,매수자,법정동,시군구,월세금액,월,일,전용면적,중개사소재지,지번,지역코드,층
"34,500",중개거래,2003,2023,광화문 플래티넘, , , 적선동,종로구,존재하지 않음,11,17,45.36,서울 종로구,156,11110,12
"38,000",중개거래,2004,2023,경희궁의 아침 2단지, , , 내수동,종로구,존재하지 않음,11,1,46.84,서울 종로구,71,11110,14
"25,000",중개거래,2004,2023,용비어천가, , , 내수동,종로구,존재하지 않음,11,15,37.56,서울 종로구,75,11110,2
"30,900",중개거래,2004,2023,경희궁의 아침 3단지, , , 내수동,종로구,존재하지 않음,11,28,37.5,서울 종로구,72,11110,5
"126,000",중개거래,2020,2023,디팰리스, , , 신문로2가,종로구,존재하지 않음,11,30,79.141,서울 영등포구,171,11110,2
"63,000",직거래,2004,2023,두산위브파빌리온, , , 수송동,종로구,존재하지 않음,11,3,74.84, ,58,11110,13
"28,500",중개거래,2004,2023,두산위브파빌리온, , , 수송동,종로구,존재하지 않음,11,17,35.22,서울 종로구,58,11110,7
"27,700",중개거래,2007,2023,르메이에르종로타운1, , , 종로1가,종로구,존재하지 않음,11,16,36.23,서울 종로구,24,11110,12
"30,000",중개거래,2007,2023,르메이에르종로타운1, , , 종로1가,종로구,존재하지 않음,11,27,36.23,서울 종로구,24,11110,7
"17,800",직거래,1998,2023,오피스텔월드, , , 운니동,종로구,존재하지 않음,11,9,36.72, ,65-1,11110,5
"44,900",중개거래,2005,2023,운현궁 에스케이 허브, , , 경운동,종로구,존재하지 않음,11,26,56.03,서울 종로구,89-4,11110,5
"22,500",중개거래,2005,2023,종로1번가, , , 관철동,종로구,존재하지 않음,11,13,30.04,서울 종로구,155,11110,7
"23,118",중개거래,2021,2023,루비온오피스텔, , , 인의동,종로구,존재하지 않음,11,30,18.2,서울 종로구,28-26,11110,3
"23,118",중개거래,2021,2023,루비온오피스텔, , , 인의동,종로구,존재하지 않음,11,30,18.2,서울 종로구,28-26,11110,3
"13,900",중개거래,2003,2023,코윈 팔레스뷰 오피스텔, , , 원남동,종로구,존재하지 않음,11,17,24.03,서울 종로구,95,11110,8
"10,500",중개거래,2015,2023,아르젠종로, , , 연지동,종로구,존재하지 않음,11,20,18.33,서울 종로구,163-3,11110,9
"19,700",중개거래,2003,2023,반도 보라 아이비 타워, , , 효제동,종로구,존재하지 않음,11,13,30.7,서울 종로구,45,11110,4
"50,000",직거래,2022,2023,한라 운종가, , , 숭인동,종로구,존재하지 않음,11,9,49.19, ,1425,11110,9
"12,900",중개거래,2005,2023,동양파라빌, , , 숭인동,종로구,존재하지 않음,11,15,24.93,서울 종로구,1388,11110,5
"13,000",직거래,2016,2023,아폴리움 오피스텔, , , 숭인동,종로구,존재하지 않음,11,18,16.31, ,201-7,11110,8
"11,700",중개거래,2005,2023,동양파라빌, , , 숭인동,종로구,존재하지 않음,11,29,24.93,서울 종로구,1388,11110,5
"18,500",중개거래,2016,2023,충무로엘크루메트로시티2, , , 충무로5가,중구,존재하지 않음,11,1,23.03,서울 중구,36-2,11140,4
"10,000",중개거래,1999,2023,광희동금호트윈 오피스텔, , , 광희동1가,중구,존재하지 않음,11,3,21.96,서울 중구,89-1,11140,4
"12,500",중개거래,1999,2023,광희동금호트윈 오피스텔, , , 광희동1가,중구,존재하지 않음,11,3,24.84,서울 중구,89-1,11140,11
"15,100",중개거래,2004,2023,타임캐슬 오피스텔, , , 을지로6가,중구,존재하지 않음,11,11,23.27,서울 중구,23,11140,6
"31,000",중개거래,2019,2023,을지 웰 라이프, , , 을지로4가,중구,존재하지 않음,11,2,32.63,서울 서초구,187-9,11140,10
"10,300",중개거래,2003,2023,정건벨라지오오피스텔, , , 을지로5가,중구,존재하지 않음,11,20,21.94,서울 중구,20-1,11140,13
