거래금액,거래유형,건축년도,년,단지,매도자,매수자,법정동,시군구,월세금액,월,일,전용면적,중개사소재지,지번,지역코드,층
"42,500",중개거래,2008,2023,광화문 스페이스본, , , 사직동,종로구,존재하지 않음,10,18,39.54,서울 종로구,9,11110,8
"30,700",중개거래,2004,2023,경희궁의 아침 3단지, , , 내수동,종로구,존재하지 않음,10,6,37.5,서울 종로구,72,11110,7
"29,000",중개거래,2004,2023,용비어천가, , , 내수동,종로구,존재하지 않음,10,10,42.39,"서울 은평구, 서울 종로구",75,11110,11
"30,000",중개거래,2004,2023,경희궁의 아침 3단지, , , 내수동,종로구,존재하지 않음,10,12,37.5,서울 종로구,72,11110,7
"27,000",중개거래,2004,2023,용비어천가, , , 내수동,종로구,존재하지 않음,10,20,37.56,서울 종로구,75,11110,17
"29,500",중개거래,2004,2023,경희궁의 아침 3단지, , , 내수동,종로구,존재하지 않음,10,31,37.5,서울 종로구,72,11110,3
"108,750",중개거래,2020,2023,디팰리스, , , 신문로2가,종로구,존재하지 않음,10,10,51.336,서울 종로구,171,11110,6
"155,000",중개거래,2020,2023,디팰리스, , , 신문로2가,종로구,존재하지 않음,10,14,81.277,"서울 강남구, 서울 종로구",171,11110,5
"29,000",중개거래,2007,2023,르메이에르종로타운1, , , 종로1가,종로구,존재하지 않음,10,13,36.23,서울 종로구,24,11110,15
"13,950",중개거래,1998,2023,오피스텔월드, , , 운니동,종로구,존재하지 않음,10,5,23.76,서울 종로구,65-1,11110,10
"29,000",중개거래,2005,2023,운현궁 에스케이 허브, , , 경운동,종로구,존재하지 않음,10,17,35.36,서울 종로구,89-4,11110,12
"18,300",중개거래,2005,2023,종로1번가, , , 관철동,종로구,존재하지 않음,10,6,24.64,서울 종로구,155,11110,6
"22,200",직거래,2004,2023,나스빌, , , 낙원동,종로구,존재하지 않음,10,27,28.69, ,212,11110,5
"19,500",중개거래,2021,2023,(255-1), , , 창신동,종로구,존재하지 않음,10,30,15.59,서울 서초구,255-1,11110,7
"14,000",중개거래,1989,2023,요진오피스텔쉐레이, , , 구기동,종로구,존재하지 않음,10,8,31.05,서울 종로구,110-1,11110,5
"14,000",중개거래,1989,2023,요진오피스텔쉐레이, , , 구기동,종로구,존재하지 않음,10,14,31.05,서울 종로구,110-1,11110,5
"44,500",중개거래,2014,2023,청계천 두산위브더제니스, , , 흥인동,중구,존재하지 않음,10,11,46.735,서울 중구,13-1,11140,15
"14,100",중개거래,2014,2023,동대문 와이즈 캐슬, , , 흥인동,중구,존재하지 않음,10,26,19.92,서울 중구,119,11140,5
"32,900",직거래,2022,2023,메르센트, , , 황학동,중구,존재하지 않음,10,7,29.97, ,959,11140,7
"44,500",직거래,2022,2023,소미골드라인Ⅱ, , , 황학동,중구,존재하지 않음,10,15,33.25, ,823,11140,9
"13,000",직거래,2004,2023,올리브1, , , 황학동,중구,존재하지 않음,10,24,23.73, ,808,11140,9
"13,000",중개거래,2004,2023,올리브1, , , 황학동,중구,존재하지 않음,10,30,25.05,서울 중구,808,11140,9
"21,500",중개거래,2005,2023,바비엥-2, , , 의주로1가,중구,존재하지 않음,10,21,29.48,서울 용산구,25-10,11140,17
"73,000",중개거래,2004,2023,KCC 파크타운, , , 만리동2가,중구,존재하지 않음,10,11,66.47,"서울 용산구, 서울 중구",11-1,11140,15
"32,000",중개거래,2017,2023,용산1차휴먼타운, , , 원효로1가,용산구,존재하지 않음,10,7,33.61,서울 성동구,120-20,11170,9
"18,000",중개거래,2004,2023,디아뜨 센트럴, , , 원효로1가,용산구,존재하지 않음,10,21,25.5,서울 용산구,112-4,11170,3
"27,000",중개거래,2015,2023,용산KCC웰츠타워, , , 문배동,용산구,존재하지 않음,10,23,32.84,서울 용산구,11-10,11170,8
"37,000",중개거래,2015,2023,용산KCC웰츠타워, , , 문배동,용산구,존재하지 않음,10,24,38.1,"경기 과천시, 서울 용산구",11-10,11170,4
"75,000",중개거래,2017,2023,용산푸르지오써밋, , , 한강로2가,용산구,존재하지 않음,10,25,44.2069,서울 구로구,420,11170,25
"40,500",중개거래,2004,2023,한강대우트럼프월드3, , , 한강로3가,용산구,존재하지 않음,10,12,30.91,서울 용산구,65-230,11170,24
"21,000",중개거래,2004,2023,언고오피스텔, , , 한남동,용산구,존재하지 않음,10,21,21.33,서울 용산구,72-17,11170,5
"19,200",중개거래,2003,2023,노블리안, , , 상왕십리동,성동구,존재하지 않음,10,28,30.81,서울 성동구,750,11200,7
"18,300",중개거래,2017,2023,동인드림힐스, , , 하왕십리동,성동구,존재하지 않음,10,10,19.24,"경기 김포시, 서울 성동구",890-181,11200,5
"14,600",중개거래,2011,2023,리오파크 오피스텔, , , 하왕십리동,성동구,존재하지 않음,10,26,22.11,서울 성동구,898-2,11200,14
"9,800",중개거래,1998,2023,신한넥스텔, , , 도선동,성동구,존재하지 않음,10,5,19.629,서울 성동구,14,11200,9
"10,000",중개거래,1998,2023,신한넥스텔, , , 도선동,성동구,존재하지 않음,10,12,19.629,서울 성동구,14,11200,10
"10,000",중개거래,1998,2023,신한넥스텔, , , 도선동,성동구,존재하지 않음,10,13,19.629,서울 성동구,14,11200,4
