거래금액,거래유형,건축년도,년,단지,매도자,매수자,법정동,시군구,월세금액,월,일,전용면적,중개사소재지,지번,지역코드,층
"51,500", ,2003,2020,광화문 플래티넘, , , 적선동,종로구,존재하지 않음,7,6,81.607, ,156,11110,8
"37,500", ,2008,2020,광화문 스페이스본, , , 사직동,종로구,존재하지 않음,7,8,39.54, ,9,11110,6
"38,000", ,2008,2020,광화문 스페이스본, , , 사직동,종로구,존재하지 않음,7,21,39.54, ,9,11110,8
"28,000", ,2004,2020,광화문시대, , , 내수동,종로구,존재하지 않음,7,2,34.9, ,74,11110,10
"28,000", ,2004,2020,용비어천가, , , 내수동,종로구,존재하지 않음,7,3,41.38, ,75,11110,18
"27,000", ,2004,2020,광화문시대, , , 내수동,종로구,존재하지 않음,7,4,34.9, ,74,11110,11
"29,900", ,2004,2020,경희궁의 아침 3단지, , , 내수동,종로구,존재하지 않음,7,7,37.5, ,72,11110,4
"28,500", ,2004,2020,경희궁의 아침 2단지, , , 내수동,종로구,존재하지 않음,7,8,32.43, ,71,11110,12
"24,700", ,2004,2020,경희궁의 아침 2단지, , , 내수동,종로구,존재하지 않음,7,9,28.9, ,71,11110,11
"61,000", ,2004,2020,경희궁의 아침 3단지, , , 내수동,종로구,존재하지 않음,7,13,71.01, ,72,11110,14
"24,500", ,2004,2020,용비어천가, , , 내수동,종로구,존재하지 않음,7,18,30.76, ,75,11110,8
"29,400", ,2004,2020,경희궁의 아침 3단지, , , 내수동,종로구,존재하지 않음,7,21,37.5, ,72,11110,12
"56,500", ,2004,2020,경희궁의 아침 2단지, , , 내수동,종로구,존재하지 않음,7,27,57.8, ,71,11110,15
"29,800", ,2004,2020,경희궁의 아침 3단지, , , 내수동,종로구,존재하지 않음,7,29,37.5, ,72,11110,4
"55,800", ,2004,2020,경희궁의 아침 3단지, , , 내수동,종로구,존재하지 않음,7,29,62.92, ,72,11110,3
"50,000", ,2005,2020,광화문오피시아빌딩, , , 신문로1가,종로구,존재하지 않음,7,2,46.77, ,163,11110,16
"27,550", ,2004,2020,두산위브파빌리온, , , 수송동,종로구,존재하지 않음,7,8,35.22, ,58,11110,5
"28,500", ,2004,2020,두산위브파빌리온, , , 수송동,종로구,존재하지 않음,7,17,35.22, ,58,11110,8
"67,000", ,2005,2020,로얄팰리스스위트, , , 수송동,종로구,존재하지 않음,7,27,76.48, ,85,11110,4
"25,600", ,2007,2020,르메이에르종로타운1, , , 종로1가,종로구,존재하지 않음,7,1,34.59, ,24,11110,9
"31,300", ,2007,2020,르메이에르종로타운1, , , 종로1가,종로구,존재하지 않음,7,10,36.23, ,24,11110,16
"60,800", ,2007,2020,르메이에르종로타운1, , , 종로1가,종로구,존재하지 않음,7,10,81.01, ,24,11110,6
"30,300", ,2007,2020,르메이에르종로타운1, , , 종로1가,종로구,존재하지 않음,7,14,36.23, ,24,11110,16
"37,300", ,2007,2020,르메이에르종로타운1, , , 종로1가,종로구,존재하지 않음,7,14,44.62, ,24,11110,10
"29,800", ,2008,2020,종로1가 대성스카이렉스, , , 견지동,종로구,존재하지 않음,7,11,40.45, ,110,11110,7
"27,102", ,2008,2020,종로1가 대성스카이렉스, , , 견지동,종로구,존재하지 않음,7,31,32.76, ,110,11110,9
"17,500", ,1998,2020,오피스텔월드, , , 운니동,종로구,존재하지 않음,7,16,36.72, ,65-1,11110,4
"13,000", ,2004,2020,BIZ-WELL 종로 오피스텔, , , 익선동,종로구,존재하지 않음,7,1,17.2, ,34,11110,6
"12,500", ,2004,2020,BIZ-WELL 종로 오피스텔, , , 익선동,종로구,존재하지 않음,7,10,17.2, ,34,11110,6
"12,500", ,2004,2020,BIZ-WELL 종로 오피스텔, , , 익선동,종로구,존재하지 않음,7,10,18.83, ,34,11110,12
"26,400", ,2005,2020,운현궁 에스케이 허브, , , 경운동,종로구,존재하지 않음,7,11,30.28, ,89-4,11110,11
"31,500", ,2005,2020,운현궁 에스케이 허브, , , 경운동,종로구,존재하지 않음,7,26,42.38, ,89-4,11110,8
"21,000", ,2005,2020,종로1번가, , , 관철동,종로구,존재하지 않음,7,2,24.64, ,155,11110,7
"12,000", ,1994,2020,종로오피스텔, , , 낙원동,종로구,존재하지 않음,7,16,34.27, ,58-1,11110,8
"17,200", ,2001,2020,대보마로니에텔, , , 연건동,종로구,존재하지 않음,7,17,35.7, ,206,11110,6
"17,200", ,2001,2020,대보마로니에텔, , , 연건동,종로구,존재하지 않음,7,21,35.7, ,206,11110,5
"25,500", ,2020,2020,종로 웰라이프, , , 창신동,종로구,존재하지 않음,7,8,27.04, ,302-1,11110,2
"24,440", ,2020,2020,종로 웰라이프, , , 창신동,종로구,존재하지 않음,7,9,26.89, ,302-1,11110,2
"25,500", ,2020,2020,종로 웰라이프, , , 창신동,종로구,존재하지 않음,7,16,27.04, ,302-1,11110,2
"25,000", ,2004,2020,롯데캐슬 천지인, , , 숭인동,종로구,존재하지 않음,7,4,39.6, ,76,11110,17
