거래금액,거래유형,건축년도,년,단지,매도자,매수자,법정동,시군구,월세금액,월,일,전용면적,중개사소재지,지번,지역코드,층
"16,500",중개거래,1998,2023,파크뷰타워, , , 필운동,종로구,존재하지 않음,5,10,23.24,서울 종로구,285-5,11110,9
"39,000",중개거래,2008,2023,광화문 스페이스본, , , 사직동,종로구,존재하지 않음,5,10,39.54,서울 종로구,9,11110,3
"33,500",직거래,2008,2023,광화문 스페이스본, , , 사직동,종로구,존재하지 않음,5,16,39.54, ,9,11110,4
"30,500",중개거래,2004,2023,광화문시대, , , 내수동,종로구,존재하지 않음,5,30,34.9,서울 종로구,74,11110,8
"50,000",중개거래,2005,2023,광화문오피시아빌딩, , , 신문로1가,종로구,존재하지 않음,5,25,43.83,서울 종로구,163,11110,18
"50,000",중개거래,2005,2023,광화문오피시아빌딩, , , 신문로1가,종로구,존재하지 않음,5,25,43.83,서울 종로구,163,11110,18
"29,500",중개거래,2004,2023,두산위브파빌리온, , , 수송동,종로구,존재하지 않음,5,31,37.42,서울 종로구,58,11110,5
"30,500",중개거래,2004,2023,견지동빌딩, , , 견지동,종로구,존재하지 않음,5,10,61.85,서울 종로구,110-32,11110,12
"12,950",중개거래,2004,2023,BIZ-WELL 종로 오피스텔, , , 익선동,종로구,존재하지 않음,5,12,23.14,서울 종로구,34,11110,9
"13,500",중개거래,2004,2023,BIZ-WELL 종로 오피스텔, , , 익선동,종로구,존재하지 않음,5,13,24.86,서울 종로구,34,11110,7
"18,400",중개거래,2005,2023,종로1번가, , , 관철동,종로구,존재하지 않음,5,2,25.29,서울 종로구,155,11110,11
"20,493",직거래,2022,2023,신일 해피트리앤, , , 관수동,종로구,존재하지 않음,5,30,19.3434, ,4,11110,10
"20,837",직거래,2022,2023,신일 해피트리앤, , , 관수동,종로구,존재하지 않음,5,30,19.3434, ,4,11110,5
"20,974",직거래,2022,2023,신일 해피트리앤, , , 관수동,종로구,존재하지 않음,5,30,19.3434, ,4,11110,8
"28,310",직거래,2022,2023,신일 해피트리앤, , , 관수동,종로구,존재하지 않음,5,30,26.7789, ,4,11110,10
"15,900",중개거래,2003,2023,코윈 팔레스뷰 오피스텔, , , 원남동,종로구,존재하지 않음,5,5,24.03,서울 종로구,95,11110,4
"11,900",중개거래,2015,2023,아르젠종로, , , 연지동,종로구,존재하지 않음,5,16,15.89,서울 종로구,163-3,11110,7
"18,000",중개거래,2003,2023,반도 보라 아이비 타워, , , 효제동,종로구,존재하지 않음,5,3,35.7,서울 종로구,45,11110,3
"14,850",중개거래,2003,2023,반도 보라 아이비 타워, , , 효제동,종로구,존재하지 않음,5,13,27.58,서울 종로구,45,11110,9
