거래금액,거래유형,건축년도,년,단지,매도자,매수자,법정동,시군구,월세금액,월,일,전용면적,중개사소재지,지번,지역코드,층
"35,500",중개거래,2004,2023,경희궁의 아침 4단지, , , 내수동,종로구,존재하지 않음,1,11,40.03,서울 종로구,73,11110,16
"30,000",중개거래,2004,2023,경희궁의 아침 3단지, , , 내수동,종로구,존재하지 않음,1,17,37.5,서울 종로구,72,11110,9
"29,600",중개거래,2004,2023,광화문시대, , , 내수동,종로구,존재하지 않음,1,26,34.9,서울 종로구,74,11110,14
"30,500",중개거래,2004,2023,두산위브파빌리온, , , 수송동,종로구,존재하지 않음,1,16,37.42,서울 종로구,58,11110,9
"52,500",직거래,2004,2023,두산위브파빌리온, , , 수송동,종로구,존재하지 않음,1,17,74.84, ,58,11110,10
"68,000",중개거래,2007,2023,르메이에르종로타운1, , , 종로1가,종로구,존재하지 않음,1,12,81.01,서울 종로구,24,11110,15
"89,500",중개거래,2007,2023,르메이에르종로타운1, , , 종로1가,종로구,존재하지 않음,1,19,96.92,서울 종로구,24,11110,20
"27,500",중개거래,2005,2023,운현궁 에스케이 허브, , , 경운동,종로구,존재하지 않음,1,7,35.36,서울 종로구,89-4,11110,5
"34,000",중개거래,2005,2023,운현궁 에스케이 허브, , , 경운동,종로구,존재하지 않음,1,9,42.69,서울 종로구,89-4,11110,10
"31,500",중개거래,2005,2023,운현궁 에스케이 허브, , , 경운동,종로구,존재하지 않음,1,10,41.12,서울 종로구,89-4,11110,7
"23,000",중개거래,2020,2023,종로 하이뷰 디아트, , , 관수동,종로구,존재하지 않음,1,18,18.16,서울 종로구,98-1,11110,11
"15,700",중개거래,2003,2023,코윈 팔레스뷰 오피스텔, , , 원남동,종로구,존재하지 않음,1,2,24.03,서울 종로구,95,11110,3
"28,840",직거래,2022,2023,종로5가역 하이뷰더광장, , , 종로5가,종로구,존재하지 않음,1,6,18.97, ,138-4,11110,3
"14,800",중개거래,2001,2023,대보마로니에텔, , , 연건동,종로구,존재하지 않음,1,19,26.52,서울 종로구,206,11110,3
"15,500",직거래,2004,2023,종로대우디오빌, , , 숭인동,종로구,존재하지 않음,1,9,28.89, ,310,11110,13
"12,000",중개거래,2013,2023,버넷하임1, , , 숭인동,종로구,존재하지 않음,1,9,24.65,서울 종로구,1421,11110,6
"12,900",중개거래,2005,2023,동양파라빌, , , 숭인동,종로구,존재하지 않음,1,26,24.93,서울 종로구,1388,11110,11
