거래금액,거래유형,건축년도,년,단지,매도자,매수자,법정동,시군구,월세금액,월,일,전용면적,중개사소재지,지번,지역코드,층
"29,500",중개거래,2004,2024,용비어천가,개인,개인, 내수동,종로구,존재하지 않음,2,5,30.42,서울 종로구,75,11110,15
"28,000",중개거래,2004,2024,경희궁의 아침 2단지,개인,개인, 내수동,종로구,존재하지 않음,2,7,32.43,서울 종로구,71,11110,8
"27,000",중개거래,2004,2024,경희궁의 아침 2단지,개인,개인, 내수동,종로구,존재하지 않음,2,14,32.43,서울 종로구,71,11110,3
"22,800",중개거래,2004,2024,용비어천가,개인,개인, 내수동,종로구,존재하지 않음,2,16,28.19,서울 종로구,75,11110,14
"31,500",중개거래,2004,2024,경희궁의 아침 3단지,개인,개인, 내수동,종로구,존재하지 않음,2,27,37.5,서울 종로구,72,11110,13
"65,500",중개거래,2004,2024,경희궁의 아침 3단지,개인,개인, 내수동,종로구,존재하지 않음,2,29,71.01,서울 종로구,72,11110,4
"62,000",중개거래,2004,2024,두산위브파빌리온,개인,법인, 수송동,종로구,존재하지 않음,2,8,72.21,서울 종로구,58,11110,10
"68,000",중개거래,2007,2024,르메이에르종로타운1,법인,개인, 종로1가,종로구,존재하지 않음,2,26,81.01,서울 종로구,24,11110,13
"19,500",중개거래,1991,2024,낙원오피스텔,개인,개인, 돈의동,종로구,존재하지 않음,2,28,33,서울 종로구,39-2,11110,6
"23,000",중개거래,2022,2024,신일 해피트리앤,법인,개인, 관수동,종로구,존재하지 않음,2,14,19.3434,서울 종로구,4,11110,10
"15,500",중개거래,2003,2024,코윈 팔레스뷰 오피스텔,개인,개인, 원남동,종로구,존재하지 않음,2,21,24.03,서울 종로구,95,11110,11
"22,000",중개거래,2001,2024,대보마로니에텔,개인,개인, 연건동,종로구,존재하지 않음,2,26,35.7,서울 종로구,206,11110,11
"13,800",중개거래,2011,2024,CS타워,개인,개인, 충신동,종로구,존재하지 않음,2,15,29.82,서울 종로구,62-2,11110,3
"70,938",직거래,2022,2024,한라 운종가,법인,개인, 숭인동,종로구,존재하지 않음,2,5,60.96, ,1425,11110,18
"25,000",중개거래,2021,2024,숭인한성아펠시티,개인,개인, 숭인동,종로구,존재하지 않음,2,20,20.51,서울 강남구,1368,11110,16
"13,900",중개거래,2005,2024,동양파라빌,개인,개인, 숭인동,종로구,존재하지 않음,2,29,27.09,서울 종로구,1388,11110,6
"23,000",중개거래,2007,2024,명동 엠퍼스트플레이스,개인,개인, 충무로2가,중구,존재하지 않음,2,8,18.6,서울 중구,48-2,11140,13
"52,050",직거래,2007,2024,명동 엠퍼스트플레이스,법인,개인, 충무로2가,중구,존재하지 않음,2,15,41.41, ,48-2,11140,13
"19,500",중개거래,2007,2024,명동 엠퍼스트플레이스,개인,개인, 충무로2가,중구,존재하지 않음,2,24,17.59,서울 중구,48-2,11140,3
"13,000",중개거래,2004,2024,타임캐슬 오피스텔,개인,개인, 을지로6가,중구,존재하지 않음,2,2,19.94,서울 용산구,23,11140,14
"15,500",중개거래,2004,2024,타임캐슬 오피스텔,개인,개인, 을지로6가,중구,존재하지 않음,2,8,23.27,서울 중구,23,11140,14
"11,760",중개거래,2003,2024,코업레지던스,개인,개인, 을지로6가,중구,존재하지 않음,2,22,15.94,서울 중구,32,11140,12
"14,500",중개거래,2004,2024,삼성골드캐슬,개인,개인, 을지로5가,중구,존재하지 않음,2,5,22.74,서울 중구,273-2,11140,9
"14,400",중개거래,2005,2024,대성을지로오피스텔,개인,개인, 을지로5가,중구,존재하지 않음,2,24,25.49,서울 중구,77-2,11140,8
"24,500",중개거래,2013,2024,엘크루 메트로시티,개인,개인, 충무로3가,중구,존재하지 않음,2,20,28.1,서울 중구,49,11140,17
"22,000",중개거래,2018,2024,제이매크로 타워,개인,개인, 저동2가,중구,존재하지 않음,2,22,19.35,서울 중구,7-2,11140,10
"19,200",중개거래,2018,2024,제이매크로 타워,개인,개인, 저동2가,중구,존재하지 않음,2,27,19.35,서울 중구,7-2,11140,3
"26,500",중개거래,2015,2024,남산더힐B동,개인,개인, 신당동,중구,존재하지 않음,2,17,34.71,서울 중구,420-23,11140,6
