갱신요구권사용,건축년도,계약구분,계약기간,년,단지,법정동,보증금,시군구,월,월세,일,전용면적,종전계약보증금,종전계약월세,지번,지역코드,층
 ,2004, , ,2020,경희궁의 아침 4단지,내수동,"1,000",종로구,6,73,2,28.24, , ,73,11110,14
 ,2004, , ,2020,경희궁의 아침 4단지,내수동,"1,000",종로구,6,75,8,28.24, , ,73,11110,5
 ,2004, , ,2020,경희궁의 아침 3단지,내수동,"26,000",종로구,6,0,15,37.5, , ,72,11110,5
 ,2004, , ,2020,광화문시대,내수동,"5,000",종로구,6,65,18,34.9, , ,74,11110,3
 ,2004, , ,2020,광화문시대,내수동,"5,000",종로구,6,65,18,34.9, , ,74,11110,3
 ,2004, , ,2020,광화문시대,내수동,"21,000",종로구,6,0,19,32.01, , ,74,11110,10
 ,2004, , ,2020,용비어천가,내수동,"26,000",종로구,6,0,20,37.56, , ,75,11110,10
 ,2004, , ,2020,광화문시대,내수동,"1,000",종로구,6,80,20,32.97, , ,74,11110,16
 ,2004, , ,2020,광화문시대,내수동,"2,000",종로구,6,120,23,48.86, , ,74,11110,8
 ,2004, , ,2020,광화문시대,내수동,"9,000",종로구,6,58,25,40.26, , ,74,11110,5
 ,2004, , ,2020,광화문시대,내수동,"1,000",종로구,6,75,26,30.08, , ,74,11110,18
 ,2004, , ,2020,용비어천가,내수동,"1,000",종로구,6,95,27,37.56, , ,75,11110,17
 ,2004, , ,2020,용비어천가,내수동,"29,500",종로구,6,0,30,37.56, , ,75,11110,2
 ,2004, , ,2020,경희궁의 아침 4단지,내수동,"20,000",종로구,6,0,30,28.24, , ,73,11110,4
 ,2004, , ,2020,광화문시대,내수동,"23,000",종로구,6,0,30,34.9, , ,74,11110,8
 ,2004, , ,2020,두산위브파빌리온,수송동,"5,000",종로구,6,66,30,37.42, , ,58,11110,4
 ,2007, , ,2020,르메이에르종로타운1,종로1가,"15,000",종로구,6,40,11,43.43, , ,24,11110,9
 ,2007, , ,2020,르메이에르종로타운1,종로1가,"1,000",종로구,6,100,30,36.23, , ,24,11110,11
 ,2004, , ,2020,BIZ-WELL 종로 오피스텔,익선동,500,종로구,6,55,1,17.2, , ,34,11110,6
 ,2002, , ,2020,(33-6),익선동,"5,000",종로구,6,0,10,19.2, , ,33-6,11110,2
 ,2004, , ,2020,BIZ-WELL 종로 오피스텔,익선동,"3,000",종로구,6,50,26,23.14, , ,34,11110,4
 ,2004, , ,2020,BIZ-WELL 종로 오피스텔,익선동,"1,000",종로구,6,60,29,23.27, , ,34,11110,7
 ,2005, , ,2020,운현궁 에스케이 허브,경운동,"36,000",종로구,6,0,5,56.03, , ,89-4,11110,5
 ,2005, , ,2020,종로1번가,관철동,"15,000",종로구,6,0,8,25.29, , ,155,11110,6
 ,2019, , ,2020,로얄파크뷰,연지동,"16,000",종로구,6,0,8,18.66, , ,238-5,11110,2
 ,2001, , ,2020,대보마로니에텔,연건동,"17,000",종로구,6,0,26,26.52, , ,206,11110,9
 ,2020, , ,2020,종로 웰라이프,창신동,"20,000",종로구,6,0,11,26.1, , ,302-1,11110,4
 ,2020, , ,2020,종로 웰라이프,창신동,"20,000",종로구,6,0,18,26.89, , ,302-1,11110,2
 ,2014, , ,2020,숭인한양LEEPS,숭인동,"1,000",종로구,6,52,1,17.07, , ,1421-2,11110,17
 ,2004, , ,2020,종로대우디오빌,숭인동,"15,000",종로구,6,0,2,29.65, , ,310,11110,4
 ,2014, , ,2020,숭인한양LEEPS,숭인동,"3,000",종로구,6,38,2,17.07, , ,1421-2,11110,13
 ,2014, , ,2020,삼전솔하임4차,숭인동,"11,000",종로구,6,0,2,19.17, , ,318-2,11110,6
 ,2016, , ,2020,아이비씨 호텔 앤 오피스텔,숭인동,"13,500",종로구,6,0,3,21.62, , ,1396,11110,11
 ,2004, , ,2020,롯데캐슬 천지인,숭인동,"1,000",종로구,6,75,4,39.6, , ,76,11110,24
 ,2004, , ,2020,롯데캐슬 천지인,숭인동,"1,000",종로구,6,80,4,39.6, , ,76,11110,22
 ,2016, , ,2020,아이비씨 호텔 앤 오피스텔,숭인동,"13,500",종로구,6,0,5,21.62, , ,1396,11110,12
 ,2013, , ,2020,버넷하임1,숭인동,"12,100",종로구,6,0,8,25.27, , ,1421,11110,2
