갱신요구권사용,건축년도,계약구분,계약기간,년,단지,법정동,보증금,시군구,월,월세,일,전용면적,종전계약보증금,종전계약월세,지번,지역코드,층
 ,1998,신규,23.03~24.03,2023,파크뷰타워,필운동,"1,000",종로구,2,55,17,24.3, , ,285-5,11110,6
 ,2008,신규,23.03~25.03,2023,광화문 스페이스본,사직동,"31,500",종로구,2,0,1,39.54, , ,9,11110,8
 ,2008,신규,23.03~24.03,2023,광화문 스페이스본,사직동,"1,000",종로구,2,115,16,39.54, , ,9,11110,3
 ,2008,신규,23.04~25.04,2023,광화문 스페이스본,사직동,"32,000",종로구,2,0,17,39.54, , ,9,11110,9
 ,2008,신규,23.03~24.03,2023,광화문 스페이스본,사직동,"10,000",종로구,2,66,28,39.54, , ,9,11110,5
 ,2004,신규,23.03~24.03,2023,경희궁의 아침 2단지,내수동,"5,000",종로구,2,70,2,32.43, , ,71,11110,10
 ,2004,신규,23.02~24.02,2023,경희궁의 아침 3단지,내수동,"27,000",종로구,2,0,2,37.5, , ,72,11110,12
 ,2004,신규,23.03~25.03,2023,용비어천가,내수동,"1,000",종로구,2,99,2,37.56, , ,75,11110,10
 ,2004,신규,23.03~25.03,2023,경희궁의 아침 2단지,내수동,"46,500",종로구,2,0,6,57.8, , ,71,11110,7
사용,2004,갱신,23.03~25.03,2023,경희궁의 아침 2단지,내수동,"22,500",종로구,2,0,7,32.43,"22,000", ,71,11110,2
 ,2004,신규,23.02~24.02,2023,광화문시대,내수동,"1,000",종로구,2,100,7,38.88, , ,74,11110,12
 ,2004,신규,23.03~25.03,2023,용비어천가,내수동,"25,000",종로구,2,0,8,33, , ,75,11110,18
 ,2004,신규,23.03~24.03,2023,경희궁의 아침 3단지,내수동,"25,000",종로구,2,0,8,37.5, , ,72,11110,4
 ,2004,신규,23.03~24.03,2023,용비어천가,내수동,"3,000",종로구,2,85,9,37.56, , ,75,11110,2
 ,2004,신규,23.03~24.03,2023,광화문시대,내수동,"6,000",종로구,2,70,9,31.75, , ,74,11110,6
 ,2004,신규,23.03~24.03,2023,경희궁의 아침 4단지,내수동,"15,000",종로구,2,60,11,41.74, , ,73,11110,7
 ,2004,신규,23.03~25.03,2023,경희궁의 아침 2단지,내수동,"5,000",종로구,2,145,15,57.8, , ,71,11110,5
 ,2004,신규,23.03~24.03,2023,경희궁의 아침 2단지,내수동,"1,000",종로구,2,90,15,32.43, , ,71,11110,15
 ,2004,갱신,23.02~24.02,2023,경희궁의 아침 3단지,내수동,"26,000",종로구,2,0,16,37.5,"26,000", ,72,11110,10
 ,2004,신규,23.03~24.03,2023,광화문시대,내수동,"6,000",종로구,2,65,17,31.75, , ,74,11110,15
 ,2004,신규,23.03~24.02,2023,경희궁의 아침 4단지,내수동,"1,000",종로구,2,83,20,28.24, , ,73,11110,5
