갱신요구권사용,건축년도,계약구분,계약기간,년,단지,법정동,보증금,시군구,월,월세,일,전용면적,종전계약보증금,종전계약월세,지번,지역코드,층
 ,2008,신규,22.11~23.11,2022,광화문 스페이스본,사직동,"3,000",종로구,10,120,21,39.54, , ,9,11110,8
 ,2008,신규,22.11~23.11,2022,광화문 스페이스본,사직동,"1,000",종로구,10,115,24,39.54, , ,9,11110,9
 ,2008,신규,22.11~24.11,2022,광화문 스페이스본,사직동,"29,700",종로구,10,0,29,39.54, , ,9,11110,6
 ,2004,신규,22.11~23.11,2022,용비어천가,내수동,"1,000",종로구,10,100,10,37.56, , ,75,11110,6
 ,2004,갱신, ,2022,광화문시대,내수동,"30,000",종로구,10,60,12,56.56,"30,000",60,74,11110,13
 ,2004,신규,22.10~23.10,2022,용비어천가,내수동,"1,000",종로구,10,85,15,30.76, , ,75,11110,4
 ,2004,신규,22.11~23.11,2022,경희궁의 아침 3단지,내수동,"1,000",종로구,10,95,29,37.5, , ,72,11110,2
 ,2008,갱신,22.11~24.11,2022,종로1가 대성스카이렉스,견지동,"23,000",종로구,10,0,18,40.45,"23,000", ,110,11110,9
 ,2004,신규,22.10~23.10,2022,BIZ-WELL 종로 오피스텔,익선동,500,종로구,10,60,4,18.89, , ,34,11110,6
 ,2004,신규,22.11~23.11,2022,BIZ-WELL 종로 오피스텔,익선동,500,종로구,10,55,7,17.2, , ,34,11110,6
 ,2004,신규,22.10~24.10,2022,BIZ-WELL 종로 오피스텔,익선동,"1,000",종로구,10,60,25,23.14, , ,34,11110,9
 ,2005,신규,22.10~24.10,2022,운현궁 에스케이 허브,경운동,"23,000",종로구,10,0,3,41.07, , ,89-4,11110,6
 ,2020,신규,22.11~23.11,2022,종로 하이뷰 디아트,관수동,"1,000",종로구,10,63,7,18.16, , ,98-1,11110,4
 ,2020,갱신,22.10~24.10,2022,종로 하이뷰 디아트,관수동,"4,500",종로구,10,65,14,18.16,"1,000",80,98-1,11110,7
 ,2022,신규,22.10~24.10,2022,신일 해피트리앤,관수동,"1,000",종로구,10,80,17,19.34, , ,4,11110,5
 ,2020,신규,22.10~23.10,2022,종로 하이뷰 디아트,관수동,"1,000",종로구,10,80,21,18.16, , ,98-1,11110,6
 ,2020,신규,22.11~24.11,2022,종로 하이뷰 디아트,관수동,"21,000",종로구,10,0,22,18.16, , ,98-1,11110,8
 ,2020,갱신,22.10~24.10,2022,종로 하이뷰 디아트,관수동,"21,000",종로구,10,0,24,18.16,"20,000", ,98-1,11110,7
 ,2020,신규,22.12~24.12,2022,종로 하이뷰 디아트,관수동,"23,000",종로구,10,0,24,21.44, , ,98-1,11110,5
