갱신요구권사용,건축년도,계약구분,계약기간,년,단지,법정동,보증금,시군구,월,월세,일,전용면적,종전계약보증금,종전계약월세,지번,지역코드,층
 ,1998, , ,2020,파크뷰타워,필운동,"1,000",종로구,2,50,26,25.86, , ,285-5,11110,5
 ,1998, , ,2020,파크뷰타워,필운동,"15,000",종로구,2,0,28,25.86, , ,285-5,11110,7
 ,2008, , ,2020,광화문 스페이스본,사직동,"5,000",종로구,2,70,15,39.54, , ,9,11110,5
 ,2004, , ,2020,용비어천가,내수동,"24,000",종로구,2,0,1,37.56, , ,75,11110,3
 ,2004, , ,2020,용비어천가,내수동,"6,000",종로구,2,70,1,37.56, , ,75,11110,4
 ,2004, , ,2020,광화문시대,내수동,"15,000",종로구,2,30,6,34.9, , ,74,11110,13
 ,2004, , ,2020,경희궁의 아침 4단지,내수동,"4,000",종로구,2,85,6,41.74, , ,73,11110,4
 ,2004, , ,2020,용비어천가,내수동,"26,000",종로구,2,0,8,41.38, , ,75,11110,14
 ,2004, , ,2020,경희궁의 아침 2단지,내수동,"23,000",종로구,2,0,11,32.43, , ,71,11110,2
 ,2004, , ,2020,용비어천가,내수동,"22,000",종로구,2,0,11,33, , ,75,11110,9
 ,2004, , ,2020,광화문시대,내수동,"22,000",종로구,2,0,12,34.9, , ,74,11110,10
 ,2004, , ,2020,용비어천가,내수동,"10,000",종로구,2,50,20,33, , ,75,11110,5
 ,2004, , ,2020,광화문시대,내수동,"5,000",종로구,2,90,24,38.88, , ,74,11110,2
 ,2004, , ,2020,광화문시대,내수동,"12,000",종로구,2,20,24,30.08, , ,74,11110,18
 ,2004, , ,2020,광화문시대,내수동,"11,000",종로구,2,45,26,32.01, , ,74,11110,4
 ,2004, , ,2020,두산위브파빌리온,수송동,"10,000",종로구,2,95,6,53.02, , ,58,11110,4
 ,2004, , ,2020,BIZ-WELL 종로 오피스텔,익선동,"1,000",종로구,2,60,11,23.14, , ,34,11110,7
 ,2005, , ,2020,운현궁 에스케이 허브,경운동,"6,000",종로구,2,60,1,39.2, , ,89-4,11110,7
 ,2019, , ,2020,드래곤팰리스,돈의동,"1,000",종로구,2,80,5,23.07, , ,41-1,11110,6
 ,2019, , ,2020,드래곤팰리스,돈의동,"1,000",종로구,2,70,11,20.25, , ,41-1,11110,10
 ,2003, , ,2020,코윈 팔레스뷰 오피스텔,원남동,"1,000",종로구,2,60,5,21.01, , ,95,11110,6
 ,2001, , ,2020,대보마로니에텔,연건동,"1,000",종로구,2,70,2,26.52, , ,206,11110,11
 ,2001, , ,2020,대보마로니에텔,연건동,"1,000",종로구,2,65,5,26.52, , ,206,11110,6
 ,2003, , ,2020,M스테이트,연건동,"12,000",종로구,2,0,10,22.63, , ,317,11110,3
 ,2003, , ,2020,M스테이트,연건동,"10,000",종로구,2,20,25,27.92, , ,317,11110,6
 ,2014, , ,2020,숭인한양LEEPS,숭인동,"3,000",종로구,2,40,1,17.07, , ,1421-2,11110,17
 ,2019, , ,2020,케이디오피스텔,숭인동,"2,000",종로구,2,55,1,18.18, , ,217-26,11110,4
 ,2004, , ,2020,롯데캐슬 천지인,숭인동,"27,000",종로구,2,0,3,63.85, , ,76,11110,15
 ,2016, , ,2020,아이비씨 호텔 앤 오피스텔,숭인동,"1,000",종로구,2,60,3,21.59, , ,1396,11110,9
 ,2016, , ,2020,아이비씨 호텔 앤 오피스텔,숭인동,"13,500",종로구,2,0,3,21.62, , ,1396,11110,8
 ,2013, , ,2020,종로 동광모닝스카이,숭인동,"1,000",종로구,2,50,3,19.95, , ,1421-1,11110,4
 ,2016, , ,2020,아이비씨 호텔 앤 오피스텔,숭인동,"13,500",종로구,2,0,4,21.62, , ,1396,11110,13
 ,2016, , ,2020,아이비씨 호텔 앤 오피스텔,숭인동,"1,000",종로구,2,60,5,21.36, , ,1396,11110,11
 ,2013, , ,2020,(1392),숭인동,"5,000",종로구,2,30,5,19.84, , ,1392,11110,6
 ,2020, , ,2020,블루카운티 숭인Ⅰ,숭인동,"24,000",종로구,2,0,5,26.97, , ,217-16,11110,9
 ,2013, , ,2020,(1392),숭인동,"4,000",종로구,2,35,6,18.64, , ,1392,11110,6
 ,2016, , ,2020,아이비씨 호텔 앤 오피스텔,숭인동,"13,500",종로구,2,0,7,43.29, , ,1396,11110,16
 ,2005, , ,2020,경일오피스텔,숭인동,"1,000",종로구,2,50,7,22.55, , ,1367,11110,7
 ,2020, , ,2020,블루카운티 숭인Ⅰ,숭인동,"26,000",종로구,2,0,8,29.88, , ,217-16,11110,8
 ,2003, , ,2020,(317-35),숭인동,"1,000",종로구,2,20,10,9.12, , ,317-35,11110,6
 ,2013, , ,2020,그레이스탑,숭인동,"1,000",종로구,2,50,10,23.01, , ,178-94,11110,2
 ,2020, , ,2020,블루카운티 숭인Ⅰ,숭인동,"3,000",종로구,2,80,11,26.97, , ,217-16,11110,9
 ,2016, , ,2020,아폴리움 오피스텔,숭인동,"13,000",종로구,2,0,11,16.31, , ,201-7,11110,5
 ,2016, , ,2020,아이비씨 호텔 앤 오피스텔,숭인동,"13,500",종로구,2,0,12,21.62, , ,1396,11110,11
 ,2016, , ,2020,아이비씨 호텔 앤 오피스텔,숭인동,"1,000",종로구,2,60,12,21.62, , ,1396,11110,13
 ,2014, , ,2020,삼전솔하임4차,숭인동,"1,000",종로구,2,50,12,19.17, , ,318-2,11110,2
 ,2017, , ,2020,블루빌,숭인동,"24,000",종로구,2,0,12,46.36, , ,243,11110,2
 ,2013, , ,2020,종로 동광모닝스카이,숭인동,500,종로구,2,53,13,19.95, , ,1421-1,11110,2
 ,2016, , ,2020,아이비씨 호텔 앤 오피스텔,숭인동,"1,000",종로구,2,60,13,21.59, , ,1396,11110,10
 ,2017, , ,2020,블루빌,숭인동,"23,000",종로구,2,0,13,46.36, , ,243,11110,3
 ,2020, , ,2020,블루카운티 숭인Ⅰ,숭인동,"2,000",종로구,2,90,13,29.88, , ,217-16,11110,9
 ,2020, , ,2020,블루카운티 숭인Ⅰ,숭인동,"24,000",종로구,2,0,15,26.97, , ,217-16,11110,6
 ,2004, , ,2020,롯데캐슬 천지인,숭인동,"24,000",종로구,2,0,15,39.6, , ,76,11110,14
 ,2020, , ,2020,블루카운티 숭인Ⅰ,숭인동,"26,000",종로구,2,0,17,29.88, , ,217-16,11110,7
 ,2016, , ,2020,아이비씨 호텔 앤 오피스텔,숭인동,"1,000",종로구,2,60,18,23.24, , ,1396,11110,18
 ,2016, , ,2020,아이비씨 호텔 앤 오피스텔,숭인동,"1,000",종로구,2,60,18,21.36, , ,1396,11110,15
 ,2013, , ,2020,종로 아인스빌,숭인동,"10,500",종로구,2,0,20,17.88, , ,1392-1,11110,2
 ,2013, , ,2020,종로 아인스빌,숭인동,"10,500",종로구,2,0,20,17.88, , ,1392-1,11110,2
 ,2013, , ,2020,(1392),숭인동,"6,000",종로구,2,30,20,20.18, , ,1392,11110,3
 ,2016, , ,2020,아이비씨 호텔 앤 오피스텔,숭인동,"13,500",종로구,2,0,21,21.36, , ,1396,11110,8
 ,2014, , ,2020,삼전솔하임4차,숭인동,"11,000",종로구,2,0,21,19.17, , ,318-2,11110,9
 ,2016, , ,2020,아이비씨 호텔 앤 오피스텔,숭인동,"13,500",종로구,2,0,21,21.59, , ,1396,11110,18
 ,2020, , ,2020,블루카운티 숭인Ⅰ,숭인동,"24,500",종로구,2,0,22,26.97, , ,217-16,11110,8
 ,2020, , ,2020,블루카운티 숭인Ⅰ,숭인동,"1,000",종로구,2,90,22,26.47, , ,217-16,11110,9
 ,2014, , ,2020,삼전솔하임4차,숭인동,"1,000",종로구,2,55,24,19.17, , ,318-2,11110,8
 ,2016, , ,2020,아이비씨 호텔 앤 오피스텔,숭인동,"13,500",종로구,2,0,25,21.62, , ,1396,11110,15
 ,2013, , ,2020,(1392),숭인동,"12,000",종로구,2,0,25,20.18, , ,1392,11110,3
 ,2020, , ,2020,블루카운티 숭인Ⅰ,숭인동,"4,000",종로구,2,70,25,27.18, , ,217-16,11110,8
 ,2016, , ,2020,아이비씨 호텔 앤 오피스텔,숭인동,"13,500",종로구,2,0,27,21.62, , ,1396,11110,17
 ,2016, , ,2020,아이비씨 호텔 앤 오피스텔,숭인동,"13,500",종로구,2,0,27,21.62, , ,1396,11110,13
 ,2016, , ,2020,아이비씨 호텔 앤 오피스텔,숭인동,"13,500",종로구,2,0,27,21.45, , ,1396,11110,12
 ,2016, , ,2020,아이비씨 호텔 앤 오피스텔,숭인동,"13,500",종로구,2,0,27,21.36, , ,1396,11110,9
 ,2012, , ,2020,삼전솔하임2차,숭인동,"1,000",종로구,2,50,27,18.87, , ,296-19,11110,3
