갱신요구권사용,건축년도,계약구분,계약기간,년,단지,법정동,보증금,시군구,월,월세,일,전용면적,종전계약보증금,종전계약월세,지번,지역코드,층
 ,1998,신규,23.10~25.10,2023,파크뷰타워,필운동,"10,000",종로구,9,0,27,27.62, , ,285-5,11110,5
 ,2004,신규,23.09~24.09,2023,경희궁의 아침 4단지,내수동,"1,000",종로구,9,80,1,28.24, , ,73,11110,11
 ,2004,신규,23.10~25.10,2023,용비어천가,내수동,"20,000",종로구,9,25,2,37.56, , ,75,11110,6
 ,2004,신규,23.10~24.10,2023,경희궁의 아침 2단지,내수동,"1,000",종로구,9,80,4,29.41, , ,71,11110,8
 ,2004,신규,23.09~25.09,2023,경희궁의 아침 2단지,내수동,"2,000",종로구,9,165,8,57.8, , ,71,11110,3
 ,2004,신규,23.10~24.10,2023,광화문시대,내수동,"1,000",종로구,9,95,9,32.97, , ,74,11110,17
 ,2004,신규,23.10~24.10,2023,용비어천가,내수동,"1,000",종로구,9,100,12,37.56, , ,75,11110,7
 ,2004,신규,23.11~24.11,2023,광화문시대,내수동,"12,000",종로구,9,30,22,30.08, , ,74,11110,18
 ,2004,신규,23.11~24.11,2023,용비어천가,내수동,"1,000",종로구,9,130,23,45.98, , ,75,11110,3
 ,2004,신규,23.10~24.10,2023,광화문시대,내수동,"21,000",종로구,9,0,23,31.75, , ,74,11110,10
 ,2004,신규,23.10~24.10,2023,경희궁의 아침 2단지,내수동,"1,000",종로구,9,73,26,25.51, , ,71,11110,11
 ,2004,신규,23.10~24.10,2023,용비어천가,내수동,"27,000",종로구,9,0,26,33, , ,75,11110,17
 ,2004,신규,23.09~24.09,2023,BIZ-WELL 종로 오피스텔,익선동,"3,000",종로구,9,50,4,23.14, , ,34,11110,7
 ,2004,신규,23.09~24.09,2023,BIZ-WELL 종로 오피스텔,익선동,500,종로구,9,65,11,18.89, , ,34,11110,12
 ,2004,신규,23.09~24.09,2023,BIZ-WELL 종로 오피스텔,익선동,"1,000",종로구,9,67,14,23.14, , ,34,11110,4
 ,2005,갱신,23.10~25.10,2023,운현궁 에스케이 허브,경운동,"24,000",종로구,9,0,9,39.65,"24,000", ,89-4,11110,12
 ,2005,신규,23.11~24.11,2023,운현궁 에스케이 허브,경운동,"2,000",종로구,9,105,11,41.31, , ,89-4,11110,5
 ,2005,신규,23.10~24.10,2023,운현궁 에스케이 허브,경운동,"20,000",종로구,9,0,12,31.77, , ,89-4,11110,6
 ,2005,신규,23.10~24.10,2023,운현궁 에스케이 허브,경운동,"5,000",종로구,9,60,15,39.2, , ,89-4,11110,7
 ,2020,신규,23.11~24.11,2023,종로 하이뷰 디아트,관수동,"3,700",종로구,9,69,16,19.8, , ,98-1,11110,6
 ,2022,갱신,23.10~24.10,2023,신일 해피트리앤,관수동,"1,000",종로구,9,84,17,19.34,"1,000",80,4,11110,5
 ,2020,신규,23.10~25.10,2023,종로 하이뷰 디아트,관수동,"23,000",종로구,9,0,26,19.8, , ,98-1,11110,11
 ,2021,갱신,23.10~25.10,2023,루비온오피스텔,인의동,"18,900",종로구,9,0,15,18.2,"18,000", ,28-26,11110,10
 ,2023,신규,23.10~25.10,2023,휴스턴오피스텔 창경궁,원남동,"18,000",종로구,9,0,1,20.03, , ,66-60,11110,5
 ,2003,신규,23.10~25.10,2023,코윈 팔레스뷰 오피스텔,원남동,"1,000",종로구,9,68,5,21.01, , ,95,11110,7
 ,2023,신규,23.10~25.10,2023,휴스턴오피스텔 창경궁,원남동,"22,000",종로구,9,0,18,20.03, , ,66-60,11110,8
 ,2023,신규,23.10~25.10,2023,휴스턴오피스텔 창경궁,원남동,"18,000",종로구,9,0,18,20.03, , ,66-60,11110,2
 ,2023,신규,23.09~24.09,2023,휴스턴오피스텔 창경궁,원남동,"2,000",종로구,9,120,20,27.67, , ,66-60,11110,4
 ,2023,신규,23.10~24.10,2023,휴스턴오피스텔 창경궁 ,원남동,"5,000",종로구,9,100,21,25.4, , ,66-67,11110,7
 ,2003,신규,23.10~25.10,2023,코윈 팔레스뷰 오피스텔,원남동,"18,000",종로구,9,0,21,24.03, , ,95,11110,9
 ,2023,신규,23.09~24.09,2023,휴스턴오피스텔 창경궁,원남동,"1,000",종로구,9,100,22,20.03, , ,66-60,11110,6
 ,2019,신규,23.10~25.10,2023,로얄파크뷰,연지동,"16,500",종로구,9,0,8,18.66, , ,238-5,11110,8
 ,2019, ,23.10~25.10,2023,로얄파크뷰,연지동,"17,850",종로구,9,0,15,18.66, , ,238-5,11110,6
 ,2019, ,23.10~25.10,2023,로얄파크뷰,연지동,"17,850",종로구,9,0,15,18.66, , ,238-5,11110,6
 ,2019,신규,23.10~25.10,2023,BS타워,효제동,"16,000",종로구,9,0,1,19.83, , ,193-1,11110,8
 ,2019,신규,23.09~25.09,2023,BS타워,효제동,"1,000",종로구,9,75,20,19.83, , ,193-1,11110,6
 ,2019,신규,23.10~24.10,2023,BS타워,효제동,"1,000",종로구,9,80,23,19.83, , ,193-1,11110,3
 ,2019,신규,23.10~25.10,2023,BS타워,효제동,"16,500",종로구,9,0,26,19.83, , ,193-1,11110,5
 ,2022,신규,23.09~24.09,2023,종로5가역 하이뷰더광장,종로5가,"1,000",종로구,9,95,10,18.97, , ,138-4,11110,11
 ,2001,신규,23.09~25.09,2023,대보마로니에텔,연건동,"1,000",종로구,9,70,5,26.52, , ,206,11110,2
 ,2021,신규,23.09~25.09,2023,(255-1),창신동,"2,000",종로구,9,85,3,15.59, , ,255-1,11110,6
 ,2021,갱신,23.09~24.09,2023,(255-1),창신동,"18,000",종로구,9,0,9,15.59,"20,000", ,255-1,11110,11
