갱신요구권사용,건축년도,계약구분,계약기간,년,단지,법정동,보증금,시군구,월,월세,일,전용면적,종전계약보증금,종전계약월세,지번,지역코드,층
 ,2004,신규,23.08~24.08,2023,경희궁의 아침 4단지,내수동,"1,000",종로구,8,80,5,28.24, , ,73,11110,14
 ,2004,신규,23.09~24.09,2023,광화문시대,내수동,"1,000",종로구,8,85,14,34.9, , ,74,11110,13
 ,2004,신규,23.10~24.10,2023,용비어천가,내수동,"1,000",종로구,8,95,17,33, , ,75,11110,11
 ,2004,갱신,23.09~24.09,2023,용비어천가,내수동,"15,000",종로구,8,0,18,37.56,"15,000", ,75,11110,2
 ,2004,신규,23.09~24.09,2023,경희궁의 아침 4단지,내수동,"28,500",종로구,8,0,21,41.74, , ,73,11110,3
 ,2004,신규,23.09~25.09,2023,용비어천가,내수동,"10,000",종로구,8,60,22,37.56, , ,75,11110,2
 ,2004,신규,23.10~25.10,2023,용비어천가,내수동,"30,000",종로구,8,0,25,43.67, , ,75,11110,14
 ,2004,신규,23.10~24.10,2023,광화문시대,내수동,"30,000",종로구,8,65,28,56.56, , ,74,11110,13
 ,2004,신규,23.09~24.09,2023,경희궁의 아침 4단지,내수동,"10,000",종로구,8,45,31,28.24, , ,73,11110,3
 ,2020,신규,23.09~25.09,2023,디팰리스,신문로2가,"66,000",종로구,8,0,18,53.75, , ,171,11110,6
 ,2007,신규,23.08~24.08,2023,르메이에르종로타운1,종로1가,"1,000",종로구,8,90,8,34.59, , ,24,11110,7
 ,2005, , ,2023,운현궁 에스케이 허브,경운동,"1,000",종로구,8,80,7,30.28, , ,89-4,11110,3
 ,1994,신규,23.07~24.07,2023,종로오피스텔,낙원동,500,종로구,8,55,18,25.2, , ,58-1,11110,8
 ,2004,신규,23.09~25.09,2023,나스빌,낙원동,"1,000",종로구,8,60,31,28.69, , ,212,11110,4
 ,2020,신규,23.10~25.10,2023,종로 하이뷰 디아트,관수동,"22,000",종로구,8,0,26,18.16, , ,98-1,11110,6
 ,2020,신규,23.09~24.09,2023,종로 하이뷰 디아트,관수동,"20,000",종로구,8,0,27,18.16, , ,98-1,11110,7
 ,2003,신규,23.08~25.08,2023,코윈 팔레스뷰 오피스텔,원남동,"1,700",종로구,8,60,4,21.01, , ,95,11110,11
 ,2023,신규,23.08~25.08,2023,휴스턴오피스텔 창경궁 ,원남동,"27,000",종로구,8,0,4,24.35, , ,66-67,11110,8
 ,2023,신규,23.09~26.02,2023,휴스턴오피스텔 창경궁,원남동,"5,000",종로구,8,110,19,27.67, , ,66-60,11110,7
 ,2023,신규,23.08~24.08,2023,휴스턴오피스텔 창경궁,원남동,"2,000",종로구,8,130,22,27.67, , ,66-60,11110,8
