갱신요구권사용,건축년도,계약구분,계약기간,년,단지,법정동,보증금,시군구,월,월세,일,전용면적,종전계약보증금,종전계약월세,지번,지역코드,층
 ,1998,신규,22.12~23.12,2022,파크뷰타워,필운동,"1,000",종로구,11,55,2,21.85, , ,285-5,11110,7
사용,2004,갱신,23.01~25.01,2022,광화문시대,내수동,"10,000",종로구,11,55,5,31.75,"10,000",55,74,11110,2
 ,2004,신규,22.12~24.12,2022,경희궁의 아침 4단지,내수동,"1,000",종로구,11,78,8,28.24, , ,73,11110,3
 ,2004,신규,22.11~23.11,2022,광화문시대,내수동,"1,000",종로구,11,93,8,35.71, , ,74,11110,3
 ,2004,신규,22.12~23.12,2022,용비어천가,내수동,"1,000",종로구,11,100,11,37.56, , ,75,11110,16
 ,2004,신규,23.01~24.01,2022,경희궁의 아침 2단지,내수동,"24,000",종로구,11,0,13,32.43, , ,71,11110,8
 ,2004,신규,23.01~24.01,2022,광화문시대,내수동,"1,000",종로구,11,90,15,32.97, , ,74,11110,17
 ,2004,신규,23.01~25.01,2022,경희궁의 아침 3단지,내수동,"26,000",종로구,11,0,15,37.5, , ,72,11110,5
 ,2004,신규,23.01~24.01,2022,경희궁의 아침 3단지,내수동,"1,000",종로구,11,95,25,37.5, , ,72,11110,15
 ,2020,신규,23.01~25.01,2022,디팰리스,신문로2가,"70,000",종로구,11,30,4,53.75, , ,171,11110,5
 ,2007,신규,22.12~24.12,2022,르메이에르종로타운1,종로1가,"29,000",종로구,11,0,22,43.43, , ,24,11110,10
 ,2008,신규,22.12~24.12,2022,종로1가 대성스카이렉스,견지동,"10,000",종로구,11,60,9,32.76, , ,110,11110,7
 ,2008,신규,22.12~24.12,2022,종로1가 대성스카이렉스,견지동,"25,000",종로구,11,0,18,40.45, , ,110,11110,12
 ,2004,신규,22.12~23.12,2022,BIZ-WELL 종로 오피스텔,익선동,"1,000",종로구,11,60,9,23.14, , ,34,11110,4
 ,2004,신규,23.01~24.01,2022,BIZ-WELL 종로 오피스텔,익선동,"12,000",종로구,11,0,10,23.14, , ,34,11110,6
 ,2005,신규,22.12~23.12,2022,운현궁 에스케이 허브,경운동,"3,000",종로구,11,80,4,39.2, , ,89-4,11110,5
 ,2005,신규,23.01~24.01,2022,운현궁 에스케이 허브,경운동,"22,000",종로구,11,0,18,42.22, , ,89-4,11110,14
 ,2005,신규,22.10~23.10,2022,종로1번가,관철동,"1,000",종로구,11,70,22,23.98, , ,155,11110,15
사용,2020,갱신,22.12~23.12,2022,종로 하이뷰 디아트,관수동,"1,000",종로구,11,74,15,18.16,"1,000",70,98-1,11110,5
 ,2020,신규,22.11~23.11,2022,종로 하이뷰 디아트,관수동,"5,000",종로구,11,65,17,18.16, , ,98-1,11110,6
