갱신요구권사용,건축년도,계약구분,계약기간,년,단지,법정동,보증금,시군구,월,월세,일,전용면적,종전계약보증금,종전계약월세,지번,지역코드,층
 ,2008,신규,24.06~26.06,2024,광화문 스페이스본,사직동,"32,000",종로구,5,0,22,39.54, , ,9,11110,12
 ,2004,신규,24.05~25.05,2024,용비어천가,내수동,"1,000",종로구,5,110,1,37.56, , ,75,11110,11
 ,2004,신규,24.06~25.06,2024,광화문시대,내수동,"9,000",종로구,5,65,4,32.01, , ,74,11110,4
 ,2004,신규,24.06~25.06,2024,광화문시대,내수동,"1,000",종로구,5,95,7,31.75, , ,74,11110,5
 ,2004,신규,24.05~26.05,2024,용비어천가,내수동,"10,000",종로구,5,90,8,45.98, , ,75,11110,5
 ,2004,신규,24.06~25.06,2024,용비어천가,내수동,"1,000",종로구,5,95,10,33, , ,75,11110,2
 ,2004,신규,24.05~25.05,2024,경희궁의 아침 3단지,내수동,"1,000",종로구,5,100,10,37.5, , ,72,11110,15
 ,2004,신규,24.05~25.05,2024,경희궁의 아침 2단지,내수동,"1,000",종로구,5,95,14,32.43, , ,71,11110,10
 ,2004,신규,24.05~25.05,2024,경희궁의 아침 3단지,내수동,"1,000",종로구,5,89,16,37.5, , ,72,11110,11
 ,2004,신규,24.05~26.05,2024,경희궁의 아침 4단지,내수동,"1,000",종로구,5,125,22,56.48, , ,73,11110,14
 ,2004,신규,24.06~25.05,2024,경희궁의 아침 4단지,내수동,"1,000",종로구,5,88,27,28.24, , ,73,11110,8
 ,2004,신규,24.06~26.06,2024,두산위브파빌리온,수송동,"49,000",종로구,5,0,11,72.21, , ,58,11110,5
 ,2004,신규,24.06~25.06,2024,BIZ-WELL 종로 오피스텔,익선동,"1,000",종로구,5,70,21,23.14, , ,34,11110,4
 ,2005,신규,24.05~25.05,2024,운현궁 에스케이 허브,경운동,"3,000",종로구,5,85,2,39.2, , ,89-4,11110,5
