갱신요구권사용,건축년도,계약구분,계약기간,년,단지,법정동,보증금,시군구,월,월세,일,전용면적,종전계약보증금,종전계약월세,지번,지역코드,층
 ,1998,신규,23.10~24.10,2023,파크뷰타워,필운동,700,종로구,10,70,21,23.24, , ,285-5,11110,10
 ,1998,신규,23.11~24.11,2023,파크뷰타워,필운동,"1,000",종로구,10,60,27,25.65, , ,285-5,11110,9
 ,2008,신규,23.10~24.10,2023,광화문 스페이스본,사직동,"30,000",종로구,10,0,13,39.54, , ,9,11110,7
 ,2008,갱신,23.10~24.10,2023,광화문 스페이스본,사직동,"1,000",종로구,10,120,25,39.54,"1,000",120,9,11110,4
 ,2004,신규,23.12~24.12,2023,용비어천가,내수동,"1,000",종로구,10,110,6,37.56, , ,75,11110,14
 ,2004, , ,2023,광화문시대,내수동,"23,000",종로구,10,0,16,30.08, , ,74,11110,16
 ,2004,신규,23.11~25.11,2023,광화문시대,내수동,"23,500",종로구,10,0,16,32.01, , ,74,11110,8
 ,2004,신규,23.11~25.11,2023,광화문시대,내수동,"23,000",종로구,10,0,16,30.08, , ,74,11110,16
 ,2004,신규,23.10~25.10,2023,경희궁의 아침 4단지,내수동,"1,000",종로구,10,80,17,28.24, , ,73,11110,16
 ,2004,신규,23.10~24.10,2023,용비어천가,내수동,"1,000",종로구,10,100,19,37.56, , ,75,11110,14
 ,2004,신규,23.11~24.11,2023,용비어천가,내수동,"6,000",종로구,10,75,20,37.56, , ,75,11110,9
 ,2004,신규,23.11~24.11,2023,광화문시대,내수동,"1,000",종로구,10,79,20,30.08, , ,74,11110,18
 ,2004,신규, ,2023,경희궁의 아침 3단지,내수동,"1,000",종로구,10,95,23,37.5, , ,72,11110,8
 ,2004,신규,23.12~24.12,2023,용비어천가,내수동,"11,500",종로구,10,40,26,33, , ,75,11110,11
 ,2005,신규,23.11~24.11,2023,운현궁 에스케이 허브,경운동,"30,000",종로구,10,0,17,45.73, , ,89-4,11110,6
 ,2005,신규,23.11~25.11,2023,운현궁 에스케이 허브,경운동,"1,000",종로구,10,80,26,23.66, , ,89-4,11110,11
 ,2020,신규,23.11~25.11,2023,종로 하이뷰 디아트,관수동,"19,800",종로구,10,0,14,18.16, , ,98-1,11110,3
 ,2020,신규,23.12~25.12,2023,종로 하이뷰 디아트,관수동,"10,000",종로구,10,54,16,21.44, , ,98-1,11110,8
 ,2020,신규,23.11~24.11,2023,종로 하이뷰 디아트,관수동,"1,000",종로구,10,77,24,18.16, , ,98-1,11110,3
 ,2021,갱신,23.11~25.11,2023,루비온오피스텔,인의동,"19,950",종로구,10,0,11,18.2,"19,000", ,28-26,11110,5
 ,2021,신규,23.12~25.12,2023,루비온오피스텔,인의동,"18,900",종로구,10,0,13,18.2, , ,28-26,11110,2
 ,2021,신규,23.11~24.11,2023,루비온오피스텔,인의동,"5,000",종로구,10,61,18,18.2, , ,28-26,11110,14
 ,2021,신규,23.12~25.12,2023,루비온오피스텔,인의동,"21,000",종로구,10,0,23,18.2, , ,28-26,11110,12
 ,2021,신규,23.12~25.12,2023,루비온오피스텔,인의동,"20,500",종로구,10,0,23,18.2, , ,28-26,11110,14
 ,2021,갱신,23.11~25.11,2023,루비온오피스텔,인의동,"19,900",종로구,10,0,30,18.2,"19,000", ,28-26,11110,14
 ,2023,신규,23.10~23.12,2023,휴스턴오피스텔 창경궁 ,원남동,200,종로구,10,110,3,18.45, , ,66-67,11110,7
 ,2023,신규,23.10~24.10,2023,휴스턴오피스텔 창경궁,원남동,"2,500",종로구,10,90,10,20.03, , ,66-60,11110,4
 ,2003,신규,23.10~25.10,2023,코윈 팔레스뷰 오피스텔,원남동,"2,000",종로구,10,60,18,21.01, , ,95,11110,9
 ,2023,신규,23.12~24.12,2023,휴스턴오피스텔 창경궁 ,원남동,"5,000",종로구,10,100,21,24.35, , ,66-67,11110,6
 ,2003,신규,23.10~25.10,2023,코윈 팔레스뷰 오피스텔,원남동,"1,000",종로구,10,65,26,21.01, , ,95,11110,11
 ,2022,신규,23.10~25.10,2023,휴스턴오피스텔 창경궁 C,원남동,"21,500",종로구,10,0,29,21.99, , ,66-6,11110,5
 ,2023,신규,23.11~25.11,2023,휴스턴오피스텔 창경궁,원남동,"20,000",종로구,10,0,31,20.03, , ,66-60,11110,7
 ,2019,신규,23.10~25.12,2023,주함해븐타워,연지동,60,종로구,10,33,12,18.52, , ,193-2,11110,3
 ,2019,신규,23.12~25.12,2023,로얄파크뷰,연지동,"26,500",종로구,10,0,25,37.12, , ,238-5,11110,5
 ,2019,신규,23.12~25.12,2023,로얄파크뷰,연지동,"26,500",종로구,10,0,25,37.12, , ,238-5,11110,5
사용,2003,갱신,23.11~24.11,2023,반도 보라 아이비 타워,효제동,"4,000",종로구,10,40,7,27.58,"4,000",38,45,11110,5
 ,2021, , ,2023,이지마루종로,효제동,"20,000",종로구,10,40,21,31.77, , ,126-2,11110,3
 ,2019,신규,23.10~25.10,2023,BS타워,효제동,"3,000",종로구,10,70,23,19.83, , ,193-1,11110,8
 ,2020,신규,23.12~24.12,2023,센트럴시티대학로,효제동,"3,500",종로구,10,61,28,17.57, , ,167,11110,10
 ,2022, , ,2023,종로5가역 하이뷰더광장,종로5가,"20,000",종로구,10,0,3,18.97, , ,138-4,11110,6
 ,2022,신규,23.11~25.11,2023,종로5가역 하이뷰더광장,종로5가,"20,000",종로구,10,0,6,18.97, , ,138-4,11110,6
 ,2022,신규,23.11~24.11,2023,종로5가역 하이뷰더광장,종로5가,"5,000",종로구,10,67,14,18.97, , ,138-4,11110,10
 ,2022,신규,23.12~25.12,2023,종로5가역 하이뷰더광장,종로5가,"22,000",종로구,10,0,19,18.97, , ,138-4,11110,10
 ,2001,신규,23.10~25.10,2023,대보마로니에텔,연건동,"17,000",종로구,10,0,10,26.52, , ,206,11110,9
 ,2021,신규,23.11~24.11,2023,(255-1),창신동,"1,000",종로구,10,80,27,17.8, , ,255-1,11110,8
 ,2016,신규,23.10~24.09,2023,아이비씨 호텔 앤 오피스텔,숭인동,"1,000",종로구,10,63,1,23.24, , ,1396,11110,6
 ,2016,신규,23.10~24.10,2023,아이비씨 호텔 앤 오피스텔,숭인동,"1,000",종로구,10,63,4,21.45, , ,1396,11110,15
 ,2014,신규,23.10~24.10,2023,숭인한양LEEPS,숭인동,500,종로구,10,55,5,17.07, , ,1421-2,11110,17
 ,2005,신규,23.10~24.10,2023,동양파라빌,숭인동,"1,000",종로구,10,65,6,27.09, , ,1388,11110,14
 ,2020, , ,2023,헤스티아,숭인동,"12,600",종로구,10,0,6,14.71, , ,317-48,11110,5
 ,2004,신규,23.10~24.10,2023,롯데캐슬 천지인,숭인동,"1,000",종로구,10,85,6,39.6, , ,76,11110,6
 ,2021,신규,23.10~24.10,2023,숭인한성아펠시티,숭인동,"1,000",종로구,10,100,7,21.45, , ,1368,11110,13
 ,2013,신규,23.10~24.10,2023,종로 중흥 S클래스,숭인동,500,종로구,10,65,7,23.97, , ,202-3,11110,2
 ,2021,신규,23.11~24.11,2023,숭인한성아펠시티,숭인동,"1,000",종로구,10,93,9,22.28, , ,1368,11110,12
 ,2016,신규,23.10~24.10,2023,아폴리움 오피스텔,숭인동,"2,000",종로구,10,55,10,15.2, , ,201-7,11110,12
 ,2005,신규,23.11~24.11,2023,동양파라빌,숭인동,"1,000",종로구,10,60,11,24.93, , ,1388,11110,9
 ,2021,신규,23.11~25.11,2023,숭인한성아펠시티,숭인동,"25,000",종로구,10,0,11,20.51, , ,1368,11110,13
 ,2013,신규, ,2023,(1392),숭인동,"3,000",종로구,10,50,11,20.18, , ,1392,11110,6
 ,2004,신규,23.11~25.11,2023,롯데캐슬 천지인,숭인동,"23,000",종로구,10,0,11,39.6, , ,76,11110,2
 ,2005,신규,23.10~25.10,2023,동양파라빌,숭인동,"1,000",종로구,10,60,13,24.93, , ,1388,11110,6
 ,2005,신규,23.12~24.12,2023,경일오피스텔,숭인동,"1,000",종로구,10,58,14,20.14, , ,1367,11110,12
 ,2021,신규,23.11~25.11,2023,숭인한성아펠시티,숭인동,"24,000",종로구,10,0,14,20.51, , ,1368,11110,14
 ,2016,신규,23.10~24.10,2023,아이비씨 호텔 앤 오피스텔,숭인동,"1,000",종로구,10,63,16,21.36, , ,1396,11110,9
 ,2014,신규,23.10~24.10,2023,숭인한양LEEPS,숭인동,"1,000",종로구,10,60,16,17.07, , ,1421-2,11110,13
 ,2005,신규,23.10~24.10,2023,동양파라빌,숭인동,"2,000",종로구,10,60,16,27.09, , ,1388,11110,6
 ,2005,신규,23.10~24.10,2023,동양파라빌,숭인동,"1,000",종로구,10,62,18,27.09, , ,1388,11110,10
 ,2022,신규,23.10~24.10,2023,한라 운종가,숭인동,"1,000",종로구,10,105,18,23.09, , ,1425,11110,16
 ,2021,신규,23.11~25.11,2023,숭인한성아펠시티,숭인동,"26,000",종로구,10,0,18,22.28, , ,1368,11110,7
 ,2020,갱신,23.11~24.11,2023,헤스티아,숭인동,500,종로구,10,64,18,14.71,500,61,317-48,11110,15
 ,2016,신규,23.10~24.10,2023,아이비씨 호텔 앤 오피스텔,숭인동,"1,000",종로구,10,63,19,21.62, , ,1396,11110,15
 ,2005,갱신,23.11~24.11,2023,경일오피스텔,숭인동,"3,000",종로구,10,42,19,22.42,"3,000",40,1367,11110,5
 ,2021,신규,23.11~25.11,2023,숭인한성아펠시티,숭인동,"25,000",종로구,10,0,23,20.51, , ,1368,11110,12
 ,2019,신규,23.11~24.11,2023,케이디오피스텔,숭인동,"1,000",종로구,10,77,24,18.56, , ,217-26,11110,6
 ,2004,신규,23.12~24.12,2023,종로대우디오빌,숭인동,"1,000",종로구,10,70,24,29.65, , ,310,11110,15
 ,2013,신규,23.10~24.10,2023,(1392),숭인동,"1,000",종로구,10,51,24,18.64, , ,1392,11110,8
 ,2005,갱신,23.11~24.11,2023,경일오피스텔,숭인동,"2,000",종로구,10,47,24,22.55,"2,000",45,1367,11110,11
사용,2022,갱신,23.11~25.11,2023,한라 운종가,숭인동,"20,000",종로구,10,80,25,36.49,"20,000",75,1425,11110,9
