갱신요구권사용,건축년도,계약구분,계약기간,년,단지,법정동,보증금,시군구,월,월세,일,전용면적,종전계약보증금,종전계약월세,지번,지역코드,층
 ,2008,신규,22.08~24.08,2022,광화문 스페이스본,사직동,"3,000",종로구,6,100,7,39.54, , ,9,11110,2
 ,2008,신규,22.07~23.07,2022,광화문 스페이스본,사직동,"1,000",종로구,6,110,23,39.54, , ,9,11110,11
 ,2004, , ,2022,경희궁의 아침 2단지,내수동,"24,000",종로구,6,0,3,32.43, , ,71,11110,8
 ,2004,신규,22.07~23.07,2022,경희궁의 아침 4단지,내수동,"22,000",종로구,6,0,4,28.24, , ,73,11110,4
 ,2004,신규,22.07~23.07,2022,광화문시대,내수동,"3,000",종로구,6,85,4,34.9, , ,74,11110,12
 ,2004,신규,22.07~23.07,2022,광화문시대,내수동,"11,000",종로구,6,55,5,38.88, , ,74,11110,9
 ,2004,신규,22.06~23.06,2022,용비어천가,내수동,"27,000",종로구,6,0,7,45.98, , ,75,11110,10
 ,2004,신규,22.06~24.06,2022,용비어천가,내수동,"1,000",종로구,6,100,8,37.56, , ,75,11110,11
 ,2004,신규,22.07~23.07,2022,경희궁의 아침 2단지,내수동,"1,000",종로구,6,90,11,32.43, , ,71,11110,15
 ,2004,신규,22.06~23.06,2022,용비어천가,내수동,"1,000",종로구,6,110,15,37.12, , ,75,11110,15
 ,2004,신규,22.07~23.07,2022,용비어천가,내수동,"1,000",종로구,6,85,18,33, , ,75,11110,10
 ,2004,신규,22.07~23.07,2022,용비어천가,내수동,"1,000",종로구,6,100,21,42.39, , ,75,11110,7
 ,2004,신규,22.07~23.07,2022,광화문시대,내수동,"10,000",종로구,6,55,22,34.9, , ,74,11110,9
 ,2004,신규,22.07~23.07,2022,광화문시대,내수동,"1,000",종로구,6,85,24,34.9, , ,74,11110,13
 ,2004,신규,22.07~24.07,2022,광화문시대,내수동,"12,000",종로구,6,40,27,32.01, , ,74,11110,9
 ,2004,신규,22.07~23.07,2022,용비어천가,내수동,"1,000",종로구,6,79,29,30.76, , ,75,11110,8
사용,2020,갱신,22.09~24.09,2022,디팰리스,신문로2가,"66,000",종로구,6,0,11,53.75,"63,000", ,171,11110,6
 ,2020,신규,22.09~23.09,2022,디팰리스,신문로2가,"30,000",종로구,6,215,23,53.75, , ,171,11110,2
 ,2020,신규,22.08~23.08,2022,디팰리스,신문로2가,"2,000",종로구,6,199,25,40.15, , ,171,11110,4
 ,2004,신규,22.06~23.06,2022,BIZ-WELL 종로 오피스텔,익선동,"1,000",종로구,6,65,25,23.14, , ,34,11110,4
 ,2005,신규,22.07~24.07,2022,종로1번가,관철동,"2,000",종로구,6,63,6,24.64, , ,155,11110,6
 ,2005,신규,22.06~23.06,2022,종로1번가,관철동,"1,000",종로구,6,70,8,23.98, , ,155,11110,8
 ,2005,신규,22.07~24.07,2022,종로1번가,관철동,"1,000",종로구,6,68,9,18.68, , ,155,11110,8
 ,2022,신규,22.06~23.06,2022,신일 해피트리앤,관수동,"8,000",종로구,6,50,6,19.34, , ,4,11110,6
 ,2022,신규,22.06~23.06,2022,신일 해피트리앤,관수동,"1,000",종로구,6,85,9,19.34, , ,4,11110,2
 ,2022,신규,22.06~24.06,2022,신일 해피트리앤,관수동,"25,500",종로구,6,0,18,19.34, , ,4,11110,10
 ,2022,신규,22.07~23.07,2022,신일 해피트리앤,관수동,"1,000",종로구,6,95,30,19.34, , ,4,11110,6
 ,2021,신규,22.06~24.09,2022,루비온오피스텔,인의동,100,종로구,6,32,20,18.2, , ,28-26,11110,8
 ,2021,신규,22.06~24.09,2022,루비온오피스텔,인의동,100,종로구,6,32,20,18.2, , ,28-26,11110,12
 ,2021, , ,2022,루비온오피스텔,인의동,"3,360",종로구,6,11,20,18.2, , ,28-26,11110,6
 ,2021, , ,2022,루비온오피스텔,인의동,100,종로구,6,31,20,18.2, , ,28-26,11110,7
 ,2021, , ,2022,루비온오피스텔,인의동,100,종로구,6,28,20,18.2, , ,28-26,11110,6
 ,2021, , ,2022,루비온오피스텔,인의동,100,종로구,6,28,20,18.2, , ,28-26,11110,3
 ,2021, , ,2022,루비온오피스텔,인의동,"3,460",종로구,6,11,20,18.2, , ,28-26,11110,5
 ,2021, , ,2022,루비온오피스텔,인의동,"3,830",종로구,6,13,20,18.2, , ,28-26,11110,9
 ,2003,신규,22.07~23.07,2022,코윈 팔레스뷰 오피스텔,원남동,"1,000",종로구,6,60,29,21.01, , ,95,11110,5
