갱신요구권사용,건축년도,계약구분,계약기간,년,단지,법정동,보증금,시군구,월,월세,일,전용면적,종전계약보증금,종전계약월세,지번,지역코드,층
 ,2008, ,20.09~21.08,2020,광화문 스페이스본,사직동,"5,000",종로구,8,85,7,39.54, , ,9,11110,6
 ,2004, , ,2020,용비어천가,내수동,"10,000",종로구,8,50,3,37.12, , ,75,11110,14
 ,2004, , ,2020,용비어천가,내수동,"3,000",종로구,8,60,6,28.19, , ,75,11110,7
 ,2004, , ,2020,용비어천가,내수동,"22,500",종로구,8,0,6,30.42, , ,75,11110,10
 ,2004, , ,2020,경희궁의 아침 3단지,내수동,"2,000",종로구,8,180,7,63.1, , ,72,11110,3
 ,2004, , ,2020,용비어천가,내수동,"26,000",종로구,8,0,7,37.12, , ,75,11110,10
 ,2004, , ,2020,용비어천가,내수동,"1,000",종로구,8,70,11,30.76, , ,75,11110,9
 ,2004, , ,2020,경희궁의 아침 2단지,내수동,"1,500",종로구,8,135,11,51.02, , ,71,11110,12
 ,2004, , ,2020,경희궁의 아침 3단지,내수동,"1,000",종로구,8,85,13,37.5, , ,72,11110,7
 ,2004, , ,2020,용비어천가,내수동,"1,000",종로구,8,80,18,33, , ,75,11110,10
 ,2004, , ,2020,경희궁의 아침 3단지,내수동,"24,000",종로구,8,0,18,37.5, , ,72,11110,4
 ,2004, , ,2020,광화문시대,내수동,"25,000",종로구,8,60,20,56.56, , ,74,11110,13
 ,2004, , ,2020,용비어천가,내수동,"25,000",종로구,8,0,20,37.56, , ,75,11110,13
 ,2004, , ,2020,광화문시대,내수동,"24,000",종로구,8,0,28,40.26, , ,74,11110,11
 ,2004, , ,2020,경희궁의 아침 2단지,내수동,"1,000",종로구,8,75,28,28.9, , ,71,11110,4
 ,2004, , ,2020,용비어천가,내수동,"1,000",종로구,8,85,31,33, , ,75,11110,16
 ,2004, , ,2020,용비어천가,내수동,"25,000",종로구,8,0,31,42.39, , ,75,11110,15
 ,2004, , ,2020,용비어천가,내수동,"25,000",종로구,8,0,31,42.39, , ,75,11110,15
 ,2004, , ,2020,경희궁의 아침 3단지,내수동,"10,000",종로구,8,55,31,37.5, , ,72,11110,13
 ,2004, , ,2020,두산위브파빌리온,수송동,"1,000",종로구,8,90,6,37.42, , ,58,11110,6
 ,2004, , ,2020,BIZ-WELL 종로 오피스텔,익선동,"1,000",종로구,8,55,5,23.14, , ,34,11110,4
 ,2004, , ,2020,BIZ-WELL 종로 오피스텔,익선동,500,종로구,8,55,10,17.2, , ,34,11110,6
 ,2004, , ,2020,BIZ-WELL 종로 오피스텔,익선동,500,종로구,8,55,25,17.42, , ,34,11110,6
 ,2004, , ,2020,BIZ-WELL 종로 오피스텔,익선동,"1,000",종로구,8,60,26,23.14, , ,34,11110,9
 ,2019, , ,2020,드래곤팰리스,돈의동,"1,000",종로구,8,70,11,20.25, , ,41-1,11110,3
 ,2003, , ,2020,코윈 팔레스뷰 오피스텔,원남동,"1,000",종로구,8,60,12,24.03, , ,95,11110,7
 ,2003, , ,2020,코윈 팔레스뷰 오피스텔,원남동,"17,000",종로구,8,0,29,24.03, , ,95,11110,10
 ,2016, , ,2020,아이비씨 호텔 앤 오피스텔,숭인동,"20,000",종로구,8,30,4,43.29, , ,1396,11110,20
 ,2019, , ,2020,케이디오피스텔,숭인동,"16,000",종로구,8,0,5,18.18, , ,217-26,11110,3
 ,2005, , ,2020,동양파라빌,숭인동,"1,000",종로구,8,55,7,27.09, , ,1388,11110,9
 ,2004, , ,2020,롯데캐슬 천지인,숭인동,"2,000",종로구,8,70,8,39.6, , ,76,11110,16
 ,2013, , ,2020,(1392),숭인동,"8,000",종로구,8,15,8,20.18, , ,1392,11110,6
 ,2005, , ,2020,동양파라빌,숭인동,"2,000",종로구,8,50,8,24.93, , ,1388,11110,10
 ,2014, , ,2020,삼전솔하임4차,숭인동,"10,000",종로구,8,0,11,19.17, , ,318-2,11110,6
 ,2020, , ,2020,헤스티아,숭인동,"2,000",종로구,8,40,14,13.12, , ,317-48,11110,9
 ,2005, , ,2020,동양파라빌,숭인동,"1,000",종로구,8,52,15,24.93, , ,1388,11110,13
 ,2020, , ,2020,헤스티아,숭인동,"12,500",종로구,8,0,15,15.47, , ,317-48,11110,4
 ,2016, , ,2020,아폴리움 오피스텔,숭인동,"1,000",종로구,8,55,15,16.31, , ,201-7,11110,10
 ,2014, , ,2020,삼전솔하임4차,숭인동,"2,000",종로구,8,45,18,19.17, , ,318-2,11110,3
 ,2020, , ,2020,헤스티아,숭인동,"13,700",종로구,8,0,19,15.28, , ,317-48,11110,17
 ,2016, , ,2020,아이비씨 호텔 앤 오피스텔,숭인동,"1,200",종로구,8,105,19,43.29, , ,1396,11110,17
 ,2020, , ,2020,헤스티아,숭인동,"13,000",종로구,8,0,24,15.47, , ,317-48,11110,2
 ,2016, , ,2020,아이비씨 호텔 앤 오피스텔,숭인동,"1,000",종로구,8,60,24,21.36, , ,1396,11110,15
 ,2013, , ,2020,종로유케이201,숭인동,"10,400",종로구,8,0,25,15.46, , ,201-11,11110,3
 ,2013, , ,2020,종로 중흥 S클래스,숭인동,"1,000",종로구,8,55,25,23.97, , ,202-3,11110,4
