갱신요구권사용,건축년도,계약구분,계약기간,년,단지,법정동,보증금,시군구,월,월세,일,전용면적,종전계약보증금,종전계약월세,지번,지역코드,층
 ,1998,신규,24.02~25.02,2024,파크뷰타워,필운동,"2,000",종로구,2,75,15,25.65, , ,285-5,11110,7
 ,2008,신규,24.04~25.04,2024,광화문 스페이스본,사직동,"1,000",종로구,2,110,5,39.54, , ,9,11110,7
 ,2004,신규,24.03~25.03,2024,용비어천가,내수동,"10,000",종로구,2,50,3,30.42, , ,75,11110,3
 ,2004,신규,24.02~26.02,2024,용비어천가,내수동,"26,000",종로구,2,0,3,42.39, , ,75,11110,2
 ,2004,신규,24.03~26.03,2024,광화문시대,내수동,"29,500",종로구,2,0,3,38.88, , ,74,11110,11
 ,2004,신규,24.03~25.03,2024,광화문시대,내수동,"1,000",종로구,2,120,3,34.9, , ,74,11110,7
 ,2004,신규,24.03~26.03,2024,광화문시대,내수동,"26,000",종로구,2,0,5,34.9, , ,74,11110,2
 ,2004,신규,24.03~25.03,2024,경희궁의 아침 4단지,내수동,"1,000",종로구,2,85,6,28.24, , ,73,11110,4
 ,2004,신규,24.03~25.03,2024,경희궁의 아침 2단지,내수동,"1,000",종로구,2,95,6,32.43, , ,71,11110,7
 ,2004,신규,24.02~25.02,2024,광화문시대,내수동,"1,000",종로구,2,99,6,31.75, , ,74,11110,16
 ,2004,갱신,24.02~25.02,2024,광화문시대,내수동,"27,500",종로구,2,20,14,38.88,"27,500",10,74,11110,3
 ,2004,신규,24.03~25.03,2024,용비어천가,내수동,"1,000",종로구,2,110,16,37.56, , ,75,11110,16
 ,2004,신규,24.03~25.03,2024,경희궁의 아침 4단지,내수동,"1,000",종로구,2,94,17,28.24, , ,73,11110,10
 ,2004,신규,24.03~26.03,2024,광화문시대,내수동,"39,000",종로구,2,0,18,56.56, , ,74,11110,10
 ,2004,신규,24.04~26.04,2024,용비어천가,내수동,"27,000",종로구,2,0,19,37.56, , ,75,11110,18
 ,2004,신규,24.03~25.03,2024,광화문시대,내수동,"1,000",종로구,2,85,21,32.01, , ,74,11110,11
 ,2004,신규,24.03~26.03,2024,경희궁의 아침 3단지,내수동,"1,000",종로구,2,100,22,37.5, , ,72,11110,11
 ,2004,신규,24.03~25.03,2024,용비어천가,내수동,"1,000",종로구,2,99,22,37.56, , ,75,11110,18
 ,2004,신규,24.03~26.03,2024,용비어천가,내수동,"10,000",종로구,2,90,24,45.98, , ,75,11110,11
 ,2004,신규,24.03~25.03,2024,광화문시대,내수동,"1,000",종로구,2,95,28,32.97, , ,74,11110,18
 ,2004,신규,24.03~25.03,2024,광화문시대,내수동,"1,000",종로구,2,95,29,34.9, , ,74,11110,8
 ,2004,신규,24.04~26.04,2024,경희궁의 아침 4단지,내수동,"13,000",종로구,2,120,29,56.48, , ,73,11110,16
 ,2004,갱신,24.03~25.03,2024,용비어천가,내수동,"24,000",종로구,2,0,29,30.36,"25,500", ,75,11110,12
 ,2020,신규,24.04~26.04,2024,디팰리스,신문로2가,"70,000",종로구,2,0,20,51.34, , ,171,11110,8
 ,2020,신규,24.04~26.04,2024,디팰리스,신문로2가,"3,000",종로구,2,199,26,41.66, , ,171,11110,2
 ,2007,갱신,24.02~25.02,2024,르메이에르종로타운1,종로1가,"7,000",종로구,2,65,1,36.23,"5,000",75,24,11110,6
 ,2004,신규,24.03~25.03,2024,BIZ-WELL 종로 오피스텔,익선동,500,종로구,2,57,24,18.83, , ,34,11110,12
 ,2005,신규,24.04~26.04,2024,운현궁 에스케이 허브,경운동,"33,000",종로구,2,0,27,49.68, , ,89-4,11110,13
 ,2020,신규,24.02~26.02,2024,종로 하이뷰 디아트,관수동,"1,000",종로구,2,82,3,18.16, , ,98-1,11110,11
 ,2020,신규,24.03~26.03,2024,종로 하이뷰 디아트,관수동,"20,000",종로구,2,0,17,18.16, , ,98-1,11110,9
 ,2022,신규,24.02~25.02,2024,신일 해피트리앤,관수동,"1,000",종로구,2,100,26,19.34, , ,4,11110,6
