갱신요구권사용,건축년도,계약구분,계약기간,년,단지,법정동,보증금,시군구,월,월세,일,전용면적,종전계약보증금,종전계약월세,지번,지역코드,층
 ,1998,신규,24.05~25.05,2024,파크뷰타워,필운동,"2,000",종로구,4,75,22,25.65, , ,285-5,11110,7
 ,2008, , ,2024,광화문 스페이스본,사직동,"26,000",종로구,4,25,5,39.54, , ,9,11110,2
 ,2008,신규,24.04~26.04,2024,광화문 스페이스본,사직동,"31,500",종로구,4,0,11,39.54, , ,9,11110,8
 ,2004,신규,24.04~25.04,2024,용비어천가,내수동,"1,000",종로구,4,95,2,30.76, , ,75,11110,17
 ,2004,신규,24.04~26.04,2024,광화문시대,내수동,"6,000",종로구,4,75,3,34.9, , ,74,11110,4
 ,2004,신규,24.04~25.04,2024,용비어천가,내수동,"1,000",종로구,4,85,3,30.36, , ,75,11110,6
 ,2004,신규,24.06~26.06,2024,광화문시대,내수동,"22,000",종로구,4,0,3,32.01, , ,74,11110,9
 ,2004,신규,24.05~26.05,2024,경희궁의 아침 2단지,내수동,"5,000",종로구,4,150,4,57.8, , ,71,11110,5
 ,2004,신규,24.05~25.05,2024,용비어천가,내수동,"1,000",종로구,4,105,4,37.67, , ,75,11110,2
 ,2004,신규,24.05~25.05,2024,용비어천가,내수동,"10,000",종로구,4,55,11,30.42, , ,75,11110,7
 ,2004,신규,24.05~25.05,2024,경희궁의 아침 3단지,내수동,"12,000",종로구,4,60,13,37.5, , ,72,11110,11
 ,2004,신규,24.04~25.04,2024,경희궁의 아침 3단지,내수동,"1,000",종로구,4,100,15,37.5, , ,72,11110,13
 ,2004,갱신,24.04~25.04,2024,용비어천가,내수동,"1,000",종로구,4,95,17,33,"22,000", ,75,11110,9
 ,2004,신규,24.04~25.04,2024,경희궁의 아침 4단지,내수동,"1,000",종로구,4,85,17,28.24, , ,73,11110,9
 ,2004,신규,24.04~25.04,2024,경희궁의 아침 3단지,내수동,"1,000",종로구,4,100,19,37.5, , ,72,11110,10
 ,2004,신규,24.05~25.05,2024,용비어천가,내수동,"1,000",종로구,4,100,22,37.56, , ,75,11110,11
 ,2004,신규,24.06~25.06,2024,경희궁의 아침 3단지,내수동,"1,000",종로구,4,100,26,37.5, , ,72,11110,15
 ,2004,신규,24.05~25.05,2024,경희궁의 아침 4단지,내수동,"1,000",종로구,4,85,26,28.24, , ,73,11110,4
 ,2007,갱신,24.05~25.05,2024,르메이에르종로타운1,종로1가,"1,000",종로구,4,90,15,34.59,"1,000",90,24,11110,8
 ,2004,신규,24.04~26.04,2024,견지동빌딩,견지동,"2,000",종로구,4,110,2,41.4, , ,110-32,11110,8
 ,2004,신규,24.04~25.04,2024,BIZ-WELL 종로 오피스텔,익선동,500,종로구,4,60,3,17.2, , ,34,11110,6
 ,2005,신규,24.05~26.05,2024,운현궁 에스케이 허브,경운동,"25,000",종로구,4,0,17,30.28, , ,89-4,11110,11
 ,2023,신규,24.04~26.06,2024,프라움스테이,관철동,"1,054",종로구,4,30,18,28.42, , ,23,11110,5
 ,2023,신규,24.04~26.06,2024,프라움스테이,관철동,919,종로구,4,27,22,25.53, , ,23,11110,5
 ,2022,신규,24.04~25.04,2024,신일 해피트리앤,관수동,"1,000",종로구,4,100,5,19.34, , ,4,11110,6
 ,2022,갱신,24.06~26.06,2024,신일 해피트리앤,관수동,"24,000",종로구,4,0,5,19.34,"25,500", ,4,11110,10
 ,2021,신규,24.04~25.04,2024,루비온오피스텔,인의동,"4,000",종로구,4,83,12,18.2, , ,28-26,11110,14
 ,2003,갱신,24.04~27.02,2024,코윈 팔레스뷰 오피스텔,원남동,"16,500",종로구,4,0,5,21.01,"16,000", ,95,11110,4
 ,2003,신규,24.05~26.05,2024,코윈 팔레스뷰 오피스텔,원남동,"1,000",종로구,4,70,15,21.01, , ,95,11110,6
 ,2019,신규,24.06~26.06,2024,로얄파크뷰,연지동,"27,500",종로구,4,0,8,36.57, , ,238-5,11110,8
 ,2020,신규,24.03~26.03,2024,센트럴시티대학로,효제동,"18,500",종로구,4,0,1,17.57, , ,167,11110,5
 ,2003,신규,24.04~25.02,2024,반도 보라 아이비 타워,효제동,"1,500",종로구,4,75,4,30.7, , ,45,11110,2
 ,2003,신규,24.05~26.05,2024,반도 보라 아이비 타워,효제동,"1,000",종로구,4,80,15,22.72, , ,45,11110,8
 ,2021,신규,24.04~25.04,2024,이지마루종로,효제동,"2,000",종로구,4,150,23,34.49, , ,126-2,11110,3
 ,2019,신규,24.05~25.05,2024,BS타워,효제동,"3,000",종로구,4,70,24,26.07, , ,193-1,11110,7
 ,2023,신규,24.04~25.04,2024,지오지안 대학로,충신동,"2,000",종로구,4,100,13,20.46, , ,83,11110,2
 ,2023,신규,24.04~25.04,2024,지오지안 대학로,충신동,"2,000",종로구,4,40,13,20.63, , ,83,11110,5
 ,2023,신규,24.04~25.04,2024,지오지안 대학로,충신동,"2,000",종로구,4,80,13,20.63, , ,83,11110,4
 ,2020,신규,24.05~26.05,2024,종로 웰라이프,창신동,"16,890",종로구,4,0,12,24.94, , ,302-1,11110,4
 ,2020,신규,24.06~26.06,2024,종로 웰라이프,창신동,"19,500",종로구,4,0,18,26.1, , ,302-1,11110,2
 ,2020,신규,24.05~26.05,2024,종로 웰라이프,창신동,"21,500",종로구,4,0,27,26.1, , ,302-1,11110,4
 ,2020,신규,24.06~26.06,2024,종로 웰라이프,창신동,"21,000",종로구,4,0,30,26.89, , ,302-1,11110,4
 ,2005,신규,24.05~25.05,2024,경일오피스텔,숭인동,"1,000",종로구,4,55,1,18.82, , ,1367,11110,9
 ,2022,신규,24.04~25.04,2024,더 카르페디엠 종로 오피스텔,숭인동,"1,000",종로구,4,110,2,23.66, , ,201-25,11110,16
 ,2021,신규,24.04~26.04,2024,숭인한성아펠시티,숭인동,"25,000",종로구,4,0,2,22.92, , ,1368,11110,5
 ,2005,신규,24.05~25.05,2024,동양파라빌,숭인동,"1,000",종로구,4,65,3,27.09, , ,1388,11110,14
 ,2020,신규,24.05~26.05,2024,헤스티아,숭인동,"12,000",종로구,4,0,3,14.71, , ,317-48,11110,4
 ,2023,신규,24.03~26.06,2024,종로 더블유 스퀘어 오피스텔,숭인동,"4,170",종로구,4,16,4,28.91, , ,1399,11110,4
 ,2005,신규,24.04~25.04,2024,동양파라빌,숭인동,"1,000",종로구,4,65,4,24.93, , ,1388,11110,11
 ,2022,신규,24.05~26.04,2024,동대문 아이리스,숭인동,"16,900",종로구,4,0,5,19.67, , ,317-58,11110,2
 ,2002,신규,24.04~26.04,2024,수석컴비즈텔,숭인동,"1,000",종로구,4,50,5,30.12, , ,55-6,11110,7
 ,2022,신규,24.05~26.05,2024,동대문 아이리스,숭인동,"24,900",종로구,4,0,6,25.34, , ,317-58,11110,8
 ,2002,신규,24.05~26.05,2024,수석컴비즈텔,숭인동,500,종로구,4,45,6,29.6, , ,55-6,11110,4
 ,2022,신규,24.06~26.06,2024,우평 원더라움 스투디오,숭인동,"26,200",종로구,4,0,6,24.79, , ,313-17,11110,15
 ,2022,신규,24.05~26.05,2024,우평 원더라움 스투디오,숭인동,"27,000",종로구,4,0,7,24.79, , ,313-17,11110,11
사용,2022,갱신,24.06~26.06,2024,우평 원더라움 스투디오,숭인동,"26,300",종로구,4,0,9,24.79,"25,300", ,313-17,11110,17
 ,2012,신규,24.05~25.05,2024,삼전솔하임2차,숭인동,"1,000",종로구,4,55,9,19.18, , ,296-19,11110,3
 ,2022,신규,24.04~25.04,2024,더 카르페디엠 종로 오피스텔,숭인동,"1,000",종로구,4,100,9,24.21, , ,201-25,11110,13
 ,2013,신규,24.05~26.05,2024,버넷하임1,숭인동,"10,800",종로구,4,10,9,24.65, , ,1421,11110,2
 ,2005,신규,24.04~25.04,2024,경일오피스텔,숭인동,"1,000",종로구,4,70,9,27.49, , ,1367,11110,10
 ,2016,신규,24.04~25.04,2024,아이비씨 호텔 앤 오피스텔,숭인동,"1,000",종로구,4,66,9,21.62, , ,1396,11110,6
 ,2023,갱신,24.03~26.06,2024,종로 더블유 스퀘어 오피스텔,숭인동,"3,720",종로구,4,14,11,24.22,100,35,1399,11110,15
 ,2023,갱신,24.03~26.06,2024,종로 더블유 스퀘어 오피스텔,숭인동,"3,640",종로구,4,14,12,24.22,100,35,1399,11110,13
 ,2020,신규,24.06~26.06,2024,헤스티아,숭인동,"12,600",종로구,4,0,12,13.12, , ,317-48,11110,17
 ,2005,신규,24.05~26.05,2024,동양파라빌,숭인동,"10,500",종로구,4,10,13,24.93, , ,1388,11110,10
 ,2022,신규,24.05~26.05,2024,한라 운종가,숭인동,"43,000",종로구,4,0,16,43.95, , ,1425,11110,8
 ,2013,신규,24.05~26.05,2024,종로 아인스빌,숭인동,"10,600",종로구,4,12,16,17.88, , ,1392-1,11110,6
 ,2020,신규,24.06~26.06,2024,헤스티아,숭인동,"13,900",종로구,4,0,17,13.12, , ,317-48,11110,10
 ,2022,신규,24.05~26.05,2024,우평 원더라움 스투디오,숭인동,"25,200",종로구,4,0,18,24.79, , ,313-17,11110,5
 ,2022,신규,24.05~26.07,2024,서도휴파크,숭인동,"2,934",종로구,4,30,18,19.52, , ,178-100,11110,6
 ,2023,신규,24.04~25.04,2024,알 트라몬토 오피스텔,숭인동,"5,000",종로구,4,150,18,38.97, , ,1408,11110,9
 ,2023,갱신,24.03~26.06,2024,종로 더블유 스퀘어 오피스텔,숭인동,"3,680",종로구,4,14,18,25.38,100,35,1399,11110,5
 ,2023,신규,24.03~26.06,2024,종로 더블유 스퀘어 오피스텔,숭인동,"1,900",종로구,4,32,18,28.91, , ,1399,11110,16
 ,2016,신규,24.04~25.04,2024,아폴리움 오피스텔,숭인동,"1,000",종로구,4,60,18,15.2, , ,201-7,11110,13
 ,2016,신규,24.04~25.04,2024,아이비씨 호텔 앤 오피스텔,숭인동,"1,000",종로구,4,66,18,21.36, , ,1396,11110,9
 ,2022,신규,24.05~26.05,2024,우평 원더라움 스투디오,숭인동,"27,300",종로구,4,0,19,24.68, , ,313-17,11110,16
 ,2005,신규,24.04~25.04,2024,동양파라빌,숭인동,"1,000",종로구,4,60,19,24.93, , ,1388,11110,3
 ,2023,갱신,24.03~26.06,2024,종로 더블유 스퀘어 오피스텔,숭인동,"4,460",종로구,4,17,19,28.91,100,42,1399,11110,15
 ,2005,신규,24.04~25.04,2024,동양파라빌,숭인동,"1,000",종로구,4,65,19,27.09, , ,1388,11110,3
 ,2023,갱신,24.03~26.06,2024,종로 더블유 스퀘어 오피스텔,숭인동,"3,830",종로구,4,15,19,25.38,100,36,1399,11110,12
 ,2022,신규,24.06~26.06,2024,한라 운종가,숭인동,"20,500",종로구,4,10,20,23.04, , ,1425,11110,6
 ,2012,신규,24.05~25.05,2024,삼전솔하임2차,숭인동,"1,000",종로구,4,60,20,21.12, , ,296-19,11110,3
사용,2020,갱신,24.05~25.05,2024,(317-29),숭인동,500,종로구,4,80,20,19.96,500,76,317-29,11110,4
 ,2014,신규,24.05~25.04,2024,숭인한양LEEPS,숭인동,"1,000",종로구,4,50,20,17.07, , ,1421-2,11110,12
 ,2016,신규,24.05~25.05,2024,아이비씨 호텔 앤 오피스텔,숭인동,"1,000",종로구,4,66,22,21.59, , ,1396,11110,18
 ,2013,신규,24.05~25.05,2024,종로 동광모닝스카이,숭인동,500,종로구,4,60,22,19.95, , ,1421-1,11110,5
 ,2016,신규,24.05~25.04,2024,아이비씨 호텔 앤 오피스텔,숭인동,"2,000",종로구,4,123,22,45.43, , ,1396,11110,20
 ,2005,신규,24.05~26.05,2024,동양파라빌,숭인동,"1,000",종로구,4,70,23,27.09, , ,1388,11110,7
 ,2022,신규,24.04~25.04,2024,더 카르페디엠 종로 오피스텔,숭인동,"1,000",종로구,4,100,24,24.21, , ,201-25,11110,11
 ,2004,신규,24.05~26.05,2024,종로대우디오빌,숭인동,"14,500",종로구,4,0,24,29.65, , ,310,11110,14
 ,2021,신규,24.04~25.04,2024,숭인한성아펠시티,숭인동,"1,000",종로구,4,94,24,22.28, , ,1368,11110,5
 ,2004,신규,24.04~26.04,2024,롯데캐슬 천지인,숭인동,"1,000",종로구,4,80,24,39.6, , ,76,11110,14
 ,2005,신규,24.05~25.05,2024,경일오피스텔,숭인동,"1,000",종로구,4,70,24,27.49, , ,1367,11110,5
