갱신요구권사용,건축년도,계약구분,계약기간,년,단지,법정동,보증금,시군구,월,월세,일,전용면적,종전계약보증금,종전계약월세,지번,지역코드,층
 ,2004,신규,23.04~25.04,2023,광화문시대,내수동,"24,000",종로구,4,0,1,34.9, , ,74,11110,2
 ,2004,신규,23.05~24.05,2023,광화문시대,내수동,"1,000",종로구,4,79,4,30.08, , ,74,11110,18
 ,2004,신규,23.05~25.05,2023,경희궁의 아침 4단지,내수동,"21,000",종로구,4,0,8,28.24, , ,73,11110,6
 ,2004,신규,23.05~24.05,2023,용비어천가,내수동,"25,000",종로구,4,0,12,37.56, , ,75,11110,17
 ,2004, , ,2023,경희궁의 아침 4단지,내수동,"1,000",종로구,4,80,13,28.24, , ,73,11110,14
 ,2004,신규,23.06~24.06,2023,용비어천가,내수동,"23,500",종로구,4,0,15,33, , ,75,11110,11
 ,2004,신규,23.05~25.05,2023,용비어천가,내수동,"27,000",종로구,4,0,19,32.51, , ,75,11110,18
 ,2004,신규,23.05~24.05,2023,광화문시대,내수동,"10,000",종로구,4,55,21,34.9, , ,74,11110,9
 ,2004,신규,23.07~24.06,2023,용비어천가,내수동,"2,000",종로구,4,160,22,58.92, , ,75,11110,8
 ,2004,갱신,23.05~24.05,2023,경희궁의 아침 2단지,내수동,"24,150",종로구,4,0,24,32.43,"24,150", ,71,11110,11
 ,2004,신규,23.05~25.05,2023,용비어천가,내수동,"23,000",종로구,4,0,25,33, , ,75,11110,4
 ,2020,신규,23.05~24.09,2023,디팰리스,신문로2가,"5,000",종로구,4,390,20,80.26, , ,171,11110,2
 ,2007,신규,23.04~25.04,2023,르메이에르종로타운1,종로1가,"20,000",종로구,4,0,10,34.59, , ,24,11110,6
 ,2007,신규,23.05~24.05,2023,르메이에르종로타운1,종로1가,"1,000",종로구,4,90,19,34.59, , ,24,11110,8
 ,2008,신규,23.04~24.04,2023,종로1가 대성스카이렉스,견지동,"24,510",종로구,4,0,6,40.45, , ,110,11110,11
 ,2005,신규,23.05~25.05,2023,종로1번가,관철동,"16,000",종로구,4,0,6,23.86, , ,155,11110,9
 ,2005,신규,23.05~24.05,2023,종로1번가,관철동,"1,000",종로구,4,68,12,23.86, , ,155,11110,6
 ,2020,신규,23.05~25.05,2023,종로 하이뷰 디아트,관수동,"21,000",종로구,4,0,12,18.16, , ,98-1,11110,8
 ,2021,신규,23.05~25.05,2023,루비온오피스텔,인의동,"20,000",종로구,4,0,4,18.2, , ,28-26,11110,6
 ,2003,신규,23.06~25.06,2023,코윈 팔레스뷰 오피스텔,원남동,"2,000",종로구,4,80,14,32.8, , ,95,11110,2
 ,2003,신규,23.05~25.05,2023,코윈 팔레스뷰 오피스텔,원남동,"12,000",종로구,4,0,17,21.01, , ,95,11110,3
 ,2020,신규,23.04~24.04,2023,센트럴시티대학로,효제동,"4,000",종로구,4,65,2,17.28, , ,167,11110,2
 ,2017,신규,23.04~24.04,2023,포레스트힐시티,효제동,"1,000",종로구,4,75,14,19.18, , ,65-2,11110,6
 ,2003,신규,23.05~25.05,2023,반도 보라 아이비 타워,효제동,"1,000",종로구,4,65,17,26.58, , ,45,11110,7
 ,2019,신규,23.05~24.05,2023,BS타워,효제동,"1,000",종로구,4,70,22,19.83, , ,193-1,11110,9
 ,2022,신규,23.04~25.04,2023,종로5가역 하이뷰더광장,종로5가,"23,000",종로구,4,0,1,18.97, , ,138-4,11110,10
 ,2022,신규,23.05~24.05,2023,종로5가역 하이뷰더광장,종로5가,"22,000",종로구,4,0,26,18.97, , ,138-4,11110,6
 ,2020,신규,23.05~25.05,2023,종로 웰라이프,창신동,"19,000",종로구,4,0,20,25.09, , ,302-1,11110,4
 ,2004,신규,23.04~24.04,2023,종로대우디오빌,숭인동,"6,000",종로구,4,50,1,36.87, , ,310,11110,8
 ,2016,갱신,23.04~24.04,2023,아이비씨 호텔 앤 오피스텔,숭인동,"1,000",종로구,4,63,3,21.45,"1,000",63,1396,11110,15
 ,2023,신규,23.04~25.04,2023,알 트라몬토 오피스텔,숭인동,"5,000",종로구,4,130,3,38.97, , ,1408,11110,3
 ,2016,신규,23.04~24.04,2023,아폴리움 오피스텔,숭인동,600,종로구,4,57,3,16.31, , ,201-7,11110,5
 ,2022,신규,23.04~24.04,2023,한라 운종가,숭인동,"1,000",종로구,4,95,3,20.67, , ,1425,11110,11
 ,2014,신규,23.04~24.04,2023,삼전솔하임4차,숭인동,500,종로구,4,55,3,19.17, , ,318-2,11110,3
 ,2023,신규,23.04~25.04,2023,알 트라몬토 오피스텔,숭인동,"5,000",종로구,4,130,3,38.97, , ,1408,11110,3
 ,2004,신규,23.04~24.04,2023,롯데캐슬 천지인,숭인동,"1,000",종로구,4,85,3,39.6, , ,76,11110,11
 ,2016,신규,23.04~25.04,2023,아폴리움 오피스텔,숭인동,"13,000",종로구,4,0,3,15.2, , ,201-7,11110,5
 ,2022, , ,2023,한라 운종가,숭인동,"21,000",종로구,4,0,4,21.71, , ,1425,11110,11
 ,2016,신규,23.04~24.04,2023,아이비씨 호텔 앤 오피스텔,숭인동,"1,000",종로구,4,63,4,21.36, , ,1396,11110,7
 ,2005, , ,2023,경일오피스텔,숭인동,"2,500",종로구,4,34,5,18.82, , ,1367,11110,4
 ,2022,신규,23.04~25.04,2023,우평 원더라움 스투디오,숭인동,"24,500",종로구,4,0,6,24.79, , ,313-17,11110,3
 ,2005, , ,2023,동양파라빌,숭인동,"10,000",종로구,4,10,7,24.93, , ,1388,11110,2
 ,2004,신규,23.04~24.04,2023,종로대우디오빌,숭인동,"1,000",종로구,4,65,7,29.65, , ,310,11110,7
 ,2005,신규,23.05~24.05,2023,동양파라빌,숭인동,"4,000",종로구,4,45,8,27.09, , ,1388,11110,3
 ,2013,신규,23.05~25.05,2023,종로 아인스빌,숭인동,"12,000",종로구,4,0,8,17.88, , ,1392-1,11110,6
사용,2016,갱신,23.04~25.04,2023,아이비씨 호텔 앤 오피스텔,숭인동,"13,780",종로구,4,0,10,21.36,"13,125", ,1396,11110,11
 ,2013,신규,23.04~24.04,2023,종로 중흥 S클래스,숭인동,"1,000",종로구,4,60,10,23.97, , ,202-3,11110,4
 ,2016,신규,23.04~24.04,2023,아이비씨 호텔 앤 오피스텔,숭인동,"1,000",종로구,4,63,10,21.62, , ,1396,11110,14
 ,2004,신규,23.05~25.05,2023,종로대우디오빌,숭인동,"16,000",종로구,4,0,10,29.65, , ,310,11110,7
 ,2013,신규,23.04~24.04,2023,버넷하임1,숭인동,500,종로구,4,65,11,24.77, , ,1421,11110,4
 ,2022,신규,23.04~24.04,2023,더 카르페디엠 종로 오피스텔,숭인동,"1,000",종로구,4,95,12,24.46, , ,201-25,11110,2
 ,2016,신규,23.04~24.04,2023,아이비씨 호텔 앤 오피스텔,숭인동,"1,000",종로구,4,63,13,21.59, , ,1396,11110,12
 ,2005,신규,23.05~25.05,2023,동양파라빌,숭인동,"13,000",종로구,4,0,13,27.09, , ,1388,11110,6
 ,2005, , ,2023,동양파라빌,숭인동,"5,000",종로구,4,45,13,27.09, , ,1388,11110,8
