manageNo,parkNm,parkSe,rdnmadr,lnmadr,latitude,longitude,parkAr,appnNtfcDate,institutionNm,phoneNumber,referenceDate,insttCode
11650-00024,서래골,근린공원,,서울특별시 서초구 반포동 63-2,37.5016296259,127.0030008295,4690.8,,서울특별시 서초구청,02-2155-6865,2022-12-22,3210000
11650-00025,도구머리,근린공원,,서울특별시 서초구 방배동 산75-1,37.4795576296,126.988161449,69578.4,,서울특별시 서초구청,02-2155-6878,2022-12-22,3210000
11650-00026,방배동,근린공원,,서울특별시 서초구 방배동 산102-20,37.4746307811,126.9850908579,7003.0,,서울특별시 서초구청,02-2155-6864,2022-12-22,3210000
11650-00027,방아다리1,근린공원,,서울특별시 서초구 양재동 62,37.4783358875,127.0355876232,2870.8,,서울특별시 서초구청,02-2155-6896,2022-12-22,3210000
11650-00028,방아다리2,근린공원,,서울특별시 서초구 양재동 72,37.4780473586,127.0352142764,2934.3,,서울특별시 서초구청,02-2155-6896,2022-12-22,3210000
11650-00029,바우뫼,근린공원,,서울특별시 서초구 양재동 105,37.4745667063,127.0344602553,16386.1,,서울특별시 서초구청,02-2155-6896,2022-12-22,3210000
11650-00030,태봉,근린공원,,서울특별시 서초구 우면동 694,37.4638204392,127.0227554596,26555.7,,서울특별시 서초구청,02-2155-6896,2022-12-22,3210000
11620-00075,까치산,소공원,,서울특별시 관악구 봉천동 1728-2,37.48311896,126.960301,964.0,2009-09-20,서울특별시 관악구청,02-879-6504,2023-10-11,3200000
11620-00076,남태령제2,소공원,,서울특별시 관악구 남현동 612-52,37.471931,126.982172,1310.0,2013-03-28,서울특별시 관악구청,02-879-6504,2023-10-11,3200000
11650-00101,청계숲,어린이공원,,서울특별시 서초구 신원동 251,37.670115924,126.870081392,1470.0,,서울특별시 서초구청,02-2155-6865,2022-12-22,3210000
11620-00042,장미,어린이공원,,서울특별시 관악구 봉천동 148-103,37.47914524,126.9624068,423.0,1976-10-28,서울특별시 관악구청,02-879-6504,2023-10-11,3200000
11620-00055,한라,어린이공원,,서울특별시 관악구 신림동 750-39,37.475633,126.914788,479.0,1978-01-05,서울특별시 관악구청,02-879-6504,2023-10-11,3200000
11620-00056,서광,어린이공원,,서울특별시 관악구 신림동 98-402,37.47521256,126.9427449,459.0,1978-04-09,서울특별시 관악구청,02-879-6504,2023-10-11,3200000
11620-00057,도덕,문화공원,,서울특별시 관악구 신림동 241-13,37.469331,126.938168,394.0,1978-04-19,서울특별시 관악구청,02-879-6504,2023-10-11,3200000
11620-00058,남강,어린이공원,,서울특별시 관악구 신림동 1678-12,37.47350474,126.924653,10350.0,1978-06-17,서울특별시 관악구청,02-879-6504,2023-10-11,3200000
11620-00059,목화,어린이공원,,서울특별시 관악구 신림동 1716-1,37.46791528,126.942282,347.0,1978-08-07,서울특별시 관악구청,02-879-6504,2023-10-11,3200000
11620-00060,대협,어린이공원,,서울특별시 관악구 신림동 746-32,37.47482451,126.913364,391.0,1978-11-27,서울특별시 관악구청,02-879-6504,2023-10-11,3200000
11620-00061,인헌,어린이공원,,서울특별시 관악구 봉천동 196-240,37.475334,126.962545,379.0,1979-06-03,서울특별시 관악구청,02-879-6504,2023-10-11,3200000
11620-00062,충효,어린이공원,,서울특별시 관악구 봉천동 1526-1,37.48101912,126.941048,3188.0,1979-12-26,서울특별시 관악구청,02-879-6504,2023-10-11,3200000
11620-00063,해바라기,어린이공원,,서울특별시 관악구 신림동 321-5,37.461967,126.930214,416.0,1980-01-14,서울특별시 관악구청,02-879-6504,2023-10-11,3200000
11620-00064,영락,어린이공원,,서울특별시 관악구 봉천동 1555-16,37.47682732,126.943804,206.0,1983-09-16,서울특별시 관악구청,02-879-6504,2023-10-11,3200000
11620-00065,오성,어린이공원,,서울특별시 관악구 신림동 655-104,37.467908,126.920805,225.0,1986-01-01,서울특별시 관악구청,02-879-6504,2023-10-11,3200000
11620-00066,미림,어린이공원,,서울특별시 관악구 신림동 254-256,37.466517,126.935286,185.0,1986-01-01,서울특별시 관악구청,02-879-6504,2023-10-11,3200000
11620-00068,미성,소공원,,서울특별시 관악구 신림동 762-2,37.477136,126.9137588,159.0,1986-01-01,서울특별시 관악구청,02-879-6504,2023-10-11,3200000
11620-00069,약수,어린이공원,,서울특별시 관악구 신림동 1685,37.473131,126.912442,533.0,1987-01-01,서울특별시 관악구청,02-879-6504,2023-10-11,3200000
11620-00070,삼육,소공원,,서울특별시 관악구 봉천동 661-118,37.487922,126.934307,119.0,1987-01-01,서울특별시 관악구청,02-879-6504,2023-10-11,3200000
11620-00071,양산,어린이공원,,서울특별시 관악구 신림동 395-35,37.473626,126.932549,297.0,1988-03-05,서울특별시 관악구청,02-879-6504,2023-10-11,3200000
11620-00072,합실,어린이공원,,서울특별시 관악구 신림동 1704-4,37.46514148,126.927068,1297.0,1997-11-12,서울특별시 관악구청,02-879-6504,2023-10-11,3200000
11620-00073,행운동,소공원,,서울특별시 관악구 봉천동 28-82,37.483375,126.959752,401.0,2000-09-14,서울특별시 관악구청,02-879-6504,2023-10-11,3200000
11620-00074,봉천,어린이공원,,서울특별시 관악구 봉천동 1707-2,37.46931172,126.9643575,652.0,2001-01-01,서울특별시 관악구청,02-879-6504,2023-10-11,3200000
11620-00077,남현,소공원,,서울특별시 관악구 남현동 1063-1,37.4756777776,126.9792770789,1607.0,2011-06-30,서울특별시 관악구청,02-879-6504,2023-10-11,3200000
11650-00099,세원,어린이공원,,서울특별시 서초구 신원동 500-5,37.4559439824,127.0499505788,1369.0,,서울특별시 서초구청,02-2155-6865,2022-12-22,3210000
11650-00100,본마을,어린이공원,,서울특별시 서초구 신원동 445,37.4545418823,127.053167678,1234.0,,서울특별시 서초구청,02-2155-6865,2022-12-22,3210000
11380-00019,분토골어린이공원,어린이공원,,서울특별시 은평구 증산 163-34,37.621482,126.915707,996.0,,서울특별시 은평구시설관리공단,02-350-5248,2021-05-01,3110000
11380-00020,서갈현어린이공원,어린이공원,,서울특별시 은평구 갈현 434-38,37.583268,126.916127,1532.2,,서울특별시 은평구시설관리공단,02-350-5248,2021-05-01,3110000
11380-00021,새장골어린이공원,어린이공원,,서울특별시 은평구 불광 444-1,37.611011,126.908075,992.0,,서울특별시 은평구시설관리공단,02-350-5248,2021-05-01,3110000
11380-00022,시내어린이공원,어린이공원,,서울특별시 은평구 불광 444-15,37.607188,126.907777,659.0,,서울특별시 은평구시설관리공단,02-350-5248,2021-05-01,3110000
11380-00023,관동어린이공원,어린이공원,,서울특별시 은평구 불광 270-11,37.623992,126.916508,331.0,,서울특별시 은평구시설관리공단,02-350-5248,2021-05-01,3110000
11380-00024,가람어린이공원,어린이공원,,서울특별시 은평구 불광 448-51,37.586711,126.911699,249.0,,서울특별시 은평구시설관리공단,02-350-5248,2021-05-01,3110000
11380-00025,신흥어린이공원,어린이공원,,서울특별시 은평구 신사 31-2,37.60631,126.9342,937.9,,서울특별시 은평구시설관리공단,02-350-5248,2021-05-01,3110000
11380-00026,아까시아어린이공원,어린이공원,,서울특별시 은평구 신사 200-27,37.591312,126.928971,982.0,,서울특별시 은평구시설관리공단,02-350-5248,2021-05-01,3110000
11380-00027,개나리어린이공원,어린이공원,,서울특별시 은평구 신사 237-177,37.590721,126.905813,2896.0,,서울특별시 은평구시설관리공단,02-350-5248,2021-05-01,3110000
11380-00028,응암4동어린이공원,어린이공원,,서울특별시 은평구 응암 742-9,37.605483,126.930922,1526.0,,서울특별시 은평구시설관리공단,02-350-5248,2021-05-01,3110000
11380-00029,불광어린이공원,어린이공원,,서울특별시 은평구 불광 236-5,37.603157,126.929288,496.0,,서울특별시 은평구시설관리공단,02-350-5248,2021-05-01,3110000
11380-00030,응암9어린이공원,어린이공원,,서울특별시 은평구 응암동 761-9,37.603459,126.932237,2244.3,,서울특별시 은평구시설관리공단,02-350-5248,2021-05-01,3110000
11380-00002,응암어린이공원,어린이공원,,서울특별시 은평구 응암 85-41,37.615323,126.919745,992.1,,서울특별시 은평구시설관리공단,02-350-5248,2021-05-01,3110000
11380-00003,신록어린이공원,어린이공원,,서울특별시 은평구 녹번 20-6,37.614689,126.915685,469.0,,서울특별시 은평구시설관리공단,02-350-5248,2021-05-01,3110000
11380-00004,참다래어린이공원,어린이공원,,서울특별시 은평구 응암 120-22,37.617265,126.913295,954.4,,서울특별시 은평구시설관리공단,02-350-5248,2021-05-01,3110000
11380-00005,포수동어린이공원,어린이공원,,서울특별시 은평구 응암 115-25,37.625135,126.918535,987.8,,서울특별시 은평구시설관리공단,02-350-5248,2021-05-01,3110000
11380-00006,시루메어린이공원,어린이공원,,서울특별시 은평구 증산 185-1,37.603973,126.923728,999.6,,서울특별시 은평구시설관리공단,02-350-5248,2021-05-01,3110000
11380-00007,연서어린이공원,어린이공원,,서울특별시 은평구 역촌 32-36,37.605114,126.938126,956.0,,서울특별시 은평구시설관리공단,02-350-5248,2021-05-01,3110000
11380-00008,역마을어린이공원,어린이공원,,서울특별시 은평구 역촌 39-2,37.601679,126.923517,949.1,,서울특별시 은평구시설관리공단,02-350-5248,2021-05-01,3110000
11380-00009,역말어린이공원,어린이공원,,서울특별시 은평구 역촌 47-1,37.598043,126.919446,966.3,,서울특별시 은평구시설관리공단,02-350-5248,2021-05-01,3110000
11380-00010,인조유기비어린이공원,어린이공원,,서울특별시 은평구 역촌 8-11,37.595367,126.917374,1256.9,,서울특별시 은평구시설관리공단,02-350-5248,2021-05-01,3110000
11380-00011,대조어린이공원,어린이공원,,서울특별시 은평구 대조 212,37.601073,126.918478,4176.9,,서울특별시 은평구시설관리공단,02-350-5248,2021-05-01,3110000
11380-00012,길마어린이공원,어린이공원,,서울특별시 은평구 갈현 474-1,37.606876,126.914238,1596.7,,서울특별시 은평구시설관리공단,02-350-5248,2021-05-01,3110000
11380-00013,궁말어린이공원,어린이공원,,서울특별시 은평구 갈현 327-21,37.608641,126.916513,1190.0,,서울특별시 은평구시설관리공단,02-350-5248,2021-05-01,3110000
11380-00014,박석어린이공원,어린이공원,,서울특별시 은평구 갈현 416-3,37.616846,126.908951,856.9,,서울특별시 은평구시설관리공단,02-350-5248,2021-05-01,3110000
11380-00015,좌월어린이공원,어린이공원,,서울특별시 은평구 갈현 513-1,37.598914,126.911312,1398.3,,서울특별시 은평구시설관리공단,02-350-5248,2021-05-01,3110000
11380-00016,갈곡리어린이공원,어린이공원,,서울특별시 은평구 갈현 436-51,37.595946,126.911954,1738.7,,서울특별시 은평구시설관리공단,02-350-5248,2021-05-01,3110000
11380-00017,새락골어린이공원,어린이공원,,서울특별시 은평구 신사 5-21,37.582994,126.906559,994.0,,서울특별시 은평구시설관리공단,02-350-5248,2021-05-01,3110000
11380-00018,호연어린이공원,어린이공원,,서울특별시 은평구 녹번 95-44,37.604098,126.916651,528.0,,서울특별시 은평구시설관리공단,02-350-5248,2021-05-01,3110000
11680-00125,물굽이공원,수변공원,,서울특별시 강남구 세곡동 537,37.46520915,127.093755,3713.3,,,02-3423-6245,2024-01-19,3220000
11680-00126,쉼표소공원,소공원,,서울특별시 강남구 세곡동 549,37.467518,127.099851,1199.2,,,02-3423-6244,2024-01-19,3220000
11680-00129,역삼미소공원,소공원,,서울특별시 강남구 역삼동 711-5,37.50142477,127.0439883,576.0,,,02-3423-6244,2024-01-19,3220000
11680-00130,도곡햇살소공원,소공원,,서울특별시 강남구 도곡동 538-4,37.49575164,127.0524907,558.5,,,02-3423-6244,2024-01-19,3220000
11680-00131,도담공원,어린이공원,,서울특별시 강남구 세곡동 548,37.46732499,127.0986125,4282.7,,,02-3423-6262,2024-01-19,3220000
11680-00132,행복공원,어린이공원,,서울특별시 강남구 세곡동 546,37.46728874,127.0971653,2483.5,,,02-3423-6262,2024-01-19,3220000
11680-00133,대치에스케이뷰1 소공원,소공원,,서울특별시 강남구 대치동 1029-2,37.49576505,127.0595115,302.0,,,02-3423-6244,2024-01-19,3220000
11680-00134,대치에스케이뷰2 소공원,소공원,,서울특별시 강남구 대치동 1029-3,37.49605146,127.0614886,481.0,,,02-3423-6244,2024-01-19,3220000
11680-00135,래미안대치팰리스소공원1,소공원,,서울특별시 강남구 대치동 1027-1,37.4943606,127.0598416,3845.0,,,02-3423-6244,2024-01-19,3220000
11680-00136,래미안대치팰리스소공원2,소공원,,서울특별시 강남구 대치동 1028-1,37.4949289,127.061663,990.0,,,02-3423-6244,2024-01-19,3220000
11680-00137,방죽소공원,소공원,,서울특별시 강남구 율현동  354,37.4724532,127.1065987,5704.0,,,02-3423-6244,2024-01-19,3220000
11680-00138,솔밭소공원,소공원,,서울특별시 강남구 율현동  431,37.4738142,127.1082681,692.0,,,02-3423-6244,2024-01-19,3220000
11680-00139,대치제2지구소공원,소공원,,서울특별시 강남구 대치동 977,37.50195628,127.0648309,595.5,,,02-3423-6244,2024-01-19,3220000
11200-00048,행당4구역,소공원,서울특별시 성동구 행당로6길 74,서울특별시 성동구 행당동 323-24,37.5555693,127.0320798,1235.0,2003-12-15,서울특별시 성동구,02-2886-5655,2022-08-30,3030000
11200-00032,도장골,소공원,서울특별시 성동구 행당로 82,서울특별시 성동구 행당동 346-2,37.5548088817,127.0273997152,678.3,2009-05-28,서울특별시 성동구,02-2886-5655,2022-08-30,3030000
11200-00024,도선,어린이공원,서울특별시 성동구 홍익동 무학로8길 8 도선동공영주차장,서울특별시 성동구 홍익동 370,37.56550468,127.031418,2332.5,2005-03-11,서울특별시 성동구,02-2886-5655,2022-08-30,3030000
11200-00025,살구골,어린이공원,서울특별시 성동구 고산자로 177,서울특별시 성동구 행당동 376-3,37.55573009,127.0335764,1573.9,2004-11-10,서울특별시 성동구,02-2886-5655,2022-08-30,3030000
11200-00026,금동,어린이공원,서울특별시 성동구 무수막길 16,서울특별시 성동구 금호동2가 1218,37.549422288,127.0256914528,2591.0,2006-07-20,서울특별시 성동구,02-2886-5655,2022-08-30,3030000
11200-00029,논골새싹,어린이공원,서울특별시 성동구 난계로 56,서울특별시 성동구 행당동 347-2,37.5575113137,127.0250458,2837.1,2010-02-20,서울특별시 성동구,02-2886-5655,2022-08-30,3030000
11200-00030,꽃재,어린이공원,서울특별시 성동구 마장로 161,서울특별시 성동구 하왕십리동 1069,37.5678193398,127.0278897345,2810.0,2007-08-13,서울특별시 성동구,02-2286-5655,2022-08-30,3030000
11200-00031,전관원,어린이공원,서울특별시 성동구 살곶이길 327,서울특별시 성동구 행당동 90-2,37.5546744736,127.0404901794,4760.0,2008-07-31,서울특별시 성동구,02-2286-5655,2022-08-30,3030000
11200-00033,동부,소공원,서울특별시 성동구 왕십리로6길 30,서울특별시 성동구 성수동1가 656-1735,37.545245833,127.0474356,251.0,2009-05-28,서울특별시 성동구,02-2886-5655,2022-08-30,3030000
11200-00034,청송,소공원,서울특별시 성동구 아차산로9길 20,서울특별시 성동구 성수동2가 277-23,37.5459959331,127.0587894152,798.7,2009-05-28,서울특별시 성동구,02-2886-5655,2022-08-30,3030000
11200-00035,향림,소공원,서울특별시 성동구 성수일로10길 23,서울특별시 성동구 성수동2가 289-28,37.547036659,127.0533154,987.8,2009-05-28,서울특별시 성동구,02-2886-5655,2022-08-30,3030000
