갱신요구권사용,건축년도,계약구분,계약기간,년,법정동,보증금액,아파트,월,월세금액,일,전용면적,종전계약보증금,종전계약월세,지번,지역코드,층
 ,2008,갱신,21.07~23.07,2021,사직동,"94,500",광화문스페이스본(101동~105동),7,0,8,146.92,"80,000", ,9,11110,12
사용,2008,갱신,21.07~23.07,2021,사직동,"40,000",광화문스페이스본(101동~105동),7,105,10,94.51,"40,000",100,9,11110,11
 ,2008,신규,21.09~23.09,2021,사직동,"5,000",광화문스페이스본(101동~105동),7,220,15,70.8, , ,9,11110,1
 ,2008,신규,21.08~23.08,2021,사직동,"55,000",광화문스페이스본(101동~105동),7,80,19,86.85, , ,9,11110,14
사용,2008,갱신,21.08~23.08,2021,사직동,"40,000",광화문스페이스본(101동~105동),7,126,31,94.51,"40,000",120,9,11110,8
 ,1983,신규,21.08~23.08,2021,당주동,"5,000",세종,7,160,26,104.73, , ,100,11110,4
사용,2004,갱신,21.07~23.07,2021,내수동,"89,250",경희궁의아침4단지,7,0,9,124.17,"85,000", ,73,11110,8
사용,2004,갱신,21.07~23.07,2021,내수동,"89,250",킹스매너,7,105,9,218.86,"85,000",100,110-15,11110,1
 ,2004,신규,21.10~23.10,2021,내수동,"150,000",경희궁의아침4단지,7,0,19,124.17, , ,73,11110,10
사용,2003,갱신,21.08~23.08,2021,내수동,"30,000",경희궁파크팰리스,7,175,22,103.77,"30,000",170,95,11110,10
 ,2004,신규,21.10~23.10,2021,내수동,"57,000",경희궁의아침2단지,7,200,24,124.17, , ,71,11110,12
 ,2003, , ,2021,익선동,"29,000",현대뜨레비앙,7,0,10,48.54, , ,55,11110,7
 ,2003,신규,21.07~23.07,2021,익선동,"27,000",현대뜨레비앙,7,0,14,46.64, , ,55,11110,3
사용,2003,갱신,21.07~23.07,2021,익선동,"1,000",현대뜨레비앙,7,85,14,36.08,"1,000",85,55,11110,6
 ,2003,신규,21.08~23.08,2021,익선동,"7,000",현대뜨레비앙,7,70,17,48.54, , ,55,11110,7
 ,2003, , ,2021,익선동,"29,900",현대뜨레비앙,7,0,31,48.54, , ,55,11110,2
 ,2013,신규,21.07~22.07,2021,경운동,"1,000",삼성빌딩,7,50,1,16.83, , ,22,11110,3
 ,2006,신규,21.08~23.08,2021,인의동,"70,000",효성쥬얼리시티,7,0,5,92.81, , ,48-2,11110,16
사용,2006,갱신,21.09~23.09,2021,인의동,"52,500",효성쥬얼리시티,7,0,30,84.64,"50,000", ,48-2,11110,17
 ,2017, ,21.08~22.08,2021,효제동,"13,965",포레스트힐시티,7,0,5,14.1832, , ,65-2,11110,8
 ,2017, ,21.08~22.07,2021,효제동,"18,500",포레스트힐시티,7,0,8,16.672, , ,65-2,11110,7
 ,2017, ,21.08~23.08,2021,효제동,"18,500",포레스트힐시티,7,0,8,16.672, , ,65-2,11110,7
 ,2017,신규,21.08~23.08,2021,효제동,"2,000",포레스트힐시티,7,65,12,15.879, , ,65-2,11110,11
 ,2017,신규,21.09~23.09,2021,효제동,"1,000",포레스트힐시티,7,65,24,14.6825, , ,65-2,11110,10
 ,2004,갱신,21.08~23.08,2021,이화동,"31,000",송림아마레스아파트,7,0,24,60.48,"30,000", ,9-1,11110,6
 ,2014,신규,21.09~23.01,2021,연건동,"1,000",이화에수풀,7,75,6,16.98, , ,195-10,11110,8
 ,2004,신규,21.09~23.09,2021,혜화동,"72,000",혜화훼미리,7,0,2,109.06, , ,20-12,11110,6
 ,2004,신규,21.10~23.10,2021,혜화동,"100,000",혜화훼미리,7,0,16,140.22, , ,20-12,11110,5
 ,1999,신규,21.08~23.08,2021,명륜2가,"5,000",명륜동주상복합아남아파트,7,120,5,50.49, , ,237,11110,4
사용,1999,갱신,21.07~23.07,2021,명륜2가,"10,500",명륜동주상복합아남아파트,7,105,12,61.13,"10,000",100,237,11110,6
사용,1995,갱신,21.07~23.08,2021,명륜2가,"60,900",아남1,7,0,12,84.8,"58,000", ,4,11110,19
 ,1995, ,21.10~23.10,2021,명륜2가,"78,000",아남1,7,0,21,84.9, , ,4,11110,7
 ,1995,신규,21.10~23.10,2021,명륜2가,"78,000",아남1,7,0,21,84.9, , ,4,11110,7
사용,1999,갱신,21.08~23.08,2021,명륜2가,"34,500",명륜동주상복합아남아파트,7,0,24,44.37,"33,000", ,237,11110,8
사용,1995,갱신,21.08~23.08,2021,명륜2가,"20,000",아남1,7,117,28,84.9,"20,000",110,4,11110,9
 ,1999,갱신,21.07~23.07,2021,창신동,"39,900",두산,7,0,1,59.95,"38,000", ,232,11110,17
 ,1992,신규,21.09~23.09,2021,창신동,"50,000",창신쌍용1,7,0,2,79.87, , ,702,11110,11
 ,1992, , ,2021,창신동,"50,000",창신쌍용1,7,0,2,79.87, , ,702,11110,11
 ,1992,신규,21.09~23.09,2021,창신동,"50,000",창신쌍용1,7,0,2,79.87, , ,702,11110,11
 ,1992, ,21.09~23.09,2021,창신동,"50,000",창신쌍용1,7,0,2,79.87, , ,702,11110,2
 ,1966,신규,21.07~23.07,2021,창신동,500,동대문,7,50,3,28.8, , ,328-17,11110,1
 ,1993,갱신,21.07~23.07,2021,창신동,"34,650",창신쌍용2,7,0,3,115.53,"33,000", ,703,11110,8
 ,1994, , ,2021,창신동,"13,650",창림,7,0,5,59.67, , ,639-20,11110,4
사용,1994,갱신,21.07~23.07,2021,창신동,"13,650",창림,7,0,5,59.67,"13,000", ,639-20,11110,4
사용,1993,갱신,21.08~23.08,2021,창신동,"34,650",창신쌍용2,7,0,7,106.62,"33,000", ,703,11110,12
 ,1993, ,21.08~23.08,2021,창신동,"34,650",창신쌍용2,7,0,7,106.62, , ,703,11110,12
 ,1992,신규,21.07~22.07,2021,창신동,"40,000",창신쌍용1,7,0,8,106.62, , ,702,11110,7
 ,1992,신규,21.09~23.09,2021,창신동,"37,000",창신쌍용1,7,0,9,54.7, , ,702,11110,12
사용,1999,갱신,21.07~23.07,2021,창신동,"39,375",두산,7,0,10,84.9,"37,500", ,232,11110,9
사용,1992,갱신,21.07~22.02,2021,창신동,"28,000",창신쌍용1,7,0,11,54.7,"28,000", ,702,11110,5
 ,1970,신규,21.07~23.07,2021,창신동,500,동문상가,7,50,12,45.3, , ,436-41,11110,5
사용,1992,갱신,21.08~23.08,2021,창신동,"32,550",창신쌍용1,7,0,16,79.87,"31,000", ,702,11110,8
사용,1993,갱신,21.07~24.12,2021,창신동,"25,000",창신쌍용2,7,0,17,64.66,"25,000", ,703,11110,13
 ,1993,신규,21.10~23.10,2021,창신동,"50,000",창신쌍용2,7,0,17,79.87, , ,703,11110,7
 ,1993, ,21.10~23.10,2021,창신동,"50,000",창신쌍용2,7,0,17,79.87, , ,703,11110,7
 ,1968,신규,21.09~23.09,2021,창신동,"1,000",동대문상가,7,62,20,37.55, , ,436-64,11110,4
사용,1993,갱신,21.08~23.08,2021,창신동,"26,250",창신쌍용2,7,0,21,79.87,"25,000", ,703,11110,8
 ,1993,신규,21.10~23.10,2021,창신동,"36,000",창신쌍용2,7,0,24,54.7, , ,703,11110,12
 ,1993,갱신,21.08~23.08,2021,창신동,"32,000",창신쌍용2,7,0,27,64.66,"27,500", ,703,11110,4
 ,1993,갱신,21.09~23.09,2021,창신동,"25,200",창신쌍용2,7,0,29,54.7,"24,000", ,703,11110,5
 ,1993,신규,21.09~23.09,2021,창신동,"55,000",창신쌍용2,7,0,29,115.53, , ,703,11110,1
 ,1993, , ,2021,창신동,"27,000",창신쌍용2,7,0,31,64.66, , ,703,11110,2
사용,1994,갱신,21.08~23.08,2021,창신동,"4,000",성용,7,63,31,58.23,"4,000",60,640-252,11110,6
 ,2015,신규,21.08~22.08,2021,숭인동,"4,712",영하우스,7,37,3,18.37, , ,207-32,11110,12
 ,2015,신규,21.11~23.11,2021,숭인동,"4,864",영하우스,7,38,6,20.27, , ,207-32,11110,5
 ,2012, , ,2021,숭인동,"1,000",삼전솔하임2차,7,50,7,15, , ,296-19,11110,8
 ,2012,신규,21.07~22.07,2021,숭인동,"1,000",삼전솔하임2차,7,50,7,15, , ,296-19,11110,8
 ,2012,신규,21.07~22.07,2021,숭인동,"1,000",삼전솔하임2차,7,50,7,15, , ,296-19,11110,8
 ,2013,신규,21.08~23.08,2021,숭인동,"5,000",익성씨티하임,7,35,8,15.76, , ,1392,11110,13
 ,2013,신규,21.07~23.07,2021,숭인동,"13,000",종로아인스빌,7,0,9,12.15, , ,1392-1,11110,11
 ,2009,신규,21.10~23.10,2021,숭인동,"75,000",종로청계힐스테이트,7,0,9,114.7153, , ,766,11110,8
 ,2014,신규,21.07~22.07,2021,숭인동,"1,000",삼전솔하임4차,7,53,10,15.09, , ,318-2,11110,12
 ,2013,신규,21.07~23.07,2021,숭인동,"1,000",종로동광모닝스카이,7,53,12,15.855, , ,1421-1,11110,10
 ,2013,신규,21.07~23.07,2021,숭인동,"10,500",종로유케이201,7,0,13,12.09, , ,201-11,11110,7
 ,2015, ,21.07~22.07,2021,숭인동,"4,864",영하우스,7,36,13,20.27, , ,207-32,11110,17
사용,2017,갱신,21.07~23.07,2021,숭인동,"24,675",블루빌,7,0,14,44.56,"23,500", ,243,11110,6
사용,2017,갱신,21.07~23.07,2021,숭인동,"24,675",블루빌,7,0,14,44.56,"23,500", ,243,11110,6
 ,2015, ,21.08~23.07,2021,숭인동,"10,000",영하우스,7,28,15,20.27, , ,207-32,11110,3
사용,2008,갱신,22.06~24.06,2021,숭인동,"54,000",종로센트레빌,7,0,17,114.67,"52,000", ,2-1,11110,12
 ,2014,신규,21.08~23.08,2021,숭인동,"7,000",삼전솔하임4차,7,25,19,15.09, , ,318-2,11110,14
 ,2013, , ,2021,숭인동,"12,500",종로아인스빌,7,0,19,12.15, , ,1392-1,11110,11
 ,2009,신규,21.09~23.09,2021,숭인동,"40,000",종로청계힐스테이트,7,50,21,59.9426, , ,766,11110,3
 ,2008, ,21.09~23.09,2021,숭인동,"42,000",종로센트레빌,7,0,21,59.92, , ,2-1,11110,8
 ,2008,신규,21.09~23.09,2021,숭인동,"8,000",종로센트레빌,7,140,21,59.92, , ,2-1,11110,4
 ,2013,신규,21.08~22.08,2021,숭인동,"1,000",종로중흥S클래스,7,55,21,19.466, , ,202-3,11110,13
 ,2013, , ,2021,숭인동,"1,000",종로아인스빌,7,50,22,12.15, , ,1392-1,11110,12
사용,2009,갱신,21.07~23.07,2021,숭인동,"47,500",종로청계힐스테이트,7,0,22,84.9478,"47,500", ,766,11110,12
 ,2013,신규,21.08~22.08,2021,숭인동,"1,000",종로중흥S클래스,7,60,24,19.466, , ,202-3,11110,10
 ,2008, , ,2021,숭인동,"50,400",종로센트레빌,7,0,26,84.92, , ,2-1,11110,4
