갱신요구권사용,건축년도,계약구분,계약기간,년,법정동,보증금액,아파트,월,월세금액,일,전용면적,종전계약보증금,종전계약월세,지번,지역코드,층
 ,1999,신규,23.02~24.02,2023,통인동,"21,000",효자,2,0,27,61.49, , ,5-1,11110,3
 ,2007,신규,23.04~25.04,2023,필운동,"95,000",신동아블루아광화문의꿈,2,0,22,108.95, , ,254,11110,7
 ,2008,신규,23.02~25.02,2023,사직동,"70,000",광화문스페이스본(101동~105동),2,220,1,158.99, , ,9,11110,3
 ,2008, , ,2023,사직동,"70,000",광화문스페이스본(101동~105동),2,0,4,70.8, , ,9,11110,12
 ,2008,갱신,23.02~25.02,2023,사직동,"20,000",광화문스페이스본(106동),2,310,4,150.4,"20,000",280,9-1,11110,5
 ,2008,신규,23.02~25.02,2023,사직동,"60,000",광화문스페이스본(101동~105동),2,100,6,94.28, , ,9,11110,8
 ,2008,갱신,23.02~23.07,2023,사직동,"5,000",광화문스페이스본(101동~105동),2,400,7,151.81,"5,000",400,9,11110,2
사용,2008,갱신,23.03~24.03,2023,사직동,"20,000",광화문스페이스본(101동~105동),2,170,18,68.18,"20,000",160,9,11110,14
사용,2008,갱신,23.03~25.03,2023,사직동,"83,000",광화문스페이스본(101동~105동),2,100,24,151.81,"80,000",100,9,11110,6
 ,2008,신규,23.05~25.05,2023,사직동,"80,000",광화문스페이스본(101동~105동),2,230,28,158.99, , ,9,11110,12
 ,2004,신규,23.03~25.03,2023,내수동,"20,000",경희궁의아침4단지,2,350,7,124.17, , ,73,11110,6
 ,2003,신규,23.02~25.02,2023,내수동,"10,000",경희궁파크팰리스,2,350,11,103.77, , ,95,11110,8
 ,2004,갱신,23.04~25.04,2023,내수동,"90,000",경희궁의아침4단지,2,100,17,124.17,"90,000", ,73,11110,13
 ,1994,신규,23.03~23.05,2023,내수동,"5,000",세종로대우,2,180,22,100.44, , ,167,11110,10
 ,1981,신규,23.02~25.02,2023,신문로1가,"40,000",신문로맨션,2,0,4,91.53, , ,238,11110,9
 ,2020,신규,23.03~25.03,2023,신문로2가,"50,000",디팰리스,2,600,26,148.111, , ,171,11110,13
 ,2003,신규,23.02~25.02,2023,익선동,"1,000",현대뜨레비앙,2,80,1,28.1, , ,55,11110,8
사용,1998,갱신,23.03~24.03,2023,익선동,"47,000",운현신화타워,2,0,24,76.09,"55,000", ,30-6,11110,9
 ,2013,신규,23.03~24.02,2023,낙원동,"1,000",삼일주택,2,57,24,13.2, , ,22-1,11110,3
 ,2006,신규,23.03~25.03,2023,인의동,"61,500",효성쥬얼리시티,2,0,9,106.81, , ,48-2,11110,13
 ,2006,갱신,23.03~25.03,2023,인의동,"15,000",효성쥬얼리시티,2,145,25,84.98,"15,000",145,48-2,11110,9
 ,2017,신규,23.02~25.02,2023,효제동,"1,000",포레스트힐시티,2,90,2,18.505, , ,65-2,11110,3
 ,2021,신규,23.02~24.02,2023,효제동,"2,000",이지마루종로,2,150,16,26.64, , ,126-2,11110,6
 ,2021, , ,2023,효제동,"2,000",이지마루종로,2,150,18,26.64, , ,126-2,11110,6
 ,2017,신규,23.02~25.02,2023,효제동,"1,000",포레스트힐시티,2,66,25,14.1832, , ,65-2,11110,10
 ,2014,신규,23.03~25.03,2023,연건동,"1,000",이화에수풀,2,80,4,16.98, , ,195-10,11110,8
 ,2022,신규,23.03~25.03,2023,충신동,"40,000",힐스테이트창경궁,2,150,2,84.95, , ,60,11110,13
