갱신요구권사용,건축년도,계약구분,계약기간,년,법정동,보증금액,아파트,월,월세금액,일,전용면적,종전계약보증금,종전계약월세,지번,지역코드,층
 ,2008,갱신,23.05~25.05,2023,사직동,"115,000",광화문스페이스본(101동~105동),5,0,3,146.92,"105,000", ,9,11110,6
 ,2008,갱신,23.05~25.05,2023,사직동,"115,000",광화문스페이스본(101동~105동),5,0,3,146.92,"105,000", ,9,11110,6
 ,2008, , ,2023,사직동,"115,000",광화문스페이스본(101동~105동),5,0,3,146.92, , ,9,11110,6
 ,2008,갱신,23.05~25.05,2023,사직동,"10,000",광화문스페이스본(101동~105동),5,260,4,94.28,"10,000",200,9,11110,9
 ,2008,신규,23.08~25.08,2023,사직동,"5,000",광화문스페이스본(101동~105동),5,380,8,136.4, , ,9,11110,11
 ,2008,신규,23.07~25.07,2023,사직동,"99,000",광화문스페이스본(101동~105동),5,0,12,159.01, , ,9,11110,10
 ,2008,신규,23.05~25.05,2023,사직동,"25,000",광화문스페이스본(106동),5,230,17,153.42, , ,9-1,11110,11
 ,2008,신규,23.08~25.08,2023,사직동,"85,000",광화문스페이스본(101동~105동),5,0,24,94.51, , ,9,11110,5
 ,2008,신규,23.05~25.05,2023,사직동,"42,000",광화문스페이스본(101동~105동),5,110,26,95.88, , ,9,11110,1
 ,2008,갱신,23.06~25.06,2023,사직동,"69,000",광화문스페이스본(101동~105동),5,40,26,94.51,"69,000",15,9,11110,8
 ,1981,신규, ,2023,당주동,"30,000",롯데미도파광화문빌딩,5,200,22,149.95, , ,145,11110,9
 ,2003,신규,23.05~25.05,2023,내수동,"20,000",경희궁파크팰리스,5,400,2,147.62, , ,95,11110,8
 ,2004,신규,23.06~25.06,2023,내수동,"10,000",경희궁의아침2단지,5,350,6,124.17, , ,71,11110,16
 ,1994,신규,23.06~25.06,2023,내수동,"25,000",세종로대우,5,100,25,66.96, , ,167,11110,10
