갱신요구권사용,건축년도,계약구분,계약기간,년,법정동,보증금액,아파트,월,월세금액,일,전용면적,종전계약보증금,종전계약월세,지번,지역코드,층
 ,1999,신규,21.09~23.09,2021,통인동,"17,000",효자,6,0,25,61.49, , ,5-1,11110,3
 ,2007,신규,21.06~23.06,2021,필운동,"87,000",신동아블루아광화문의꿈,6,0,5,107.5, , ,254,11110,11
 ,2008,신규,21.08~23.08,2021,사직동,"10,000",광화문스페이스본(101동~105동),6,310,11,126.34, , ,9,11110,12
 ,2008,신규,21.07~23.07,2021,사직동,"145,000",광화문스페이스본(106동),6,0,16,153.42, , ,9-1,11110,1
 ,2008, , ,2021,사직동,"5,000",광화문스페이스본(101동~105동),6,380,17,136.4, , ,9,11110,11
 ,2008,신규,21.08~23.08,2021,사직동,"5,000",광화문스페이스본(101동~105동),6,380,17,136.4, , ,9,11110,11
 ,2008,신규,21.09~23.09,2021,사직동,"15,000",광화문스페이스본(101동~105동),6,330,26,136.4, , ,9,11110,6
 ,1981,신규,21.06~23.06,2021,당주동,"20,000",롯데미도파광화문빌딩,6,45,18,149.95, , ,145,11110,7
사용,2004,갱신, ,2021,내수동,"78,700",경희궁의아침4단지,6,0,1,124.17,"75,000", ,73,11110,14
 ,2004, , ,2021,내수동,"130,000",경희궁의아침2단지,6,0,11,124.17, , ,71,11110,5
 ,2004,신규,21.08~23.08,2021,내수동,"130,000",경희궁의아침2단지,6,0,11,124.17, , ,71,11110,5
 ,2003,갱신,21.08~23.08,2021,내수동,"73,000",경희궁파크팰리스,6,0,15,103.77,"68,000", ,95,11110,11
 ,2004,신규,21.08~23.08,2021,내수동,"60,000",경희궁의아침2단지,6,150,29,124.17, , ,71,11110,6
 ,1994,신규,21.08~23.08,2021,내수동,"49,000",세종로대우,6,0,30,66.96, , ,167,11110,13
 ,2020,신규,21.09~23.09,2021,신문로2가,"240,000",디팰리스,6,0,12,148.111, , ,171,11110,13
 ,2020,신규,21.09~23.09,2021,신문로2가,"240,000",디팰리스,6,0,12,148.111, , ,171,11110,13
 ,2003, ,21.07~23.07,2021,익선동,"31,500",현대뜨레비앙,6,0,10,58.78, , ,55,11110,2
 ,2003,신규,21.07~23.07,2021,익선동,"1,000",현대뜨레비앙,6,100,12,46.64, , ,55,11110,5
 ,2003, , ,2021,익선동,"1,000",현대뜨레비앙,6,80,12,45.5, , ,55,11110,4
 ,2003,갱신,21.06~23.06,2021,익선동,"1,000",현대뜨레비앙,6,100,15,46.64,"1,000",95,55,11110,3
