갱신요구권사용,건축년도,계약구분,계약기간,년,법정동,보증금액,아파트,월,월세금액,일,전용면적,종전계약보증금,종전계약월세,지번,지역코드,층
 ,2008,신규,24.02~26.02,2024,사직동,"88,000",광화문스페이스본(101동~105동),1,0,6,94.51, , ,9,11110,4
 ,2008,신규,24.02~26.02,2024,사직동,"65,000",광화문스페이스본(101동~105동),1,80,8,108.55, , ,9,11110,7
 ,2008,신규,24.02~26.02,2024,사직동,"40,000",광화문스페이스본(101동~105동),1,200,10,94.51, , ,9,11110,4
 ,2008,신규,24.02~26.02,2024,사직동,"50,000",광화문스페이스본(101동~105동),1,200,11,94.51, , ,9,11110,13
 ,2008,갱신,24.01~26.01,2024,사직동,"110,000",광화문스페이스본(101동~105동),1,0,12,147.31,"97,650", ,9,11110,9
 ,2008,신규,24.02~26.02,2024,사직동,"145,000",광화문스페이스본(101동~105동),1,0,16,158.99, , ,9,11110,11
 ,2008,신규,24.03~26.03,2024,사직동,"20,000",광화문스페이스본(101동~105동),1,200,19,68.18, , ,9,11110,14
 ,2008,신규,24.04~26.04,2024,사직동,"75,000",광화문스페이스본(106동),1,120,25,153.42, , ,9-1,11110,6
 ,2008,갱신, ,2024,사직동,"120,000",광화문스페이스본(101동~105동),1,0,26,159.01,"99,750", ,9,11110,9
 ,2008,신규,24.02~26.02,2024,사직동,"70,000",광화문스페이스본(101동~105동),1,100,27,97.61, , ,9,11110,4
 ,2008,신규,24.04~26.04,2024,사직동,"5,000",광화문스페이스본(106동),1,400,29,153.42, , ,9-1,11110,5
 ,1994,신규,24.03~26.03,2024,내수동,"88,000",세종로대우,1,0,8,109.91, , ,167,11110,12
 ,2004,신규,24.02~26.02,2024,내수동,"70,000",경희궁의아침3단지,1,200,10,149, , ,72,11110,10
 ,2004,갱신,24.02~26.02,2024,내수동,"110,000",경희궁의아침3단지,1,0,13,149,"60,000",134,72,11110,4
 ,2003,신규,24.02~26.02,2024,익선동,"30,000",현대뜨레비앙,1,0,4,48.54, , ,55,11110,3
 ,2003,신규,24.02~26.02,2024,익선동,"15,000",현대뜨레비앙,1,30,10,45.5, , ,55,11110,4
 ,2021,신규,24.02~26.02,2024,효제동,"23,000",이지마루종로,1,30,5,20.87, , ,126-2,11110,7
사용,2017,갱신,24.02~25.02,2024,효제동,"1,000",포레스트힐시티,1,90,6,20.3861,"1,000",87,65-2,11110,13
 ,2017,신규,24.02~26.02,2024,효제동,"1,000",포레스트힐시티,1,85,12,16.672, , ,65-2,11110,5
 ,2021,신규,24.02~26.02,2024,효제동,"2,000",이지마루종로,1,125,30,17.73, , ,126-2,11110,9
 ,2017,신규,24.02~26.02,2024,효제동,"2,000",포레스트힐시티,1,95,31,18.505, , ,65-2,11110,3
 ,2004,신규,24.03~26.03,2024,이화동,"35,000",송림아마레스아파트,1,0,8,84.42, , ,9-1,11110,1
 ,2014,신규,24.02~26.02,2024,연건동,"1,000",이화에수풀,1,80,5,16.98, , ,195-10,11110,13
 ,2014,신규,24.01~25.01,2024,연건동,"2,000",이화에수풀,1,75,12,16.98, , ,195-10,11110,6
 ,2014,신규,24.01~25.01,2024,연건동,"1,000",이화에수풀,1,85,13,16.98, , ,195-10,11110,9
 ,2014,신규,24.02~25.02,2024,연건동,"1,000",이화에수풀,1,80,13,16.98, , ,195-10,11110,7
 ,2014,신규,24.01~25.01,2024,연건동,"1,000",이화에수풀,1,83,16,16.98, , ,195-10,11110,9
 ,2022,신규,24.03~26.03,2024,충신동,"90,000",힐스테이트창경궁,1,0,14,84.95, , ,60,11110,12
 ,2022,신규,24.03~26.03,2024,충신동,"90,000",힐스테이트창경궁,1,0,14,84.95, , ,60,11110,12
 ,2022,신규,24.02~26.02,2024,충신동,"95,000",힐스테이트창경궁,1,0,16,84.97, , ,60,11110,6
 ,2022,신규,24.02~26.02,2024,충신동,"95,000",힐스테이트창경궁,1,0,16,84.97, , ,60,11110,6
 ,2022, , ,2024,충신동,"95,000",힐스테이트창경궁,1,0,16,84.97, , ,60,11110,6
 ,2011,신규,24.03~26.03,2024,충신동,"1,000",CS타워,1,75,20,22.17, , ,62-2,11110,14
 ,2011,신규,24.02~26.02,2024,충신동,"1,000",CS타워,1,85,24,21.94, , ,62-2,11110,10
 ,2011,신규,24.02~26.02,2024,충신동,"1,000",CS타워,1,80,26,21.94, , ,62-2,11110,14
 ,2006,신규,24.03~26.03,2024,명륜1가,"83,000",렉스빌,1,0,5,135.79, , ,19,11110,5
 ,1995,신규,24.02~26.02,2024,명륜1가,"1,000",방산아파트,1,90,17,32.53, , ,5-89,11110,2
 ,1995,신규,24.02~26.02,2024,명륜2가,"50,000",아남1,1,70,2,84.9, , ,4,11110,2
 ,1995,신규,24.02~26.02,2024,명륜2가,"50,000",아남1,1,70,2,84.9, , ,4,11110,2
 ,1995,신규,24.02~26.02,2024,명륜2가,"75,000",아남1,1,0,3,84.9, , ,4,11110,12
 ,1995,신규,24.02~26.02,2024,명륜2가,"74,000",아남1,1,0,6,84.9, , ,4,11110,4
 ,1995,신규,24.02~26.02,2024,명륜2가,"75,000",아남1,1,0,6,84.9, , ,4,11110,2
 ,1995,갱신,24.05~26.05,2024,명륜2가,"64,360",아남1,1,0,6,84.9,"61,300", ,4,11110,3
 ,1995, ,24.02~26.02,2024,명륜2가,"75,000",아남1,1,0,6,84.9, , ,4,11110,17
 ,1999,신규,24.01~26.01,2024,명륜2가,"15,000",명륜동주상복합아남아파트,1,150,6,44.37, , ,237,11110,8
 ,1999,신규,24.02~26.02,2024,명륜2가,"5,000",명륜동주상복합아남아파트,1,135,12,47.43, , ,237,11110,3
 ,1999,신규,24.02~26.02,2024,명륜2가,"47,000",명륜동주상복합아남아파트,1,0,12,47.43, , ,237,11110,5
 ,1995,갱신,24.01~26.02,2024,명륜2가,"73,000",아남1,1,0,13,84.9,"65,100", ,4,11110,15
 ,1995,갱신,24.01~26.01,2024,명륜2가,"69,500",아남1,1,0,14,84.8,"66,000", ,4,11110,18
