갱신요구권사용,건축년도,계약구분,계약기간,년,법정동,보증금액,아파트,월,월세금액,일,전용면적,종전계약보증금,종전계약월세,지번,지역코드,층
 ,2000, , ,2021,청운동,"56,000",청운현대,4,0,24,68.43, , ,56-45,11110,4
 ,1999, , ,2021,통인동,"17,000",효자,4,0,5,61.49, , ,5-1,11110,3
 ,2008, , ,2021,사직동,"70,000",광화문스페이스본(101동~105동),4,0,12,97.61, , ,9,11110,2
 ,2008, , ,2021,사직동,"20,000",광화문스페이스본(101동~105동),4,280,15,121.37, , ,9,11110,13
 ,2008, , ,2021,사직동,"20,000",광화문스페이스본(101동~105동),4,280,15,121.37, , ,9,11110,13
 ,2008, , ,2021,사직동,"130,000",광화문스페이스본(101동~105동),4,0,17,159.01, , ,9,11110,5
 ,2008, , ,2021,사직동,"99,750",광화문스페이스본(101동~105동),4,0,24,146.92, , ,9,11110,10
 ,1983, , ,2021,당주동,"58,000",세종,4,0,3,102.64, , ,100,11110,9
 ,1981, ,21.05~23.05,2021,당주동,"20,000",롯데미도파광화문빌딩,4,25,19,65.79, , ,145,11110,8
 ,2004, , ,2021,내수동,"10,000",경희궁의아침3단지,4,320,5,124.17, , ,72,11110,2
 ,2003, , ,2021,익선동,"1,000",현대뜨레비앙,4,95,17,46.64, , ,55,11110,3
 ,2003, , ,2021,익선동,"30,000",현대뜨레비앙,4,0,22,48.54, , ,55,11110,3
 ,1998, , ,2021,익선동,"3,000",운현신화타워,4,100,26,57.18, , ,30-6,11110,8
 ,2003, , ,2021,익선동,"1,000",현대뜨레비앙,4,90,29,46.64, , ,55,11110,4
 ,1968, , ,2021,낙원동,"30,000",낙원,4,0,27,70.61, , ,288,11110,15
 ,2006, , ,2021,인의동,"100,000",효성쥬얼리시티,4,0,27,141.04, , ,48-2,11110,19
 ,2006, , ,2021,인의동,"58,275",효성쥬얼리시티,4,0,28,98.39, , ,48-2,11110,9
 ,2017, , ,2021,효제동,"3,500",포레스트힐시티,4,70,10,22.0584, , ,65-2,11110,5
 ,2004, , ,2021,이화동,"44,000",송림아마레스아파트,4,0,20,84.42, , ,9-1,11110,5
 ,2011, , ,2021,충신동,"18,000",CS타워,4,0,30,22.17, , ,62-2,11110,10
 ,1995, , ,2021,명륜1가,"10,000",방산(5-102),4,20,13,33.36, , ,5-102,11110,2
 ,1995, , ,2021,명륜2가,"65,000",아남1,4,0,9,84.9, , ,4,11110,20
 ,1999, , ,2021,명륜2가,"10,000",명륜동주상복합아남아파트,4,80,10,47.43, , ,237,11110,8
 ,1995, ,21.06~23.06,2021,명륜2가,"10,000",아남1,4,180,12,84.9, , ,4,11110,15
 ,1995, , ,2021,명륜2가,"45,000",아남1,4,70,27,84.8, , ,4,11110,7
 ,1995, , ,2021,명륜2가,"45,000",아남1,4,70,27,84.8, , ,4,11110,7
 ,1995, , ,2021,명륜2가,"52,500",아남1,4,0,29,84.8, , ,4,11110,10
 ,1999, , ,2021,창신동,"5,000",두산,4,120,1,59.95, , ,232,11110,15
 ,1993, , ,2021,창신동,"30,000",창신쌍용2,4,0,1,54.7, , ,703,11110,6
 ,1999, ,21.06~23.06,2021,창신동,"38,850",두산,4,0,2,59.95, , ,232,11110,9
 ,1993, , ,2021,창신동,"38,000",창신쌍용2,4,0,4,64.66, , ,703,11110,8
 ,2002, , ,2021,창신동,"24,500",MID그린(9동),4,0,6,59.9, , ,601-6,11110,6
 ,1993, , ,2021,창신동,"26,000",창신쌍용2,4,25,6,106.62, , ,703,11110,10
 ,1992, , ,2021,창신동,"30,000",창신쌍용1,4,55,8,79.87, , ,702,11110,11
 ,1993, , ,2021,창신동,"65,000",창신쌍용2,4,0,10,115.53, , ,703,11110,10
 ,1993, , ,2021,창신동,"31,000",창신쌍용2,4,0,10,54.7, , ,703,11110,1
 ,1992, , ,2021,창신동,"34,000",창신쌍용1,4,0,12,54.7, , ,702,11110,3
 ,1993, , ,2021,창신동,"30,000",창신쌍용2,4,0,12,64.66, , ,703,11110,10
 ,1992, , ,2021,창신동,"34,000",창신쌍용1,4,0,12,54.7, , ,702,11110,3
 ,1992, , ,2021,창신동,"30,500",창신쌍용1,4,0,14,79.87, , ,702,11110,1
