갱신요구권사용,건축년도,계약구분,계약기간,년,법정동,보증금액,아파트,월,월세금액,일,전용면적,종전계약보증금,종전계약월세,지번,지역코드,층
 ,2008, , ,2020,사직동,"90,000",광화문스페이스본(101동~105동),3,0,6,146.92, , ,9,11110,10
 ,2008, , ,2020,사직동,"20,000",광화문스페이스본(101동~105동),3,160,18,70.8, , ,9,11110,7
 ,2008, , ,2020,사직동,"95,000",광화문스페이스본(101동~105동),3,0,22,158.99, , ,9,11110,7
 ,2008, , ,2020,사직동,"75,000",광화문스페이스본(101동~105동),3,80,25,159.01, , ,9,11110,3
 ,1983, , ,2020,당주동,"50,000",세종,3,0,6,104.73, , ,100,11110,4
 ,2004, , ,2020,내수동,"90,000",경희궁의아침3단지,3,0,3,123.13, , ,72,11110,10
 ,2003, , ,2020,내수동,"40,000",경희궁파크팰리스,3,160,8,117.26, , ,95,11110,6
 ,2003, , ,2020,내수동,560,경희궁파크팰리스,3,280,12,103.77, , ,95,11110,16
 ,2004, , ,2020,내수동,"105,000",경희궁의아침3단지,3,0,17,149, , ,72,11110,16
 ,2003, , ,2020,내수동,"5,000",경희궁파크팰리스,3,250,25,117.26, , ,95,11110,9
 ,2003, , ,2020,익선동,"3,000",현대뜨레비앙,3,80,2,48.54, , ,55,11110,5
 ,2003, , ,2020,익선동,"25,000",현대뜨레비앙,3,0,4,46.64, , ,55,11110,2
 ,2003, , ,2020,익선동,"29,000",현대뜨레비앙,3,0,7,48.54, , ,55,11110,5
 ,2003, , ,2020,익선동,"6,000",현대뜨레비앙,3,60,28,46.64, , ,55,11110,5
 ,2013, , ,2020,경운동,"3,000",삼성빌딩,3,40,17,18.18, , ,22,11110,2
 ,1968, , ,2020,낙원동,"21,000",낙원,3,0,1,107.17, , ,288,11110,13
 ,2006, , ,2020,인의동,"47,200",효성쥬얼리시티,3,0,20,84.64, , ,48-2,11110,8
 ,2003, , ,2020,명륜1가,"35,000",대보,3,30,25,81.97, , ,36-5,11110,2
 ,1999, , ,2020,명륜2가,"4,000",명륜동주상복합아남아파트,3,110,13,47.43, , ,237,11110,4
 ,2019, , ,2020,명륜2가,"1,000",어젤리아명륜1,3,68,13,28.6818, , ,8-67,11110,10
 ,1995, , ,2020,명륜2가,"20,000",아남1,3,135,17,84.9, , ,4,11110,9
 ,1995, , ,2020,명륜2가,"20,000",아남1,3,135,17,84.9, , ,4,11110,9
 ,1999, , ,2020,명륜2가,"35,000",명륜동주상복합아남아파트,3,0,25,59.36, , ,237,11110,2
 ,1999, , ,2020,명륜2가,"35,000",명륜동주상복합아남아파트,3,0,25,59.36, , ,237,11110,2
 ,1999, , ,2020,명륜2가,"10,000",명륜동주상복합아남아파트,3,90,28,47.43, , ,237,11110,5
 ,1999, , ,2020,명륜3가,"25,000",한빛,3,0,13,59.73, , ,1-30,11110,4
 ,1997, , ,2020,명륜3가,"15,000",(1-102),3,0,21,59.97, , ,1-102,11110,5
 ,2006, , ,2020,창신동,"48,000",브라운스톤창신,3,0,7,84.67, , ,23-76,11110,12
 ,1993, , ,2020,창신동,"25,000",창신쌍용2,3,0,7,54.7, , ,703,11110,12
 ,1993, , ,2020,창신동,"25,000",창신쌍용2,3,0,7,54.7, , ,703,11110,12
 ,2006, , ,2020,창신동,"38,000",브라운스톤창신,3,0,9,84.81, , ,23-76,11110,3
 ,1993, , ,2020,창신동,"28,000",창신쌍용2,3,0,9,64.66, , ,703,11110,8
 ,2006, , ,2020,창신동,"42,000",브라운스톤창신,3,0,10,84.81, , ,23-76,11110,13
 ,2006, , ,2020,창신동,"45,000",브라운스톤창신,3,0,13,84.87, , ,23-76,11110,3
 ,1992, , ,2020,창신동,"5,000",창신쌍용1,3,80,13,54.7, , ,702,11110,4
 ,1993, , ,2020,창신동,"4,000",창신쌍용2,3,80,14,64.66, , ,703,11110,6
 ,1992, , ,2020,창신동,"34,000",창신쌍용1,3,0,14,79.87, , ,702,11110,8
 ,1992, , ,2020,창신동,"5,000",창신쌍용1,3,100,18,79.87, , ,702,11110,10
 ,1999, , ,2020,창신동,"37,000",두산,3,0,23,59.95, , ,232,11110,18
 ,1999, , ,2020,창신동,"10,000",두산,3,70,23,59.95, , ,232,11110,16
 ,1992, , ,2020,창신동,"26,000",창신쌍용1,3,0,25,54.7, , ,702,11110,10
 ,1992, , ,2020,창신동,"28,000",창신쌍용1,3,0,28,54.7, , ,702,11110,13
