갱신요구권사용,건축년도,계약구분,계약기간,년,법정동,보증금액,아파트,월,월세금액,일,전용면적,종전계약보증금,종전계약월세,지번,지역코드,층
 ,2008,신규,21.11~23.11,2021,사직동,"90,000",광화문스페이스본(101동~105동),9,100,6,147.31, , ,9,11110,14
사용,2008,갱신,21.10~23.10,2021,사직동,"5,000",광화문스페이스본(101동~105동),9,262,6,94.28,"5,000",250,9,11110,8
 ,2008,신규,21.11~23.11,2021,사직동,"40,000",광화문스페이스본(101동~105동),9,160,10,94.51, , ,9,11110,6
 ,2008,신규,21.11~23.11,2021,사직동,"70,000",광화문스페이스본(101동~105동),9,210,28,126.34, , ,9,11110,11
 ,2008,신규,21.11~23.11,2021,사직동,"80,000",광화문스페이스본(101동~105동),9,0,29,159.01, , ,9,11110,8
 ,1983,신규,21.11~23.11,2021,당주동,"50,000",세종,9,0,6,93.4, , ,100,11110,6
 ,2004,신규,21.11~23.11,2021,내수동,"10,000",경희궁의아침3단지,9,450,23,150.48, , ,72,11110,6
 ,2003,갱신,21.09~23.09,2021,내수동,"94,000",경희궁파크팰리스,9,0,25,146.39,"86,000", ,95,11110,3
 ,2003,신규,21.10~23.10,2021,익선동,"1,000",현대뜨레비앙,9,75,10,28.1, , ,55,11110,7
 ,1998,신규,21.10~23.10,2021,익선동,"25,000",운현신화타워,9,0,16,74.52, , ,30-6,11110,15
 ,2003,신규,21.10~23.10,2021,익선동,"1,000",현대뜨레비앙,9,90,16,45.5, , ,55,11110,4
 ,2003,신규,21.09~23.09,2021,익선동,"1,000",현대뜨레비앙,9,95,22,48.54, , ,55,11110,3
 ,2013,신규,21.09~22.09,2021,경운동,500,삼성빌딩,9,50,6,14.88, , ,22,11110,2
 ,2013,신규,22.09~23.09,2021,경운동,500,삼성빌딩,9,35,6,14.88, , ,22,11110,2
 ,2013,신규,21.09~22.09,2021,경운동,"2,000",삼성빌딩,9,40,8,17.69, , ,22,11110,5
 ,1968,신규,21.10~23.10,2021,낙원동,"25,000",낙원,9,0,16,70.61, , ,288,11110,15
사용,2006,갱신,21.11~23.11,2021,인의동,"42,000",효성쥬얼리시티,9,60,8,106.81,"40,000",60,48-2,11110,11
