갱신요구권사용,건축년도,계약구분,계약기간,년,법정동,보증금액,아파트,월,월세금액,일,전용면적,종전계약보증금,종전계약월세,지번,지역코드,층
사용,2008,갱신,23.11~25.11,2023,사직동,"40,000",광화문스페이스본(101동~105동),10,168,10,94.51,"40,000",160,9,11110,6
 ,2008,신규,23.11~25.11,2023,사직동,"88,000",광화문스페이스본(101동~105동),10,0,13,94.51, , ,9,11110,6
 ,2008,신규,23.12~25.12,2023,사직동,"88,000",광화문스페이스본(101동~105동),10,0,18,94.51, , ,9,11110,10
 ,2008,신규,24.01~26.01,2023,사직동,"130,000",광화문스페이스본(106동),10,0,20,144.52, , ,9-1,11110,5
 ,2008,갱신,23.10~24.10,2023,사직동,"90,000",광화문스페이스본(101동~105동),10,0,24,94.51,"68,000",8,9,11110,1
사용,2008,갱신,23.12~25.12,2023,사직동,"32,348",광화문스페이스본(101동~105동),10,160,24,94.51,"25,000",179,9,11110,11
 ,2008,신규,23.12~25.12,2023,사직동,"5,000",광화문스페이스본(101동~105동),10,250,25,70.8, , ,9,11110,10
 ,2008,갱신,23.12~25.12,2023,사직동,"94,500",광화문스페이스본(101동~105동),10,60,28,151.81,"94,500", ,9,11110,3
 ,1983,갱신,23.11~25.11,2023,당주동,"52,000",세종,10,0,16,104.73,"55,000", ,100,11110,4
 ,1983,신규,23.11~25.11,2023,당주동,"30,000",세종,10,90,16,93.4, , ,100,11110,6
사용,2004,갱신,23.10~25.10,2023,내수동,"138,000",경희궁의아침4단지,10,0,13,124.17,"150,000", ,73,11110,10
 ,2003,신규,23.10~25.10,2023,익선동,"1,000",현대뜨레비앙,10,80,17,28.1, , ,55,11110,8
 ,1968,갱신,23.10~25.10,2023,낙원동,"32,000",낙원,10,0,16,69.42,"32,000", ,288,11110,7
 ,2006,갱신,23.10~25.10,2023,인의동,"55,000",효성쥬얼리시티,10,0,5,84.64,"52,500", ,48-2,11110,11
 ,2006,신규,23.10~25.10,2023,인의동,"60,000",효성쥬얼리시티,10,0,7,92.81, , ,48-2,11110,14
 ,2006,신규,23.12~25.12,2023,인의동,"58,000",효성쥬얼리시티,10,0,7,84.64, , ,48-2,11110,9
 ,2006,갱신,23.12~25.12,2023,인의동,"67,000",효성쥬얼리시티,10,0,14,103.62,"64,050", ,48-2,11110,7
 ,2006,신규,23.11~25.11,2023,인의동,"15,000",효성쥬얼리시티,10,200,15,84.7, , ,48-2,11110,9
 ,2021,신규,23.10~25.10,2023,효제동,"13,000",이지마루종로,10,0,7,26.65, , ,126-2,11110,10
 ,2021,신규,23.12~25.11,2023,효제동,"2,000",이지마루종로,10,160,17,26.33, , ,126-2,11110,9
 ,2014,신규,23.10~25.12,2023,연건동,"1,000",이화에수풀,10,77,23,16.98, , ,195-10,11110,5
 ,2022,신규,24.02~26.02,2023,충신동,"80,000",힐스테이트창경궁,10,0,2,84.96, , ,60,11110,5
 ,2022, , ,2023,충신동,"80,000",힐스테이트창경궁,10,0,2,76.82, , ,60,11110,5
 ,2022,신규,24.02~26.02,2023,충신동,"80,000",힐스테이트창경궁,10,0,2,84.96, , ,60,11110,5
 ,2004,갱신,23.10~25.10,2023,혜화동,"80,000",혜화훼미리,10,0,11,140.22,"100,000", ,20-12,11110,5
 ,2003,신규,23.12~25.12,2023,명륜1가,"47,500",송림아마레스아파트,10,0,5,84.62, , ,2-12,11110,3
 ,1995,신규,23.12~25.12,2023,명륜1가,"1,000",방산아파트,10,85,14,32.53, , ,5-89,11110,4
 ,1995,신규,23.12~25.11,2023,명륜1가,"15,000",방산아파트,10,15,24,59.4, , ,5-89,11110,5
 ,1995, , ,2023,명륜2가,"78,000",아남1,10,0,3,84.9, , ,4,11110,9
 ,1995,신규,23.12~25.12,2023,명륜2가,"78,000",아남1,10,0,3,84.9, , ,4,11110,9
 ,1996,신규,24.01~26.01,2023,명륜2가,"58,000",아남2,10,0,4,59.4, , ,236,11110,4
 ,1996, , ,2023,명륜2가,"58,000",아남2,10,0,4,59.4, , ,236,11110,4
 ,1995,신규,23.12~25.12,2023,명륜2가,"75,000",아남1,10,0,6,84.8, , ,4,11110,18
 ,1995,신규,23.12~25.12,2023,명륜2가,"40,000",아남1,10,80,9,84.9, , ,4,11110,16
 ,1995,신규,23.12~25.12,2023,명륜2가,"12,000",아남1,10,220,9,84.9, , ,4,11110,11
 ,1995,신규,23.12~25.12,2023,명륜2가,"73,000",아남1,10,0,11,84.9, , ,4,11110,16
 ,1995,신규,23.10~25.10,2023,명륜2가,"68,000",아남1,10,0,19,84.9, , ,4,11110,4
 ,1995,갱신,23.11~25.11,2023,명륜2가,"22,000",아남1,10,140,21,84.8,"17,000",150,4,11110,15
사용,1995,갱신,23.11~25.05,2023,명륜2가,"23,000",아남1,10,110,28,84.9,"23,000",100,4,11110,8
 ,1995,신규,24.01~26.01,2023,명륜2가,"80,000",아남1,10,0,31,84.9, , ,4,11110,8
 ,1992,신규,23.12~25.12,2023,창신동,"39,000",창신쌍용1,10,0,2,54.7, , ,702,11110,4
 ,1993,갱신,23.10~25.10,2023,창신동,"40,000",창신쌍용2,10,0,2,79.87,"48,000", ,703,11110,11
 ,1993,신규,23.10~25.10,2023,창신동,"27,563",창신쌍용2,10,0,3,54.7, , ,703,11110,12
 ,1973,신규,23.11~25.11,2023,창신동,"27,000",동대문맨션,10,0,4,89.55, , ,578-5,11110,9
 ,1973,신규,23.11~25.11,2023,창신동,"27,000",동대문맨션,10,0,4,89.55, , ,578-5,11110,9
 ,1993,신규,23.12~25.12,2023,창신동,"45,000",창신쌍용2,10,0,14,79.87, , ,703,11110,5
 ,1993,신규,23.12~25.12,2023,창신동,"45,000",창신쌍용2,10,0,14,79.87, , ,703,11110,5
 ,1993, , ,2023,창신동,"45,000",창신쌍용2,10,0,14,64.66, , ,703,11110,3
 ,1970,신규,23.11~25.11,2023,창신동,"11,000",동문상가,10,0,17,42.39, , ,436-41,11110,6
 ,1966, ,23.11~25.11,2023,창신동,"9,500",동대문,10,0,17,28.8, , ,328-17,11110,2
 ,1992,신규,23.12~25.12,2023,창신동,"43,000",창신쌍용1,10,0,19,106.62, , ,702,11110,12
 ,1999,신규,23.11~25.11,2023,창신동,"5,000",두산,10,130,19,59.95, , ,232,11110,21
 ,1966,신규,23.11~25.11,2023,창신동,500,동대문,10,50,20,28.8, , ,328-17,11110,5
 ,2006,신규,23.12~25.12,2023,창신동,"50,000",브라운스톤창신,10,0,23,84.81, , ,23-76,11110,3
사용,2006,갱신,23.10~25.10,2023,창신동,"41,000",브라운스톤창신,10,0,25,84.67,"41,000", ,23-76,11110,5
 ,1993, , ,2023,창신동,"30,000",창신쌍용2,10,0,25,64.66, , ,703,11110,10
 ,1993,신규,23.12~25.12,2023,창신동,"32,000",창신쌍용2,10,0,25,64.66, , ,703,11110,14
 ,1993,신규,23.12~25.11,2023,창신동,"30,000",창신쌍용2,10,0,25,64.66, , ,703,11110,10
 ,1993, ,24.02~26.02,2023,창신동,"38,000",창신쌍용2,10,0,27,79.87, , ,703,11110,8
사용,1999,갱신,23.12~25.11,2023,창신동,"60,000",두산,10,0,27,84.9,"70,000", ,232,11110,11
 ,1993,갱신,23.12~26.10,2023,창신동,"28,000",창신쌍용2,10,35,28,79.87,"21,000", ,703,11110,8
 ,1992,신규,23.12~25.12,2023,창신동,"34,000",창신쌍용1,10,0,28,54.7, , ,702,11110,8
 ,1968,신규,23.12~25.12,2023,창신동,"10,500",동대문상가,10,0,28,40.87, , ,436-64,11110,4
 ,1999,신규,23.10~25.10,2023,창신동,"45,000",두산,10,0,31,59.95, , ,232,11110,1
사용,2008,갱신,23.10~25.10,2023,숭인동,"45,500",종로센트레빌,10,0,4,59.92,"40,950", ,2-1,11110,5
 ,2013,신규,23.10~24.10,2023,숭인동,"1,000",종로중흥S클래스,10,65,4,19.466, , ,202-3,11110,16
 ,2013,신규,23.10~24.10,2023,숭인동,"2,000",익성씨티하임,10,53,5,15.76, , ,1392,11110,12
 ,1979, ,23.10~25.10,2023,숭인동,"11,740",숭인상가,10,53,6,78.75, , ,204-11,11110,5
 ,2008,갱신,23.10~25.10,2023,숭인동,"50,000",종로센트레빌,10,0,6,84.92,"48,300", ,2-1,11110,7
 ,2008,신규,23.11~25.11,2023,숭인동,"57,700",종로센트레빌,10,0,6,84.92, , ,2-1,11110,8
 ,2013,신규,23.10~24.10,2023,숭인동,"1,000",종로아인스빌,10,60,6,12.15, , ,1392-1,11110,14
 ,2013,신규,23.10~24.10,2023,숭인동,"1,000",종로유케이201,10,50,7,12.09, , ,201-11,11110,6
 ,2023,신규,23.11~25.11,2023,숭인동,"8,640",청계로벤하임,10,85,12,39.995, , ,240-1,11110,12
 ,2023,신규,23.10~25.10,2023,숭인동,"7,680",청계로벤하임,10,77,13,34.791, , ,240-1,11110,3
 ,2009,신규,23.12~25.12,2023,숭인동,"45,000",종로청계힐스테이트,10,0,13,59.9426, , ,766,11110,1
 ,2008, , ,2023,숭인동,"73,000",종로센트레빌,10,0,13,114.67, , ,2-1,11110,7
