갱신요구권사용,건축년도,계약구분,계약기간,년,법정동,보증금액,아파트,월,월세금액,일,전용면적,종전계약보증금,종전계약월세,지번,지역코드,층
 ,2000, , ,2020,청운동,"54,000",청운현대,7,0,20,68.43, , ,56-45,11110,4
 ,2002, , ,2020,신교동,"57,400",신현(102동),7,0,16,121.96, , ,6-11,11110,5
 ,2008, , ,2020,사직동,"110,000",광화문스페이스본(101동~105동),7,0,6,146.92, , ,9,11110,5
 ,2008, , ,2020,사직동,"30,000",광화문스페이스본(101동~105동),7,150,21,94.51, , ,9,11110,2
 ,2008, , ,2020,사직동,"85,000",광화문스페이스본(101동~105동),7,0,25,94.51, , ,9,11110,14
 ,2008, , ,2020,사직동,"60,000",광화문스페이스본(101동~105동),7,50,25,94.51, , ,9,11110,7
 ,2008, , ,2020,사직동,"70,000",광화문스페이스본(101동~105동),7,0,31,94.51, , ,9,11110,4
 ,1981, , ,2020,당주동,"40,000",롯데미도파광화문빌딩,7,0,13,93.36, , ,145,11110,10
 ,1983, , ,2020,당주동,"52,000",세종,7,0,20,102.89, , ,100,11110,5
 ,1981, , ,2020,당주동,"30,000",롯데미도파광화문빌딩,7,0,27,65.79, , ,145,11110,8
 ,2004, , ,2020,내수동,"110,000",경희궁의아침3단지,7,0,3,150.48, , ,72,11110,14
 ,2004, , ,2020,내수동,"95,000",경희궁의아침4단지,7,0,9,124.17, , ,73,11110,13
 ,2004, , ,2020,내수동,"12,000",경희궁의아침2단지,7,0,10,174.55, , ,71,11110,10
 ,2003, , ,2020,익선동,"26,000",현대뜨레비앙,7,8,6,45.5, , ,55,11110,9
 ,2003, , ,2020,익선동,"1,000",현대뜨레비앙,7,100,9,48.54, , ,55,11110,2
 ,2003, , ,2020,익선동,"29,500",현대뜨레비앙,7,0,10,48.54, , ,55,11110,5
 ,2003, , ,2020,익선동,"9,000",현대뜨레비앙,7,33,18,36.08, , ,55,11110,9
 ,2003, , ,2020,익선동,"1,000",현대뜨레비앙,7,100,20,46.64, , ,55,11110,3
 ,2013, , ,2020,낙원동,"6,000",삼일주택,7,0,31,17.55, , ,22-1,11110,7
 ,2006, , ,2020,인의동,"65,000",효성쥬얼리시티,7,0,10,106.81, , ,48-2,11110,18
 ,2017, , ,2020,효제동,"13,300",포레스트힐시티,7,0,4,14.1832, , ,65-2,11110,8
 ,2017, , ,2020,효제동,"20,000",포레스트힐시티,7,0,22,18.274, , ,65-2,11110,4
 ,1995, , ,2020,명륜2가,"62,000",아남1,7,0,6,84.8, , ,4,11110,4
 ,1995, , ,2020,명륜2가,"62,000",아남1,7,0,12,84.9, , ,4,11110,17
 ,1995, , ,2020,명륜2가,"59,850",아남1,7,0,20,84.9, , ,4,11110,6
 ,1995, , ,2020,명륜2가,"20,000",아남1,7,130,21,84.9, , ,4,11110,2
 ,1995, , ,2020,명륜2가,"60,000",아남1,7,0,28,84.9, , ,4,11110,3
 ,1995, , ,2020,명륜2가,"10,000",아남1,7,160,30,84.8, , ,4,11110,9
 ,1999, , ,2020,명륜2가,"33,000",명륜동주상복합아남아파트,7,0,31,44.37, , ,237,11110,8
 ,1999, , ,2020,창신동,"30,000",두산,7,35,1,59.95, , ,232,11110,16
 ,2006, , ,2020,창신동,"45,000",브라운스톤창신,7,0,7,84.67, , ,23-76,11110,15
 ,1999, , ,2020,창신동,"5,000",두산,7,110,8,59.95, , ,232,11110,5
 ,1992, , ,2020,창신동,"27,000",창신쌍용1,7,0,9,54.7, , ,702,11110,11
 ,1999, , ,2020,창신동,"43,050",두산,7,0,9,84.9, , ,232,11110,8
 ,1993, , ,2020,창신동,"31,500",창신쌍용2,7,0,11,79.87, , ,703,11110,8
 ,1992, , ,2020,창신동,"25,000",창신쌍용1,7,0,13,54.7, , ,702,11110,7
