갱신요구권사용,건축년도,계약구분,계약기간,년,법정동,보증금액,아파트,월,월세금액,일,전용면적,종전계약보증금,종전계약월세,지번,지역코드,층
 ,1999, , ,2020,누상동,"14,700",청호그린빌,12,0,2,29.76, , ,40,11110,4
 ,2008, , ,2020,사직동,"50,000",광화문스페이스본(101동~105동),12,240,1,159.01, , ,9,11110,14
 ,2008, , ,2020,사직동,"115,000",광화문스페이스본(101동~105동),12,0,1,158.99, , ,9,11110,13
 ,2008, , ,2020,사직동,"45,000",광화문스페이스본(101동~105동),12,221,15,158.99, , ,9,11110,14
 ,2008, , ,2020,사직동,"10,000",광화문스페이스본(101동~105동),12,330,19,147.31, , ,9,11110,11
 ,2008, , ,2020,사직동,"80,000",광화문스페이스본(101동~105동),12,100,21,151.81, , ,9,11110,6
 ,2008, , ,2020,사직동,"45,000",광화문스페이스본(101동~105동),12,120,22,94.51, , ,9,11110,4
 ,2008, , ,2020,사직동,"75,000",광화문스페이스본(101동~105동),12,0,24,70.8, , ,9,11110,3
 ,2008, , ,2020,사직동,"30,000",광화문스페이스본(101동~105동),12,160,31,94.51, , ,9,11110,5
 ,1983, , ,2020,당주동,"10,000",세종,12,125,26,91.68, , ,100,11110,5
 ,1983, , ,2020,당주동,"3,000",세종,12,150,29,102.64, , ,100,11110,8
 ,2004, , ,2020,내수동,"105,000",경희궁의아침2단지,12,0,15,124.17, , ,71,11110,3
 ,1981, , ,2020,신문로1가,"50,000",신문로맨션,12,0,10,98.31, , ,238,11110,8
 ,2003, , ,2020,익선동,"1,000",현대뜨레비앙,12,100,2,46.64, , ,55,11110,3
 ,2003, , ,2020,익선동,"1,000",현대뜨레비앙,12,90,17,45.5, , ,55,11110,5
 ,2003, , ,2020,익선동,"22,000",현대뜨레비앙,12,0,29,45.5, , ,55,11110,2
 ,2003, , ,2020,익선동,"10,000",현대뜨레비앙,12,65,30,48.54, , ,55,11110,6
 ,2013, , ,2020,경운동,"8,000",삼성빌딩,12,0,28,16.83, , ,22,11110,5
 ,2013, , ,2020,낙원동,"1,000",삼일주택,12,55,28,17.55, , ,22-1,11110,4
 ,2013, , ,2020,낙원동,500,삼일주택,12,50,28,13.86, , ,22-1,11110,9
 ,2006, , ,2020,인의동,"40,000",효성쥬얼리시티,12,100,1,98.39, , ,48-2,11110,15
 ,2006, , ,2020,인의동,"20,000",효성쥬얼리시티,12,80,1,84.64, , ,48-2,11110,14
 ,2006, , ,2020,인의동,"55,000",효성쥬얼리시티,12,0,19,84.64, , ,48-2,11110,10
 ,2006, , ,2020,인의동,"51,000",효성쥬얼리시티,12,0,22,84.64, , ,48-2,11110,7
