갱신요구권사용,건축년도,계약구분,계약기간,년,법정동,보증금액,아파트,월,월세금액,일,전용면적,종전계약보증금,종전계약월세,지번,지역코드,층
 ,2008,갱신,24.07~26.07,2024,사직동,"40,000",광화문스페이스본(101동~105동),5,300,4,146.92,"40,000",268,9,11110,12
 ,2008,갱신,24.06~26.06,2024,사직동,"70,000",광화문스페이스본(101동~105동),5,0,9,107.91,"62,500", ,9,11110,14
 ,2008,신규,24.07~26.07,2024,사직동,"96,000",광화문스페이스본(101동~105동),5,0,17,94.51, , ,9,11110,2
사용,1983,갱신,24.05~26.05,2024,당주동,"52,500",세종,5,0,18,105.06,"50,000", ,100,11110,7
 ,2004,갱신,24.04~25.04,2024,내수동,"68,000",경희궁의아침4단지,5,134,2,124.17,"63,000",126,73,11110,6
 ,1968,신규,24.07~26.07,2024,낙원동,"2,000",낙원,5,140,21,65.92, , ,288,11110,14
 ,2017,신규,24.06~25.05,2024,효제동,"3,000",포레스트힐시티,5,70,27,14.6825, , ,65-2,11110,11
 ,2021,신규,24.07~26.07,2024,효제동,"26,800",이지마루종로,5,20,29,24.44, , ,126-2,11110,7
 ,2014,신규,24.05~26.02,2024,연건동,"1,000",이화에수풀,5,93,11,19.86, , ,195-10,11110,11
 ,2022,신규,24.08~26.08,2024,충신동,"20,000",힐스테이트창경궁,5,240,20,76.82, , ,60,11110,13
 ,2002,갱신,24.09~26.08,2024,명륜1가,"51,500",아미레스아파트,5,0,28,72.61,"48,300", ,45-5,11110,7
 ,2006,신규,24.06~26.06,2024,명륜1가,"20,000",건양하늘터,5,195,31,84.9, , ,23,11110,8
 ,1996, , ,2024,명륜2가,"30,000",아남2,5,92,1,84.96, , ,236,11110,2
 ,1995,신규,24.07~26.07,2024,명륜2가,"70,000",아남1,5,0,15,84.9, , ,4,11110,1
 ,1996,신규,24.08~26.08,2024,명륜2가,"60,000",아남2,5,0,15,59.4, , ,236,11110,3
 ,1995,갱신,24.06~25.08,2024,명륜2가,"25,000",아남1,5,170,16,84.8,"25,000",150,4,11110,17
