행정동코드,행정동시도명,행정동시군구명,행정동읍면동명,행정동시군구코드,행정동읍면동코드,행정동주소
1162071500,서울특별시,관악구,난향동,11620,71500,서울특별시 관악구 난향동
1162072500,서울특별시,관악구,조원동,11620,72500,서울특별시 관악구 조원동
1162073500,서울특별시,관악구,대학동,11620,73500,서울특별시 관악구 대학동
1162074500,서울특별시,관악구,삼성동,11620,74500,서울특별시 관악구 삼성동
1162076500,서울특별시,관악구,미성동,11620,76500,서울특별시 관악구 미성동
1162077500,서울특별시,관악구,난곡동,11620,77500,서울특별시 관악구 난곡동
1165051000,서울특별시,서초구,서초1동,11650,51000,서울특별시 서초구 서초1동
1165052000,서울특별시,서초구,서초2동,11650,52000,서울특별시 서초구 서초2동
1165053000,서울특별시,서초구,서초3동,11650,53000,서울특별시 서초구 서초3동
1165053100,서울특별시,서초구,서초4동,11650,53100,서울특별시 서초구 서초4동
1165054000,서울특별시,서초구,잠원동,11650,54000,서울특별시 서초구 잠원동
1165055000,서울특별시,서초구,반포본동,11650,55000,서울특별시 서초구 반포본동
1165056000,서울특별시,서초구,반포1동,11650,56000,서울특별시 서초구 반포1동
1165057000,서울특별시,서초구,반포2동,11650,57000,서울특별시 서초구 반포2동
1165058000,서울특별시,서초구,반포3동,11650,58000,서울특별시 서초구 반포3동
1165058100,서울특별시,서초구,반포4동,11650,58100,서울특별시 서초구 반포4동
1165059000,서울특별시,서초구,방배본동,11650,59000,서울특별시 서초구 방배본동
1165060000,서울특별시,서초구,방배1동,11650,60000,서울특별시 서초구 방배1동
1165061000,서울특별시,서초구,방배2동,11650,61000,서울특별시 서초구 방배2동
1165062000,서울특별시,서초구,방배3동,11650,62000,서울특별시 서초구 방배3동
1165062100,서울특별시,서초구,방배4동,11650,62100,서울특별시 서초구 방배4동
1165065100,서울특별시,서초구,양재1동,11650,65100,서울특별시 서초구 양재1동
1165065200,서울특별시,서초구,양재2동,11650,65200,서울특별시 서초구 양재2동
1165066000,서울특별시,서초구,내곡동,11650,66000,서울특별시 서초구 내곡동
1168051000,서울특별시,강남구,신사동,11680,51000,서울특별시 강남구 신사동
1168052100,서울특별시,강남구,논현1동,11680,52100,서울특별시 강남구 논현1동
1168053100,서울특별시,강남구,논현2동,11680,53100,서울특별시 강남구 논현2동
1168054500,서울특별시,강남구,압구정동,11680,54500,서울특별시 강남구 압구정동
1168056500,서울특별시,강남구,청담동,11680,56500,서울특별시 강남구 청담동
1168058000,서울특별시,강남구,삼성1동,11680,58000,서울특별시 강남구 삼성1동
1168059000,서울특별시,강남구,삼성2동,11680,59000,서울특별시 강남구 삼성2동
1168060000,서울특별시,강남구,대치1동,11680,60000,서울특별시 강남구 대치1동
1168061000,서울특별시,강남구,대치2동,11680,61000,서울특별시 강남구 대치2동
1168063000,서울특별시,강남구,대치4동,11680,63000,서울특별시 강남구 대치4동
1168064000,서울특별시,강남구,역삼1동,11680,64000,서울특별시 강남구 역삼1동
1168065000,서울특별시,강남구,역삼2동,11680,65000,서울특별시 강남구 역삼2동
1168065500,서울특별시,강남구,도곡1동,11680,65500,서울특별시 강남구 도곡1동
1168065600,서울특별시,강남구,도곡2동,11680,65600,서울특별시 강남구 도곡2동
1168066000,서울특별시,강남구,개포1동,11680,66000,서울특별시 강남구 개포1동
1168067000,서울특별시,강남구,개포2동,11680,67000,서울특별시 강남구 개포2동
1168067500,서울특별시,강남구,개포3동,11680,67500,서울특별시 강남구 개포3동
1168069000,서울특별시,강남구,개포4동,11680,69000,서울특별시 강남구 개포4동
1168070000,서울특별시,강남구,세곡동,11680,70000,서울특별시 강남구 세곡동
1168072000,서울특별시,강남구,일원본동,11680,72000,서울특별시 강남구 일원본동
1168073000,서울특별시,강남구,일원1동,11680,73000,서울특별시 강남구 일원1동
1168075000,서울특별시,강남구,수서동,11680,75000,서울특별시 강남구 수서동
1171051000,서울특별시,송파구,풍납1동,11710,51000,서울특별시 송파구 풍납1동
1171052000,서울특별시,송파구,풍납2동,11710,52000,서울특별시 송파구 풍납2동
1171053100,서울특별시,송파구,거여1동,11710,53100,서울특별시 송파구 거여1동
1171053200,서울특별시,송파구,거여2동,11710,53200,서울특별시 송파구 거여2동
1171054000,서울특별시,송파구,마천1동,11710,54000,서울특별시 송파구 마천1동
1171055000,서울특별시,송파구,마천2동,11710,55000,서울특별시 송파구 마천2동
1171056100,서울특별시,송파구,방이1동,11710,56100,서울특별시 송파구 방이1동
1171056200,서울특별시,송파구,방이2동,11710,56200,서울특별시 송파구 방이2동
1171056600,서울특별시,송파구,오륜동,11710,56600,서울특별시 송파구 오륜동
1171057000,서울특별시,송파구,오금동,11710,57000,서울특별시 송파구 오금동
1171058000,서울특별시,송파구,송파1동,11710,58000,서울특별시 송파구 송파1동
1171059000,서울특별시,송파구,송파2동,11710,59000,서울특별시 송파구 송파2동
1171060000,서울특별시,송파구,석촌동,11710,60000,서울특별시 송파구 석촌동
1171061000,서울특별시,송파구,삼전동,11710,61000,서울특별시 송파구 삼전동
1171062000,서울특별시,송파구,가락본동,11710,62000,서울특별시 송파구 가락본동
1171063100,서울특별시,송파구,가락1동,11710,63100,서울특별시 송파구 가락1동
1171063200,서울특별시,송파구,가락2동,11710,63200,서울특별시 송파구 가락2동
1171064100,서울특별시,송파구,문정1동,11710,64100,서울특별시 송파구 문정1동
1171064200,서울특별시,송파구,문정2동,11710,64200,서울특별시 송파구 문정2동
1171064600,서울특별시,송파구,장지동,11710,64600,서울특별시 송파구 장지동
1171064700,서울특별시,송파구,위례동,11710,64700,서울특별시 송파구 위례동
1171065000,서울특별시,송파구,잠실본동,11710,65000,서울특별시 송파구 잠실본동
1171067000,서울특별시,송파구,잠실2동,11710,67000,서울특별시 송파구 잠실2동
1171068000,서울특별시,송파구,잠실3동,11710,68000,서울특별시 송파구 잠실3동
1171069000,서울특별시,송파구,잠실4동,11710,69000,서울특별시 송파구 잠실4동
1171071000,서울특별시,송파구,잠실6동,11710,71000,서울특별시 송파구 잠실6동
1171072000,서울특별시,송파구,잠실7동,11710,72000,서울특별시 송파구 잠실7동
1174051500,서울특별시,강동구,강일동,11740,51500,서울특별시 강동구 강일동
1174052500,서울특별시,강동구,상일제1동,11740,52500,서울특별시 강동구 상일제1동
1174052600,서울특별시,강동구,상일제2동,11740,52600,서울특별시 강동구 상일제2동
1174053000,서울특별시,강동구,명일제1동,11740,53000,서울특별시 강동구 명일제1동
1174054000,서울특별시,강동구,명일제2동,11740,54000,서울특별시 강동구 명일제2동
1174055000,서울특별시,강동구,고덕제1동,11740,55000,서울특별시 강동구 고덕제1동
1174056000,서울특별시,강동구,고덕제2동,11740,56000,서울특별시 강동구 고덕제2동
1174057000,서울특별시,강동구,암사제1동,11740,57000,서울특별시 강동구 암사제1동
1174058000,서울특별시,강동구,암사제2동,11740,58000,서울특별시 강동구 암사제2동
1174059000,서울특별시,강동구,암사제3동,11740,59000,서울특별시 강동구 암사제3동
1174060000,서울특별시,강동구,천호제1동,11740,60000,서울특별시 강동구 천호제1동
1174061000,서울특별시,강동구,천호제2동,11740,61000,서울특별시 강동구 천호제2동
1174062000,서울특별시,강동구,천호제3동,11740,62000,서울특별시 강동구 천호제3동
1174064000,서울특별시,강동구,성내제1동,11740,64000,서울특별시 강동구 성내제1동
1174065000,서울특별시,강동구,성내제2동,11740,65000,서울특별시 강동구 성내제2동
1174066000,서울특별시,강동구,성내제3동,11740,66000,서울특별시 강동구 성내제3동
1174068500,서울특별시,강동구,길동,11740,68500,서울특별시 강동구 길동
1174069000,서울특별시,강동구,둔촌제1동,11740,69000,서울특별시 강동구 둔촌제1동
1174070000,서울특별시,강동구,둔촌제2동,11740,70000,서울특별시 강동구 둔촌제2동
