거래금액,거래유형,건축년도,년,도로명,도로명건물본번호코드,도로명건물부번호코드,도로명시군구코드,도로명일련번호코드,도로명지상지하코드,도로명코드,동,등기일자,매도자,매수자,법정동,법정동본번코드,법정동부번코드,법정동시군구코드,법정동읍면동코드,법정동지번코드,아파트,월,일,일련번호,전용면적,중개사소재지,지번,지역코드,층
"   129,000", ,2008,2020,사직로8길,00004,00000,11110,03,0,4100135, , , , , 사직동,0009,0000,11110,11500,1,광화문스페이스본(101동~105동),10,16,11110-2203,95.88, ,9,11110,6
"   154,000", ,2008,2020,사직로8길,00004,00000,11110,03,0,4100135, , , , , 사직동,0009,0000,11110,11500,1,광화문스페이스본(101동~105동),10,22,11110-2203,158.99, ,9,11110,6
"   165,000", ,2008,2020,사직로8길,00004,00000,11110,03,0,4100135, , , , , 사직동,0009,0000,11110,11500,1,광화문스페이스본(101동~105동),10,26,11110-2203,159.01, ,9,11110,6
"   130,000", ,2008,2020,사직로8길,00004,00000,11110,03,0,4100135, , , , , 사직동,0009,0000,11110,11500,1,광화문스페이스본(101동~105동),10,30,11110-2203,94.28, ,9,11110,10
"   125,000", ,2003,2020,사직로8길,00020,00000,11110,05,0,4100135, , , , , 내수동,0095,0000,11110,11800,1,경희궁파크팰리스,10,20,11110-107,146.39, ,95,11110,4
"    28,500", ,2003,2020,돈화문로11가길,00059,00000,11110,03,0,4100050, , , , , 익선동,0055,0000,11110,13300,1,현대뜨레비앙,10,23,11110-102,43.98, ,55,11110,5
"    10,447", ,2011,2020,창경궁로18길,00020,00006,11110,02,0,4100406, , , , , 연지동,0036,0001,11110,16000,1,하이텍하우스,10,18,11110-2290,21, ,36-1,11110,2
"    56,588", ,2011,2020,창경궁로18길,00020,00006,11110,02,0,4100406, , , , , 연지동,0036,0001,11110,16000,1,하이텍하우스,10,18,11110-2290,114.05, ,36-1,11110,6
"    44,206", ,2011,2020,창경궁로18길,00020,00006,11110,02,0,4100406, , , , , 연지동,0036,0001,11110,16000,1,하이텍하우스,10,18,11110-2290,114.05, ,36-1,11110,6
"    18,814", ,2011,2020,창경궁로18길,00020,00006,11110,02,0,4100406, , , , , 연지동,0036,0001,11110,16000,1,하이텍하우스,10,18,11110-2290,31.68, ,36-1,11110,6
